source_ref,source_head,source_path,source_blob_sha,destination_path,classification
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_basis_comparison.csv,ebe9eb9deb12d1d3362cf463c785c799fc726b2c,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_basis_comparison.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_basis_stability.csv,f2ae2ed2fa7e62b66681d14977cd00110928d36f,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_basis_stability.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_reproducible_state_basis_audit.json,a3eab60eadd6df74b7dd84749c6f7255359f7853,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_reproducible_state_basis_audit.json,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_foundation_real_pca_diagnostic.csv,1ee82c5f81b3e8e575a68bac860160c06233c26d,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_foundation_real_pca_diagnostic.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_final_information_preservation_engineering_gates.json,09bb356086d084ec9b0a2ffccb2b7a2b9faecba2,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_final_information_preservation_engineering_gates.json,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_final_information_preservation_factors.csv,89b5bec0807327604f24d385c381c6b41586bcfb,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_final_information_preservation_factors.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_final_information_preservation_geometry.csv,8ecfd08c4da2e27ec7699628a7a0c079cfaa9f82,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_final_information_preservation_geometry.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_final_information_preservation_runs.csv,635add8e0f341f821595e254944c9253e13c1daf,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_final_information_preservation_runs.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_foundation_architecture_revisit.csv,1006995846fbfc9001d58c4a5590509e0be98762,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_foundation_architecture_revisit.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_data_defined_rare_state_resample_stability.csv,790dc097cc51340812aeb960f60c2ab7488f23aa,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_data_defined_rare_state_resample_stability.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_donor_transfer.csv,f8768c604b64a5496ebd4d6a5ca9c29518413abf,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_donor_transfer.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_matrix_transfer.csv,e772c85f33c7370249ca189546f3291d7de8d57b,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_matrix_transfer.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_dataset_transfer.csv,76d9d3e47d6a57ae0f1f5fe06b6fd5b531c37197,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_dataset_transfer.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_evidence_depth_separation.csv,9b3def4cf83944e15fed4651ef0f487e08fccb3c,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_evidence_depth_separation.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_measurement_quality_earning.csv,628e5936996d626fe9e17aef4d6db7bbe4b5ffab,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_measurement_quality_earning.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_conditional_domain_imprint.csv,5177ed72c8eb4c94f8051e054fe4d27a037161e0,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_conditional_domain_imprint.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_foundation_biological_state_domain_qualification.json,719dc146de849e083abbe463f5d65be857d670d9,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_foundation_biological_state_domain_qualification.json,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_masking_calibration_report.json,05c7c8f0fb11fc9fc73d1ccdc296c03b82f03156,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_masking_calibration_report.json,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3_masking_calibration_summary.csv,6f92e3e46221d9853b9c484163cca1a468146fcd,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3_masking_calibration_summary.csv,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,docs/v4/STAGE81A3R_FREEZE1_REPRESENTATION_CONTRACT.md,2bf156f60ad5ca60fd06231c9691d371864528cb,docs/history/foundation_target_discovery_prior_20260907/stage81/docs/v4/STAGE81A3R_FREEZE1_REPRESENTATION_CONTRACT.md,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
stage81a3r-real-train-global-state-20260814,e8b72d0161e6a61ef5d3753fdbab8ae9234ed977,results/v4/stage81a3r_freeze1_contract.json,774d641ef8f647d1c6fe5591e4694c1046f367d3,docs/history/foundation_target_discovery_prior_20260907/stage81/results/v4/stage81a3r_freeze1_contract.json,PATHOLOGY_BLIND_HISTORICAL_EVIDENCE_ONLY
