update,loss,ema_updates,wall_seconds,peak_cuda_allocated_bytes,peak_cuda_reserved_bytes,identity_query_path_l2_norm,value_tokenizer_H_l2_norm,CELL_l2_norm,IPB_shared_l2_norm,predictor_l2_norm
1,2.344030126929283,1,88.99512720003258,5865129984,6155141120,0.002739324683898436,0.827363545915011,7.044847619719607e-05,2.43169440988618,5.118738694640949
10,0.8468826459720731,10,87.63123130006716,5892096000,6155141120,0.0012848092971647364,0.31239822441560994,1.7090727337640715e-05,0.9893099007817377,3.3782018870468438
25,0.15858112694695592,25,88.34437130007427,5892096000,6178209792,0.0005307142678548448,0.1519658915723538,7.469209138666013e-06,0.5083010831755637,1.5701633366062793
40,0.021611582225887105,40,87.34921080002096,5892096000,6178209792,0.00016775121314065899,0.04916414805108578,2.252480998872052e-06,0.16865776545610395,0.47734457836294486
50,0.015428782484377734,50,87.47461800009478,5892096000,6178209792,9.978314228410898e-05,0.0274394882967251,9.704606346641744e-07,0.09639227869022664,0.31375482300953844
100,0.009055325208464637,100,86.84550579998177,5892096000,6178209792,3.0153392553953896e-05,0.0038675076974083195,2.491347862025105e-07,0.013485248650409797,0.06577520147109975
150,0.007574858173029497,150,87.43364360008854,5892096000,6178209792,2.142386952890617e-05,0.0031517520385491915,1.0542496920824894e-07,0.010804751870049858,0.03862366147660392
200,0.006235028107766993,200,86.09528219990898,5892096000,6178209792,1.6290763903601198e-05,0.0018426827684432478,7.306020300746211e-08,0.006466540493331001,0.025478555333649015
205,0.006142306883702986,205,86.21699440001976,5892096000,6178209792,1.713368859271821e-05,0.0017578761056850165,1.3526539912503139e-07,0.0061311861407725605,0.024220410076478967
