asset_id,gene,present,exact_identifier,ensembl_gene_id,nonzero_in_bounded_audit,nonzero_cells_full_primary,donors_detected_full_primary,candidate_feature_role,reason_unavailable,gene_identifier_type,symbol_unique,versioned_ensembl_id,feature_count,duplicate_symbols,empty_symbols,ambiguous_symbol_collisions,mitochondrial_symbol_count,ribosomal_symbol_count,feature_order_sha256,primary_rna_overlap,v3_feature_overlap,stage75_regulator_overlap,stage75_target_overlap,deterministic_mapping_policy
sea_ad_mtg_full_source,BACH1,true,BACH1,BACH1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,CEBPA,true,CEBPA,CEBPA,false,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,ELF1,true,ELF1,ELF1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,IRF8,true,IRF8,IRF8,false,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,MITF,true,MITF,MITF,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,NRF1,true,NRF1,NRF1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,RELA,true,RELA,RELA,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,SPI1,true,SPI1,SPI1,false,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,STAT1,true,STAT1,STAT1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,STAT3,true,STAT3,STAT3,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_full_source,__FEATURE_SPACE_SUMMARY__,true,,,not_applicable,not_applicable,not_applicable,feature_space_summary,,HGNC-like symbol plus Ensembl stable ID,true,12555,36601,0,0,0,13,103,a7391464dbde2f152da43b90ddba8872ade414b43aa28af77700432a273f3ccb,2957,2957,10,27,preserve_source_symbol_and_ensembl_id_without_alias_conversion
sea_ad_mtg_microglia_pvm_expanded,BACH1,true,BACH1,BACH1,true,31823,87,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,CEBPA,false,,,not_computed,0,0,regulator_token_candidate,absent_from_feature_vocabulary,HGNC-like symbol plus Ensembl stable ID,,,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,ELF1,true,ELF1,ELF1,true,29676,88,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,IRF8,true,IRF8,IRF8,true,17308,87,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,MITF,true,MITF,MITF,true,19713,89,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,NRF1,true,NRF1,NRF1,true,21565,89,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,RELA,false,,,not_computed,0,0,regulator_token_candidate,absent_from_feature_vocabulary,HGNC-like symbol plus Ensembl stable ID,,,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,SPI1,true,SPI1,SPI1,false,18677,88,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,STAT1,true,STAT1,STAT1,false,9302,87,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,STAT3,true,STAT3,STAT3,true,26121,87,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_expanded,__FEATURE_SPACE_SUMMARY__,true,,,not_applicable,not_applicable,not_applicable,feature_space_summary,,HGNC-like symbol plus Ensembl stable ID,true,43,2957,0,0,0,10,49,4f65c677c8673754756118c6d978a3c04e73a57f7002d42e8550932b94b89662,2957,2957,8,25,preserve_source_symbol_and_ensembl_id_without_alias_conversion
sea_ad_mtg_microglia_pvm_module_preserved,BACH1,true,BACH1,BACH1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,CEBPA,false,,,not_computed,not_computed,not_computed,regulator_token_candidate,absent_from_feature_vocabulary,HGNC-like symbol plus Ensembl stable ID,,,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,ELF1,true,ELF1,ELF1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,IRF8,true,IRF8,IRF8,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,MITF,true,MITF,MITF,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,NRF1,true,NRF1,NRF1,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,RELA,false,,,not_computed,not_computed,not_computed,regulator_token_candidate,absent_from_feature_vocabulary,HGNC-like symbol plus Ensembl stable ID,,,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,SPI1,true,SPI1,SPI1,false,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,STAT1,true,STAT1,STAT1,false,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,STAT3,true,STAT3,STAT3,true,not_computed,not_computed,regulator_token_candidate,,HGNC-like symbol plus Ensembl stable ID,true,false,,,,,,,,,,,,
sea_ad_mtg_microglia_pvm_module_preserved,__FEATURE_SPACE_SUMMARY__,true,,,not_applicable,not_applicable,not_applicable,feature_space_summary,,HGNC-like symbol plus Ensembl stable ID,true,43,2977,0,0,0,10,49,6cfd84c5d5804642dd64133ad36c5eafadd55d6782b08d999d330c5701f2306a,2926,2926,8,22,preserve_source_symbol_and_ensembl_id_without_alias_conversion
