condition,graph_role,asset_key,graph_alpha,aux_weight,backbone_feature_type,backbone_pca_components,aux_feature_type,context_specific_graphs_available,target_aware_routing,n_module_features,module_feature_names
target_aware_no_graph_identity_aux_ridge,matched_no_graph_identity_control,no_graph,0.0,0.0,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_real_graph_aux_weight_0_01_ridge,real_graph_auxiliary,real,0.05,0.01,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,strict_shuffled_graph_auxiliary,strict,0.05,0.01,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_real_graph_aux_weight_0_025_ridge,real_graph_auxiliary,real,0.05,0.025,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,strict_shuffled_graph_auxiliary,strict,0.05,0.025,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_real_graph_aux_weight_0_05_ridge,real_graph_auxiliary,real,0.05,0.05,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,strict_shuffled_graph_auxiliary,strict,0.05,0.05,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_real_graph_aux_weight_0_1_ridge,real_graph_auxiliary,real,0.05,0.1,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,strict_shuffled_graph_auxiliary,strict,0.05,0.1,fold_local_stage27c_module_pca,8,predefined_module_features_of_gene_graph_expression_residual,False,predeclared_target_context_labels_same_gene_graph_auxiliary_view,15,module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration
