stage32c_matrix,n_external_cells,n_external_genes,n_encoder_components,encoder_method,external_transform,external_labels_used_for_supervision,sea_ad_used_during_external_pretraining,clean_holdout_used,stage32c_ready,matrix_path_exists,stage32c_dataset_id,stage32c_gene_overlap_fraction,stage32c_n_obs,stage32c_n_vars
data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,100000,2863,32,truncated_svd_frozen_external_encoder,log1p_clipped_nonnegative,False,False,False,True,True,b165f033-9dec-468a-9248-802fc6902a74,0.968211024687183,100000,2863
