graph_name,n_nodes,edge_count_directed_nnz,matrix_nnz,matrix_hash,diff_nnz_vs_context,fraction_changed_edges_vs_context,node_coverage_fraction,degree_correlation_with_context,weighted_adjacency_correlation_with_context,distinct_from_context
context_grn_aux,64,1082,1082,375f61871cce3aec50ddecb993f0732cad021939b9abb8a6898b33f9d8342dfb,0,0.0,0.8125,0.9999999999999999,1.0,False
target_shuffled_grn_aux,64,758,758,a4bd05211b4d288c48e0d6a20289263949e174b819db92c0836219729021faad,1196,0.46153846153846156,0.8125,0.9999999999999999,0.4887606928119803,True
gene_label_permuted_grn_aux,64,1082,1082,e25d6abab34b936c5ce4efad0b903ab61e59452900e910915905743b73e02945,1858,0.8353067814854682,0.8125,-0.12820512820512817,0.006877285569854247,True
string_graph_aux,64,270,270,a9c34259503c534c849637aca0f9147ce68322257a31535489c02f7a5d254e0e,1298,0.9583975346687211,0.71875,0.0556483802745148,-0.04591232799721884,True
no_graph_raw,64,0,0,1d94e50ec3e9eeb03af2edb22dc6b77db037695debcc8a1e935f11a59f2d5d77,1082,1.0,0.0,,,True
