dataset_id,dataset_name,analysis_ready_for_stage38b,analysis_completed,load_status,n_obs,n_genes,disease_metadata_found,celltype_metadata_found,tau_ptau_metadata_found,abeta_amyloid_metadata_found,clean_validation_claim_allowed,claim_level_allowed
gse138852,gse138852,True,True,loaded,13214,13,False,False,False,False,False,
