clean_holdout_used,external_pretraining_matrix_used,external_labels_used_for_supervised_pathology_prediction,newly_downloaded_perturbation_data,target_values_used_to_construct_graph,sea_ad_used_for_downstream_only,locked_donor_folds_used,fold_local_downstream_scaling_and_ridge,in_silico_ablation_run,leakage_audit_pass
False,False,False,False,False,True,False,False,False,True
