control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,cell_count,donor_count,edge_count_for_regulator
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79045,degree_preserving_edge_shuffle,79045,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79046,degree_preserving_edge_shuffle,79046,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79047,degree_preserving_edge_shuffle,79047,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79048,degree_preserving_edge_shuffle,79048,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79049,degree_preserving_edge_shuffle,79049,SPI1_down_0p25,SPI1,down,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_up_0p10,STAT1,up,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_down_0p10,STAT1,down,0.1,32,6,16
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_up_0p25,STAT1,up,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,STAT1_down_0p25,STAT1,down,0.25,32,6,16
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_up_0p10,ELF1,up,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_down_0p10,ELF1,down,0.1,32,6,23
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_up_0p25,ELF1,up,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,ELF1_down_0p25,ELF1,down,0.25,32,6,23
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_up_0p10,SPI1,up,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_down_0p10,SPI1,down,0.1,32,6,14
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_up_0p25,SPI1,up,0.25,32,6,14
degree_preserving_edge_shuffle_seed_79050,degree_preserving_edge_shuffle,79050,SPI1_down_0p25,SPI1,down,0.25,32,6,14
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,STAT1_up_0p10,STAT1,up,0.1,32,6,16
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,32,6,16
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,STAT1_up_0p25,STAT1,up,0.25,32,6,16
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,32,6,16
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,32,6,23
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,ELF1_down_0p10,ELF1,down,0.1,32,6,23
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,32,6,23
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,ELF1_down_0p25,ELF1,down,0.25,32,6,23
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,32,6,14
tf_label_shuffle_seed_79001,tf_label_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,32,6,14
