approved_hbcc_dataset_used,clean_holdout_used,sea_ad_used_during_external_pretraining,external_labels_used_for_supervised_pathology_prediction,locked_donor_folds_used,fold_local_downstream_scaling_and_ridge,in_silico_ablation_run,leakage_audit_pass
True,False,False,False,True,True,False,True
