gene,scope,AT8_delta,A_beta_6e10_delta,GFAP_delta,Iba1_delta,NeuN_delta,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction,manifold_nn_backend
AP1G1,graph_connected,-0.0146025624126195,-0.0342965275049209,-0.0277509130537509,-0.0054743797518312,0.032124176621437,within_manifold_threshold,not_separately_audited,True,,0.0002231110993307,0.0001804915518732,0.0027566079515963,0.0095683196559548,0.0174692813307046,0.0,torch
APOE,graph_connected,-0.0352994985878467,-0.0536896139383316,-0.0322191640734672,0.0502082481980323,0.0037876996211707,within_manifold_threshold,not_separately_audited,True,,0.0002964657905977,0.0003668140561785,0.0026586495805531,0.0095683196559548,0.0174692813307046,0.0,torch
APP,graph_connected,-0.0348776690661907,-0.0159219186753034,0.0707324147224426,0.1251378208398819,0.0231437142938375,within_manifold_threshold,not_separately_audited,True,,0.0005362440133467,0.0004697562835644,0.0028019684832543,0.0095683196559548,0.0174692813307046,0.0,torch
