source_matrix,filtered_matrix,approved_dataset_id,approved_dataset_used,filter_logic,n_source_cells,n_exact_microglia_myeloid_pvm_cells,n_filtered_cells,downsampled,max_cells,n_source_genes,n_filtered_genes,canonical_genes,gene_overlap_fraction,minimum_gene_overlap_fraction,gene_overlap_pass,normalization_status,metadata_cell_type_columns_used,cell_type,assay,tissue,region,donor,sample,disease_condition,suspension_type,dataset_id,canonical_source_gene_count,canonical_target_gene_count,canonical_union_gene_count,canonical_gene_universe_pass
C:\Users\dushy\Desktop\Jepa project\data\external_pretraining\stage32c\stage32c_human_external_pretraining_matrix.h5ad,data/external_pretraining/stage34a/stage34a_hbca_microglia_filtered_pretraining_matrix.h5ad,b165f033-9dec-468a-9248-802fc6902a74,True,exact_microglia_myeloid_pvm_terms,100000,10325,10325,False,100000,2863,2863,2957,0.968211024687183,0.85,True,source_raw_count_like; benchmark_transform_raw_count_size_factor_log1p,cell_type;cell_type_ontology_term_id,cell_type;cell_type_ontology_term_id,assay;assay_ontology_term_id,tissue;tissue_ontology_term_id,tissue,donor_id,donor_id,disease;disease_ontology_term_id,,dataset_id;stage32c_source_dataset_id,2957,2957,2957,True
