dataset_id,dataset_name,source,collection_name,registry_role,allowed_for_pretraining,reserved_for_clean_validation,allowed_for_model_selection,already_used,normalized_role,approved_for_pretraining,clean_holdout_protected,stress_test_only,plausibility_only,internal_dataset,model_selection_excluded,role_exclusion_reason,priority_rank,local_path,schema_loaded,n_obs,n_vars,obsm_keys,uns_keys,gene_identifier_type,example_var_names,raw_available,normalization_status,schema_warning
b165f033-9dec-468a-9248-802fc6902a74,All non-neuronal cells,CELLxGENE,Human Brain Cell Atlas v1.0,external_training_pretraining_pool,True,False,False,False,approved_self_supervised_pretraining,True,False,False,False,False,False,none,0,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,True,100000,2863,,stage32c,project_hgnc_symbol,project_gene_subset,False,raw_count_like,downsampled_to_configured_max_cells
