external_labels_used_for_supervised_pathology_prediction,clean_holdout_used,sea_ad_used_during_external_pretraining,donor_leakage_detected,fold_local_downstream_scaling_and_ridge,locked_donor_folds_used,in_silico_ablation_run,leakage_audit_pass
False,False,False,False,True,True,False,True
