name,path,shape,dtype,bytes,sha256
A_views,A_views.npy,"[345017, 4, 512]",float32,2826379392,4ca34847cd9f3b20602640a95d8632d0b6b87e64d55f73b147e18ee4ecd2c6e7
B_views,B_views.npy,"[345017, 4, 512]",float32,2826379392,5d399d9606066fd0925b9f18ad6eeb5b7c83722b32f23b3171acd6385fb815bd
A_full,A_full.npy,"[345017, 512]",float32,706594944,e793f40e50d310b4a8fb12b1cba05b5b17ee5e595b412eb2f9c1a25e6e4eecf0
B_full,B_full.npy,"[345017, 512]",float32,706594944,e783ecd5f6e605bef21bf8d193e2178b86b427efdae1f1f55025d4e21b07d56c
physical_descriptors,physical_descriptors.npy,"[345017, 6]",float32,8280536,a0e01b820d558cd29a789d3ef2d0b894035a4e6e0df621d2a3e2850b5cc2fc48
ASSEMBLY_SEEN,ASSEMBLY_SEEN.npy,[345017],uint8,345145,485dbe90cf1e756abf63f874950e213e20868143b37cbc6cedd86d7163caef94
rows,PHASE2_FEATURE_ROWS.csv,[345017],csv,10823122,db879947a8543a36616870c5f84e5dbd1446f955c94031b152b8fb999a93f97a
