"relative_path","bytes","sha256","state"
"F1_PREFLIGHT_RESOURCE_SELECTION.json","2832","d23832efaae58760e303e5509a2adbe9c97ab6838aba52cf5a60f53ced30394e","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_RESOURCE_SNAPSHOT.json","455","b1be7703cad721a8d22b8679760e32ccabb1d3ca715d371f9ea3cdd66dd08507","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_ROLE_THROUGHPUT.json","366","b5fad71e9839f969c431979c78a7979e6d7008be2ec8df6d7153c74ee038df8f","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_RUNTIME_PROJECTION.json","2049","e668f3536967275c48bb2d488476ce6c3d381fe28ba51f10b00c6f5b166b277d","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_SHARD_RESUME_TEST.json","497","00ae893754de1eceae0486a361525789bf71b876ca2a8652f289e94e6e84e9de","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_SOURCE_MANIFEST.csv","4726","9accc8e0323f9589b3ba9377f7c70c458606050075d70b1dcebbf38fc1ee353d","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_STORAGE_ENVELOPE.json","321","98b70b1460799559e9e9719ed017c57b789ae75072173750e1e4936aa11c92e1","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_SUFFICIENT_STATISTICS_PARITY.json","390","f73a5e5d6f792d143036e934c058a6bd3d1b3333af859b5bb8838c4ca945d067","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_SUFFICIENT_STATISTICS_SCHEMA.json","638","0c77ec0f1683e9de0e65aef59d7269da2fb4e35579b6b72e79d729882717ce1d","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_TECHNICAL_FIXTURE_BINDING.json","32326","f9172ffc76e4e5c5bf74a3ce7aacfb6d34cfa64a66ccc7144487ba193e776b14","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_WSL_ENVIRONMENT_AUTHENTICATION.json","2215","09893014bdf5e34f6ccd718e9fb996191af3e6fceb71e7e74429ea25e136345a","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__contextual_target_f1_preflight_core_v1.py","16749","000600b1de55165f17ffd9f2edd287264148c2e22604b36d47b1ad1e0dba8cea","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__contextual_target_f1_preflight_executor_v1.py","9086","9d82d0de48591eff705da41faf4a0235ca657a882000ce5f1264564ae18583b8","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__finalize_contextual_target_f1_real_forward_preflight_v1.py","26443","9f5e00ba8ffc5136bf9c3b987034aa6b7e506568b32d8186413e97cfbdeba86b","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__freeze_contextual_target_f1_materialized_reader_plan_v1.py","8220","a78c3a54aee7846de06982232440e898ca4642776b9e126585d0089e1e089a08","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__prepare_contextual_target_f1_real_forward_preflight_v1.py","18553","840d371261ddd78b9eb57e292dc1ddf23d42106f13950b78955543ecd88026eb","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__run_contextual_target_f1_real_forward_preflight_v1.py","37317","ebe724c9e0070c8b8aec370f5ea97a05f5ba18b979ec593c5c4820e48542548e","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/scripts__v4__validate_implementation_verifier_report_v1.py","4511","48dfa7b0e94b2fdec88f013ccb18c075b14d4a23a1c38acc610ff21e46a6ea30","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/src__sea_ad_jepa__v4__contextual_query_local.py","11427","a800c70c376abfc37adff60a4793e81073699ffd5303884a93a3788718795ff1","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/src__sea_ad_jepa__v4__contracts.py","1891","bc72758f89e028c15cfbb6c81aed384cfcd0e6c86da45e7c3b3be895bc390c3b","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/src__sea_ad_jepa__v4__gene_tokenizer.py","2173","dd7485c681896e0e650f987705994c765be7a0fb6174f12d76669631bef7d55e","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/src__sea_ad_jepa__v4__ipb_jepa.py","18412","f5bdfb735d54982020abc1d8c3364e0f26cc3fe2726e0aadd29a38749bf4e6fd","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_contextual_target_f1_preflight_core_v1.py","4616","dbf42093a25412284f5b3735de661b2155842446c1f6c2d5539c885d7c0f01ad","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_contextual_target_f1_preflight_executor_v1.py","8352","a01f915cb678721aa9577670d14a29a06b1e8e97bcbbbdd6b10428643c86913d","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_contextual_target_f1_preflight_finalize_v1.py","2170","50586bbef779840423aa9a429537e7148599dd0fb3179ca4884a65a9c8fd02cf","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_implementation_verifier_governance_v1.py","4176","2911e5dd6343bb86d778168d49944ae10d6a6add32b773f543c938357e10e4ad","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_verifier_f1_preflight_external_repair_v1.py","11138","8c6fd7d3aeca127100ffa6b2973ce18a4e478126e777137261a1d41a9d4020e8","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"source_snapshots/tests__test_verifier_f1_real_reader_forward_preflight_v1.py","11296","0a301e0f3cd01b405e136dad933c2e875ac549084fcadec4adf14fb81690d2f2","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
