"relative_path","bytes","sha256","state"
"F1_IMPLEMENTATION_VERIFIER_REPORT.json","22723","08afe795f113c0a7c5e33d55dce7eb7a7ac442e7d87bca9b76f93a9cc6988ccd","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_IMPLEMENTATION_VERIFIER_SUPPORT.json","2010","2441ba73e3f5d10b6c2d266f31f7038ab11eb7d30103d89aa465b130264aa080","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_AUTHORITY_BINDING.json","3916","14a63251a29e386af22a88ffe3fd7fdedd5e5be70b013dcd6df48a069171c70a","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_EVIDENCE_MASK_BINDING.json","1062","3d2197cf5144abc77e775e5950bcc31e81711d87c5a57db5aca22620e0004809","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_EXECUTOR_PLAN.json","787","2dca49300086cb1f343925bee931e5d617975dc8089f2d63785307dbeaef6b73","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_EXPRESSION_JUSTIFICATION.json","52225","0872b8f32389a5b424823f89710382ca2e47e6fdaceebc7934e81f1d1bace089","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_EXTERNAL_REVIEW_HANDOFF.md","2036","3e76a812e04a80bf7409a8b4f5b43b148f722b9ba2e0307726b28509b7e1927b","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_FIREWALL_AUDIT.json","9599","97c3e1aba3f729db7396cc6e273d63e640d834ff8d8d6d9eef4688bcab88f879","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_FULL_PLAN_GEOMETRY.json","505","94475dc62a90d10d4fcbdfd22697068e68dc7bfd4a5fb556f6b5e443b73e01d0","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_INDEPENDENT_VALIDATION.json","1405","cf7737671ac5e060533772a7f615bed2c84699e5204b6d64bc4070044ea5a23c","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_MULTIAGENT_REVIEW.md","3071","71302df607da9fa2cc1c31258f80613e186f3f6af01aa4cf95a0966e0964517f","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_QUERY_SAFE_PARITY.json","67949","327b8f2e1b495e98c092ae23ceea09db423927dfe031196a71d0eaba92fdf303","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_READER_CALL_GRAPH.md","502","cf7e06f81fe4b3832b3bef095273d24db228b65ae963c9915d44c92c4bccb238","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_REAL_FORWARD_ROOT.json","20368","9a62c3a03d7d11ea80f643ff9922a76b981036da5efcaccaaeeab1a92d7e0938","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
"F1_PREFLIGHT_RESOURCE_LADDER.csv","3085","0d7e494501371af2afe99cc4580e08dcee6e03d945a09fac5dd736c5c4126bd8","FROZEN_PRE_RESULT_EXTERNAL_REVIEW"
