donor_id,tail_stable_key,rest_stable_key,rank_distance_squared
H19.33.004,1180572613662699680,6814201663955507059,0.00014043653312840408
H19.33.004,1187820755548424776,8014938343438560244,5.220688963881232e-05
H19.33.004,1215403291493933595,1980030720481839935,5.2206889638812e-05
H19.33.004,1452200616084226834,1705256425795494992,3.7588960539944255e-05
H19.33.004,1769909461861848795,143674723170809179,0.0001273848107187005
H19.33.004,1786020005685485843,8289211777313349631,1.04413779277624e-05
H19.33.004,2099864805070543467,1655856724703779235,2.1404824751912727e-05
H19.33.004,2462883069342251819,4320950708667857213,1.670620468441994e-05
H19.33.004,3538648851773066803,2858698255144865494,4.4375856192990686e-05
H19.33.004,3781086060919242808,7417193193048118034,2.7147582612182175e-05
H19.33.004,4044745167965939709,8348702560266000197,3.5500684954392544e-05
H19.33.004,4123105988580371015,7539181879491946356,0.003769337431922218
H19.33.004,4204196783311193463,462097016137425799,6.055999198102045e-05
H19.33.004,4229437238815832243,7005184704413581178,0.00011537722610177497
H19.33.004,4276763613187348572,3929816363413835523,0.00021718066089745805
H19.33.004,449921951199385837,1663605164420132122,1.044137792776272e-05
H19.33.004,4806441714129858576,1807332697109493697,1.5139997995255472e-05
H19.33.004,4884566130129525283,3581698949145687828,0.000159231013398377
H19.33.004,5093979948779734484,5157570755906778379,0.0030906478666176676
H19.33.004,5159329771194245787,5411969936241039686,0.00014200273981756793
H19.33.004,5766000032416478742,6048679155262408272,6.055999198102205e-05
H19.33.004,6155689001983059577,5544345656662149605,3.8111029436332584e-05
H19.33.004,623794058006887398,2470989558025916504,4.437585619298956e-05
H19.33.004,6928874605830884928,6598822960104808534,3.811102943633265e-05
H19.33.004,7141247546214779380,8518242093207817387,0.00031585168231481085
H19.33.004,7342564516834095885,1648454222190753145,0.0029825796050653225
H19.33.004,7563770980617056026,2959414871498430900,6.108206087740966e-05
H19.33.004,7979210031268039254,4648999127825718770,7.517792107989043e-05
H19.33.004,8483841952468212662,3991613792336003206,1.0441377927762241e-05
H19.33.004,8958993453476092047,4578693949724631414,8.561929900765156e-05
H19.33.004,9156910024105632335,6084919093888252692,2.08827558555248e-05
H20.33.004,1039333708665702717,7056760376914838382,4.2561288255087776e-05
H20.33.004,1047419576171486604,8680184831826578593,3.254686748918442e-05
H20.33.004,1314771952493454903,2021014702321161126,6.25901297868924e-05
H20.33.004,1321418438849231137,6809257733415935269,5.007210382951459e-06
H20.33.004,1360630038995317552,6726991729359244288,0.0005307643005928538
H20.33.004,1381434231628304847,4792785296297264269,3.254686748918424e-05
H20.33.004,1385594380331097184,4668138336306972244,0.0002816555840410188
H20.33.004,1440662567848038174,6238987366069059031,0.00026037493991347465
H20.33.004,144367786108271486,8153629126315117263,0.0001207989504887034
H20.33.004,150907118321715803,3658599468421153266,5.633111680820309e-06
H20.33.004,1579646921458143489,4119256430312549153,8.51225765101738e-05
H20.33.004,1598053996252418007,7386981547140239394,0.00016273433744592192
H20.33.004,175501362439042456,5614505091468849118,4.5690794744432466e-05
H20.33.004,1784980135012120626,3628770683369315865,1.0014420765902304e-05
H20.33.004,1789480739714204664,3077298286633920393,0.0005633111680820389
H20.33.004,1920231211717225801,3400477070375935212,0.00012518025957378582
H20.33.004,2018676122187435363,2962638505841778306,0.0014470838006729668
H20.33.004,2048526063258414200,1248132547742256667,0.00039118831116808316
H20.33.004,2167048713068494479,3473344794858742883,0.00011266223361640725
H20.33.004,2173564055231819648,3966238459289103839,6.822324146771339e-05
H20.33.004,2244843621074526671,5363683880265125299,5.007210382951453e-05
H20.33.004,2260294550227033167,8385032410344749381,0.00430432322544464
H20.33.004,2290954245763570932,5595029107382592784,3.2546867489184066e-05
H20.33.004,2359055929937438342,8512011531956356074,0.00015271991668002084
H20.33.004,243071704685788048,3622536246787064685,7.82376622336153e-05
H20.33.004,2432999860373654754,4140613491219306313,0.0001758782647011697
H20.33.004,2433825803232582245,4125925529762354815,0.0007692326950809155
H20.33.004,2492492521064449714,2571561454970285803,2.566195321262616e-05
H20.33.004,2502415105601049100,5858182191518507561,4.256128825508707e-05
H20.33.004,2572045251321890493,1967419854546651139,7.072684665918857e-05
H20.33.004,2583501734384710157,5946536307865867136,0.00018025957378625202
H20.33.004,2605398984227397703,1027070391019583800,0.0003786702852107026
H20.33.004,2711476248100041841,3765042704601685418,0.000673469796506971
H20.33.004,2851774380806985000,8489379702601765970,6.822324146771335e-05
H20.33.004,2857701819195753286,1492808443613681780,0.00015271991668001892
H20.33.004,2915856136053815313,300651560209166749,0.0003085693398493864
H20.33.004,2935192387697119530,8561725143520885055,0.00016273433744592105
H20.33.004,2937810763284111794,3986674127359526817,7.260455055279596e-05
H20.33.004,3069105336414510294,8192387599599917796,0.00048569940714629126
H20.33.004,3132963592376902192,6218162935168197864,0.000245353308764621
H20.33.004,3158283212336383652,689582008517541591,0.00040558404101906543
H20.33.004,3159194159377628893,1798724851209042258,7.26045505527968e-05
H20.33.004,3193649326426112531,3708545369712477077,0.0005188721759333448
H20.33.004,3339948796552155862,3070790524329907544,1.2518025957378055e-05
H20.33.004,3469374731062449866,8787105170238892284,0.0005207498798269507
H20.33.004,357635880225674366,1669373100926215406,0.0001627343374459214
H20.33.004,3578670915067677713,4864397194444422567,5.007210382951503e-05
H20.33.004,360685123458349580,5770711142812101195,0.0007936428456978045
H20.33.004,3710626099396845236,8174101872034953524,2.503605191475725e-05
H20.33.004,3826515568258501807,7132184819950523834,6.822324146771335e-05
H20.33.004,3841032085655773656,3029578053198077109,0.0002209431581477329
H20.33.004,3899483752577640642,2071378900460343206,2.5036051914757517e-06
H20.33.004,3957282472563510057,4993234124558032705,0.0008837726325909316
H20.33.004,3974824264063122678,1145877704570886874,0.000170245153020349
H20.33.004,4015763092574248617,4035155706976598724,6.259012978689299e-05
H20.33.004,4193818607188435580,8988750762658511949,5.00721038295145e-05
H20.33.004,4215181586997154956,7060739542023086147,0.00015271991668001938
H20.33.004,4223025245831222076,1125811443712921090,8.136716872296139e-06
H20.33.004,4297682122842185659,6609955011981556408,0.00012518025957378515
H20.33.004,4346703812748958113,8745244522513659155,0.00022845397372215997
H20.33.004,44263588283487835,112886855111620162,0.0001852667841692056
H20.33.004,4471417113070055979,6869168202821912353,0.0001452091011055921
H20.33.004,4571490385358363934,2236320251780254375,9.263339208460176e-05
H20.33.004,4635160038222841256,2806578659340350729,2.503605191475752e-05
H20.33.004,4728658074724447441,6719283043788245616,0.00032546867489184454
H20.33.004,4791695496476956686,2565998550560725180,9.012978689312601e-05
H20.33.004,487342285115752759,2660378648418514493,0.00028290738663675467
H20.33.004,4927480616446612856,728747295584798929,0.00012079895048870419
H20.33.004,4975745165867044490,8219204049945832633,4.2561288255087776e-05
H20.33.004,5399153782558047478,5264881435920842768,0.00016273433744592246
H20.33.004,5437727767789110934,7863127675535066471,0.0001251802595737863
H20.33.004,5470476102290224918,925371090268175384,0.00021280644127543675
H20.33.004,5513756902032860081,3043036400448378977,0.00024159790097740732
H20.33.004,5546623023929490752,1499083980768252463,0.00021280644127543572
H20.33.004,5628533438384968067,3749229812826954912,8.011536612722335e-05
H20.33.004,5754766920072272162,4465586291397356871,0.00019841071142445113
H20.33.004,5757314059456092359,8518981893987468637,4.5690794744432114e-05
H20.33.004,5896709277375680352,1545822404461335794,6.259012978689379e-05
H20.33.004,5980127813482556926,1048335164550618843,2.503605191475752e-05
H20.33.004,6045004490210784516,2218658461085274639,0.0008337005287614185
H20.33.004,6109315367467517246,7644403931272606645,5.007210382951503e-05
H20.33.004,6145219066221657515,8211596105457441576,4.256128825508637e-05
