channel,held_donor_predictability_mean,full_value_plus_visibility_mean,full_minus_channel_paired_donor_mean,full_minus_channel_paired_donor_se,full_exceeds_channel_by_one_donor_se,selection_role
VALUE_ONLY,0.7837626827442867,0.8447070014132196,0.06094431866893287,0.002842202241291019,True,NONSELECTING_SHORTCUT_FALSIFICATION
VISIBILITY_OR_SUPPORT_ONLY,-0.04768091157555527,0.8447070014132196,0.892387912988775,0.027869620943351422,True,NONSELECTING_SHORTCUT_FALSIFICATION
