path,bytes,sha256
CONSUMER_SELFTEST.json,291,fb713366834c7337a3de1317b888a0aee9ce8aeafac663c7f7c72446f66fb88c
FULL104_EXPRESSION_INTERFACE_V8_STATUS.json,713,b618c4a1fdb399a723872c4261447ae9d7c20380e128fd1121f9f504fbe148e9
NPH_QUARANTINE_SPLIT_PROVENANCE.json,875,4b90f669a44d06b6cbf266e8397101695357829c712d014511af0d047e19b307
NPH_READER_FIT_DERIVATIVE_MANIFEST.csv,2596,e35bf7e6b29040291e17e621e5e351b0b558208e9382a2b8ccd35f323c3065f7
NPH_READER_FIT_EXPECTED_LINEAGE.csv.gz,3369231,354ae5b91bfb4b39655fb6bfa425c02d87c6384221a0d6b0f7f8cbe2d16e8a79
NPH_READER_FIT_FRESH_PROCESS_STATUS.json,410,4f1c513e3862b610c6179f4acae124576a11c41d73e9826ed9fb49a9b802e0fe
NPH_READER_FIT_FRESH_PROCESS_VERIFICATION.csv,1179,3a34cffb49fa8bc606f337890654b65a05bf00fede646e34ba7e58baab0522d6
ORIGINAL_NPH_MIXED_ASSET_DENYLIST.csv,1458,fc6e78a71704513e9cf347575abdd93dafa1d52acccbcd8260bf632bce81c2b9
audit_identity/FULL104_EXPRESSION_INTERFACE_IDENTITY.csv,10855,8a73338f171de459c5bb5733fa9f4f25d4cd4f16b14b8c7d3ff6ba0339690309
code/CODE_COPY_SHA256.csv,671,ae324bf504088f13057703877c3cf97b25248767f09092c08a10bd76958bb4c1
code/__pycache__/full104_expression_interface_consumer.cpython-39.pyc,2750,8cabf24dec8cbde115293e78935ad475f9e860aefc4d2554118f6de5d83a8224
code/build_nph_reader_fit_quarantine.R,9381,757fc23a16b9d2fa6481f42ac174b6aa7938f7023c96d21316233f12f92e7ccd
code/full104_expression_interface_consumer.py,2289,1fc1e7fcc90fe639e7826c996584e1fc220cae8c976748210d563a9f560edbdf
code/full104_expression_interface_nph_v8.R,5865,b8c543f3413d7747a798dd06c312539341358903b3a43706dff278c33c4a4909
