source,target,source_idx,target_idx,support,string_score,wgcna_tom
F13A1,F13A1,1069,1069,identity_self_loop,,
LY86,LY86,1070,1070,identity_self_loop,,
RREB1,RREB1,1071,1071,identity_self_loop,,
GCNT2,GCNT2,1072,1072,identity_self_loop,,
TMEM14B,TMEM14B,1073,1073,identity_self_loop,,
NEDD9,NEDD9,1074,1074,identity_self_loop,,
PHACTR1,PHACTR1,1075,1075,identity_self_loop,,
RANBP9,RANBP9,1076,1076,identity_self_loop,,
JARID2,JARID2,1077,1077,identity_self_loop,,
DTNBP1,DTNBP1,1078,1078,identity_self_loop,,
ATXN1,ATXN1,1079,1079,identity_self_loop,,
NUP153,NUP153,1080,1080,identity_self_loop,,
KIF13A,KIF13A,1081,1081,identity_self_loop,,
KDM1B,KDM1B,1082,1082,identity_self_loop,,
DEK,DEK,1083,1083,identity_self_loop,,
RNF144B,RNF144B,1084,1084,identity_self_loop,,
E2F3,E2F3,1085,1085,identity_self_loop,,
CDKAL1,CDKAL1,1086,1086,identity_self_loop,,
C6orf62,C6orf62,1087,1087,identity_self_loop,,
CARMIL1,CARMIL1,1088,1088,identity_self_loop,,
TRIM38,TRIM38,1089,1089,identity_self_loop,,
HIST1H2AC,HIST1H2AC,1090,1090,identity_self_loop,,
HLA-A,HLA-A,1091,1091,identity_self_loop,,
HLA-E,HLA-E,1092,1092,identity_self_loop,,
PPP1R10,PPP1R10,1093,1093,identity_self_loop,,
FLOT1,FLOT1,1094,1094,identity_self_loop,,
HLA-C,HLA-C,1095,1095,identity_self_loop,,
HLA-B,HLA-B,1096,1096,identity_self_loop,,
DDX39B,DDX39B,1097,1097,identity_self_loop,,
TNF,TNF,1098,1098,identity_self_loop,,
HSPA1A,HSPA1A,1099,1099,identity_self_loop,,
HSPA1B,HSPA1B,1100,1100,identity_self_loop,,
C4A,C4A,1101,1101,identity_self_loop,,
C4B,C4B,1102,1102,identity_self_loop,,
HLA-DRA,HLA-DRA,1103,1103,identity_self_loop,,
HLA-DRB1,HLA-DRB1,1104,1104,identity_self_loop,,
HLA-DQA1,HLA-DQA1,1105,1105,identity_self_loop,,
HLA-DQB1,HLA-DQB1,1106,1106,identity_self_loop,,
TAP2,TAP2,1107,1107,identity_self_loop,,
TAP1,TAP1,1108,1108,identity_self_loop,,
HLA-DMB,HLA-DMB,1109,1109,identity_self_loop,,
HLA-DMA,HLA-DMA,1110,1110,identity_self_loop,,
HLA-DPA1,HLA-DPA1,1111,1111,identity_self_loop,,
HLA-DPB1,HLA-DPB1,1112,1112,identity_self_loop,,
RPS18,RPS18,1113,1113,identity_self_loop,,
NUDT3,NUDT3,1114,1114,identity_self_loop,,
ILRUN,ILRUN,1115,1115,identity_self_loop,,
UHRF1BP1,UHRF1BP1,1116,1116,identity_self_loop,,
ANKS1A,ANKS1A,1117,1117,identity_self_loop,,
DEF6,DEF6,1118,1118,identity_self_loop,,
PPARD,PPARD,1119,1119,identity_self_loop,,
MAPK14,MAPK14,1120,1120,identity_self_loop,,
STK38,STK38,1121,1121,identity_self_loop,,
CDKN1A,CDKN1A,1122,1122,identity_self_loop,,
MTCH1,MTCH1,1123,1123,identity_self_loop,,
FGD2,FGD2,1124,1124,identity_self_loop,,
BTBD9,BTBD9,1125,1125,identity_self_loop,,
TREM2,TREM2,1126,1126,identity_self_loop,,
TFEB,TFEB,1127,1127,identity_self_loop,,
CCND3,CCND3,1128,1128,identity_self_loop,,
TRERF1,TRERF1,1129,1129,identity_self_loop,,
UBR2,UBR2,1130,1130,identity_self_loop,,
BICRAL,BICRAL,1131,1131,identity_self_loop,,
CNPY3,CNPY3,1132,1132,identity_self_loop,,
HSP90AB1,HSP90AB1,1133,1133,identity_self_loop,,
SUPT3H,SUPT3H,1134,1134,identity_self_loop,,
RUNX2,RUNX2,1135,1135,identity_self_loop,,
CD2AP,CD2AP,1136,1136,identity_self_loop,,
PTCHD4,PTCHD4,1137,1137,identity_self_loop,,
ELOVL5,ELOVL5,1138,1138,identity_self_loop,,
DST,DST,1139,1139,identity_self_loop,,
ZNF451,ZNF451,1140,1140,identity_self_loop,,
PRIM2,PRIM2,1141,1141,identity_self_loop,,
KHDRBS2,KHDRBS2,1142,1142,identity_self_loop,,
PHF3,PHF3,1143,1143,identity_self_loop,,
ADGRB3,ADGRB3,1144,1144,identity_self_loop,,
LMBRD1,LMBRD1,1145,1145,identity_self_loop,,
FAM135A,FAM135A,1146,1146,identity_self_loop,,
SMAP1,SMAP1,1147,1147,identity_self_loop,,
OGFRL1,OGFRL1,1148,1148,identity_self_loop,,
LINC00472,LINC00472,1149,1149,identity_self_loop,,
KCNQ5,KCNQ5,1150,1150,identity_self_loop,,
EEF1A1,EEF1A1,1151,1151,identity_self_loop,,
SENP6,SENP6,1152,1152,identity_self_loop,,
PHIP,PHIP,1153,1153,identity_self_loop,,
HMGN3,HMGN3,1154,1154,identity_self_loop,,
BCKDHB,BCKDHB,1155,1155,identity_self_loop,,
IBTK,IBTK,1156,1156,identity_self_loop,,
UBE3D,UBE3D,1157,1157,identity_self_loop,,
DOP1A,DOP1A,1158,1158,identity_self_loop,,
CYB5R4,CYB5R4,1159,1159,identity_self_loop,,
SNX14,SNX14,1160,1160,identity_self_loop,,
ZNF292,ZNF292,1161,1161,identity_self_loop,,
RARS2,RARS2,1162,1162,identity_self_loop,,
RNGTT,RNGTT,1163,1163,identity_self_loop,,
MDN1,MDN1,1164,1164,identity_self_loop,,
MAP3K7,MAP3K7,1165,1165,identity_self_loop,,
FBXL4,FBXL4,1166,1166,identity_self_loop,,
PNISR,PNISR,1167,1167,identity_self_loop,,
ASCC3,ASCC3,1168,1168,identity_self_loop,,
GRIK2,GRIK2,1169,1169,identity_self_loop,,
AL357522.1,AL357522.1,1170,1170,identity_self_loop,,
HACE1,HACE1,1171,1171,identity_self_loop,,
PREP,PREP,1172,1172,identity_self_loop,,
ATG5,ATG5,1173,1173,identity_self_loop,,
PDSS2,PDSS2,1174,1174,identity_self_loop,,
SEC63,SEC63,1175,1175,identity_self_loop,,
SNX3,SNX3,1176,1176,identity_self_loop,,
FOXO3,FOXO3,1177,1177,identity_self_loop,,
SESN1,SESN1,1178,1178,identity_self_loop,,
CD164,CD164,1179,1179,identity_self_loop,,
FIG4,FIG4,1180,1180,identity_self_loop,,
CDK19,CDK19,1181,1181,identity_self_loop,,
AMD1,AMD1,1182,1182,identity_self_loop,,
MFSD4B,MFSD4B,1183,1183,identity_self_loop,,
REV3L,REV3L,1184,1184,identity_self_loop,,
TRAF3IP2-AS1,TRAF3IP2-AS1,1185,1185,identity_self_loop,,
MARCKS,MARCKS,1186,1186,identity_self_loop,,
LINC01268,LINC01268,1187,1187,identity_self_loop,,
DSE,DSE,1188,1188,identity_self_loop,,
CEP85L,CEP85L,1189,1189,identity_self_loop,,
MCM9,MCM9,1190,1190,identity_self_loop,,
MAN1A1,MAN1A1,1191,1191,identity_self_loop,,
SERINC1,SERINC1,1192,1192,identity_self_loop,,
NKAIN2,NKAIN2,1193,1193,identity_self_loop,,
RNF217,RNF217,1194,1194,identity_self_loop,,
NCOA7,NCOA7,1195,1195,identity_self_loop,,
TRMT11,TRMT11,1196,1196,identity_self_loop,,
ECHDC1,ECHDC1,1197,1197,identity_self_loop,,
ARHGAP18,ARHGAP18,1198,1198,identity_self_loop,,
AKAP7,AKAP7,1199,1199,identity_self_loop,,
STX7,STX7,1200,1200,identity_self_loop,,
SLC18B1,SLC18B1,1201,1201,identity_self_loop,,
RPS12,RPS12,1202,1202,identity_self_loop,,
SGK1,SGK1,1203,1203,identity_self_loop,,
AHI1,AHI1,1204,1204,identity_self_loop,,
BCLAF1,BCLAF1,1205,1205,identity_self_loop,,
MAP3K5,MAP3K5,1206,1206,identity_self_loop,,
IFNGR1,IFNGR1,1207,1207,identity_self_loop,,
NHSL1,NHSL1,1208,1208,identity_self_loop,,
REPS1,REPS1,1209,1209,identity_self_loop,,
HECA,HECA,1210,1210,identity_self_loop,,
AL035446.2,AL035446.2,1211,1211,identity_self_loop,,
HIVEP2,HIVEP2,1212,1212,identity_self_loop,,
AIG1,AIG1,1213,1213,identity_self_loop,,
PHACTR2,PHACTR2,1214,1214,identity_self_loop,,
PLAGL1,PLAGL1,1215,1215,identity_self_loop,,
UTRN,UTRN,1216,1216,identity_self_loop,,
SHPRH,SHPRH,1217,1217,identity_self_loop,,
STXBP5,STXBP5,1218,1218,identity_self_loop,,
UST,UST,1219,1219,identity_self_loop,,
TAB2,TAB2,1220,1220,identity_self_loop,,
LATS1,LATS1,1221,1221,identity_self_loop,,
MTHFD1L,MTHFD1L,1222,1222,identity_self_loop,,
ESR1,ESR1,1223,1223,identity_self_loop,,
SYNE1,SYNE1,1224,1224,identity_self_loop,,
OPRM1,OPRM1,1225,1225,identity_self_loop,,
IPCEF1,IPCEF1,1226,1226,identity_self_loop,,
SCAF8,SCAF8,1227,1227,identity_self_loop,,
TIAM2,TIAM2,1228,1228,identity_self_loop,,
ZDHHC14,ZDHHC14,1229,1229,identity_self_loop,,
SNX9,SNX9,1230,1230,identity_self_loop,,
TULP4,TULP4,1231,1231,identity_self_loop,,
TMEM181,TMEM181,1232,1232,identity_self_loop,,
SYTL3,SYTL3,1233,1233,identity_self_loop,,
SOD2,SOD2,1234,1234,identity_self_loop,,
WTAP,WTAP,1235,1235,identity_self_loop,,
IGF2R,IGF2R,1236,1236,identity_self_loop,,
MAP3K4,MAP3K4,1237,1237,identity_self_loop,,
PRKN,PRKN,1238,1238,identity_self_loop,,
RPS6KA2,RPS6KA2,1239,1239,identity_self_loop,,
AFDN,AFDN,1240,1240,identity_self_loop,,
FAM120B,FAM120B,1241,1241,identity_self_loop,,
MAD1L1,MAD1L1,1242,1242,identity_self_loop,,
GNA12,GNA12,1243,1243,identity_self_loop,,
CARD11,CARD11,1244,1244,identity_self_loop,,
SDK1,SDK1,1245,1245,identity_self_loop,,
FOXK1,FOXK1,1246,1246,identity_self_loop,,
TNRC18,TNRC18,1247,1247,identity_self_loop,,
ACTB,ACTB,1248,1248,identity_self_loop,,
FSCN1,FSCN1,1249,1249,identity_self_loop,,
RNF216,RNF216,1250,1250,identity_self_loop,,
CYTH3,CYTH3,1251,1251,identity_self_loop,,
RAC1,RAC1,1252,1252,identity_self_loop,,
DAGLB,DAGLB,1253,1253,identity_self_loop,,
C1GALT1,C1GALT1,1254,1254,identity_self_loop,,
MIOS,MIOS,1255,1255,identity_self_loop,,
UMAD1,UMAD1,1256,1256,identity_self_loop,,
GLCCI1,GLCCI1,1257,1257,identity_self_loop,,
PHF14,PHF14,1258,1258,identity_self_loop,,
SCIN,SCIN,1259,1259,identity_self_loop,,
DGKB,DGKB,1260,1260,identity_self_loop,,
SNX13,SNX13,1261,1261,identity_self_loop,,
HDAC9,HDAC9,1262,1262,identity_self_loop,,
STEAP1B,STEAP1B,1263,1263,identity_self_loop,,
IL6,IL6,1264,1264,identity_self_loop,,
FAM126A,FAM126A,1265,1265,identity_self_loop,,
GPNMB,GPNMB,1266,1266,identity_self_loop,,
TRA2A,TRA2A,1267,1267,identity_self_loop,,
OSBPL3,OSBPL3,1268,1268,identity_self_loop,,
HNRNPA2B1,HNRNPA2B1,1269,1269,identity_self_loop,,
SKAP2,SKAP2,1270,1270,identity_self_loop,,
HIBADH,HIBADH,1271,1271,identity_self_loop,,
TAX1BP1,TAX1BP1,1272,1272,identity_self_loop,,
JAZF1,JAZF1,1273,1273,identity_self_loop,,
CPVL,CPVL,1274,1274,identity_self_loop,,
ZNRF2,ZNRF2,1275,1275,identity_self_loop,,
LINC01176,LINC01176,1276,1276,identity_self_loop,,
GARS-DT,GARS-DT,1277,1277,identity_self_loop,,
AVL9,AVL9,1278,1278,identity_self_loop,,
BBS9,BBS9,1279,1279,identity_self_loop,,
SEPTIN7,SEPTIN7,1280,1280,identity_self_loop,,
AOAH,AOAH,1281,1281,identity_self_loop,,
VPS41,VPS41,1282,1282,identity_self_loop,,
CDK13,CDK13,1283,1283,identity_self_loop,,
STK17A,STK17A,1284,1284,identity_self_loop,,
COA1,COA1,1285,1285,identity_self_loop,,
NUDCD3,NUDCD3,1286,1286,identity_self_loop,,
OGDH,OGDH,1287,1287,identity_self_loop,,
CCM2,CCM2,1288,1288,identity_self_loop,,
TNS3,TNS3,1289,1289,identity_self_loop,,
IKZF1,IKZF1,1290,1290,identity_self_loop,,
VOPP1,VOPP1,1291,1291,identity_self_loop,,
NIPSNAP2,NIPSNAP2,1292,1292,identity_self_loop,,
VKORC1L1,VKORC1L1,1293,1293,identity_self_loop,,
AC006001.2,AC006001.2,1294,1294,identity_self_loop,,
RABGEF1,RABGEF1,1295,1295,identity_self_loop,,
TYW1,TYW1,1296,1296,identity_self_loop,,
AUTS2,AUTS2,1297,1297,identity_self_loop,,
POM121,POM121,1298,1298,identity_self_loop,,
BAZ1B,BAZ1B,1299,1299,identity_self_loop,,
MLXIPL,MLXIPL,1300,1300,identity_self_loop,,
LAT2,LAT2,1301,1301,identity_self_loop,,
CLIP2,CLIP2,1302,1302,identity_self_loop,,
GTF2I,GTF2I,1303,1303,identity_self_loop,,
YWHAG,YWHAG,1304,1304,identity_self_loop,,
CCDC146,CCDC146,1305,1305,identity_self_loop,,
GSAP,GSAP,1306,1306,identity_self_loop,,
PTPN12,PTPN12,1307,1307,identity_self_loop,,
RSBN1L,RSBN1L,1308,1308,identity_self_loop,,
PHTF2,PHTF2,1309,1309,identity_self_loop,,
MAGI2,MAGI2,1310,1310,identity_self_loop,,
PCLO,PCLO,1311,1311,identity_self_loop,,
DMTF1,DMTF1,1312,1312,identity_self_loop,,
AKAP9,AKAP9,1313,1313,identity_self_loop,,
KRIT1,KRIT1,1314,1314,identity_self_loop,,
ANKIB1,ANKIB1,1315,1315,identity_self_loop,,
GATAD1,GATAD1,1316,1316,identity_self_loop,,
FAM133B,FAM133B,1317,1317,identity_self_loop,,
CDK6,CDK6,1318,1318,identity_self_loop,,
SAMD9L,SAMD9L,1319,1319,identity_self_loop,,
VPS50,VPS50,1320,1320,identity_self_loop,,
CASD1,CASD1,1321,1321,identity_self_loop,,
PDK4,PDK4,1322,1322,identity_self_loop,,
SLC25A13,SLC25A13,1323,1323,identity_self_loop,,
SEM1,SEM1,1324,1324,identity_self_loop,,
AC079781.5,AC079781.5,1325,1325,identity_self_loop,,
BRI3,BRI3,1326,1326,identity_self_loop,,
TRRAP,TRRAP,1327,1327,identity_self_loop,,
SMURF1,SMURF1,1328,1328,identity_self_loop,,
ARPC1B,ARPC1B,1329,1329,identity_self_loop,,
ZNF655,ZNF655,1330,1330,identity_self_loop,,
ZKSCAN1,ZKSCAN1,1331,1331,identity_self_loop,,
PILRA,PILRA,1332,1332,identity_self_loop,,
TRIM56,TRIM56,1333,1333,identity_self_loop,,
SERPINE1,SERPINE1,1334,1334,identity_self_loop,,
CUX1,CUX1,1335,1335,identity_self_loop,,
PRKRIP1,PRKRIP1,1336,1336,identity_self_loop,,
POLR2J3,POLR2J3,1337,1337,identity_self_loop,,
LINC01004,LINC01004,1338,1338,identity_self_loop,,
KMT2E,KMT2E,1339,1339,identity_self_loop,,
SRPK2,SRPK2,1340,1340,identity_self_loop,,
ATXN7L1,ATXN7L1,1341,1341,identity_self_loop,,
NAMPT,NAMPT,1342,1342,identity_self_loop,,
HBP1,HBP1,1343,1343,identity_self_loop,,
COG5,COG5,1344,1344,identity_self_loop,,
NRCAM,NRCAM,1345,1345,identity_self_loop,,
IMMP2L,IMMP2L,1346,1346,identity_self_loop,,
ZNF277,ZNF277,1347,1347,identity_self_loop,,
TMEM168,TMEM168,1348,1348,identity_self_loop,,
BMT2,BMT2,1349,1349,identity_self_loop,,
FOXP2,FOXP2,1350,1350,identity_self_loop,,
TFEC,TFEC,1351,1351,identity_self_loop,,
CAPZA2,CAPZA2,1352,1352,identity_self_loop,,
CTTNBP2,CTTNBP2,1353,1353,identity_self_loop,,
KCND2,KCND2,1354,1354,identity_self_loop,,
CPED1,CPED1,1355,1355,identity_self_loop,,
CADPS2,CADPS2,1356,1356,identity_self_loop,,
WASL,WASL,1357,1357,identity_self_loop,,
ZNF800,ZNF800,1358,1358,identity_self_loop,,
SND1,SND1,1359,1359,identity_self_loop,,
TNPO3,TNPO3,1360,1360,identity_self_loop,,
AHCYL2,AHCYL2,1361,1361,identity_self_loop,,
NRF1,NRF1,1362,1362,identity_self_loop,,
UBE2H,UBE2H,1363,1363,identity_self_loop,,
KLHDC10,KLHDC10,1364,1364,identity_self_loop,,
AC016831.7,AC016831.7,1365,1365,identity_self_loop,,
MKLN1,MKLN1,1366,1366,identity_self_loop,,
CHCHD3,CHCHD3,1367,1367,identity_self_loop,,
EXOC4,EXOC4,1368,1368,identity_self_loop,,
CNOT4,CNOT4,1369,1369,identity_self_loop,,
CREB3L2,CREB3L2,1370,1370,identity_self_loop,,
ZC3HAV1,ZC3HAV1,1371,1371,identity_self_loop,,
UBN2,UBN2,1372,1372,identity_self_loop,,
LUC7L2,LUC7L2,1373,1373,identity_self_loop,,
HIPK2,HIPK2,1374,1374,identity_self_loop,,
KDM7A,KDM7A,1375,1375,identity_self_loop,,
BRAF,BRAF,1376,1376,identity_self_loop,,
DENND11,DENND11,1377,1377,identity_self_loop,,
SSBP1,SSBP1,1378,1378,identity_self_loop,,
TPK1,TPK1,1379,1379,identity_self_loop,,
CNTNAP2,CNTNAP2,1380,1380,identity_self_loop,,
CUL1,CUL1,1381,1381,identity_self_loop,,
RHEB,RHEB,1382,1382,identity_self_loop,,
PRKAG2,PRKAG2,1383,1383,identity_self_loop,,
GALNT11,GALNT11,1384,1384,identity_self_loop,,
KMT2C,KMT2C,1385,1385,identity_self_loop,,
DPP6,DPP6,1386,1386,identity_self_loop,,
RBM33,RBM33,1387,1387,identity_self_loop,,
LMBR1,LMBR1,1388,1388,identity_self_loop,,
UBE3C,UBE3C,1389,1389,identity_self_loop,,
DNAJB6,DNAJB6,1390,1390,identity_self_loop,,
ESYT2,ESYT2,1391,1391,identity_self_loop,,
ERICH1,ERICH1,1392,1392,identity_self_loop,,
DLGAP2,DLGAP2,1393,1393,identity_self_loop,,
CLN8,CLN8,1394,1394,identity_self_loop,,
CSMD1,CSMD1,1395,1395,identity_self_loop,,
MCPH1,MCPH1,1396,1396,identity_self_loop,,
AGPAT5,AGPAT5,1397,1397,identity_self_loop,,
TNKS,TNKS,1398,1398,identity_self_loop,,
MSRA,MSRA,1399,1399,identity_self_loop,,
XKR6,XKR6,1400,1400,identity_self_loop,,
CTSB,CTSB,1401,1401,identity_self_loop,,
AC068587.4,AC068587.4,1402,1402,identity_self_loop,,
MSR1,MSR1,1403,1403,identity_self_loop,,
MICU3,MICU3,1404,1404,identity_self_loop,,
ZDHHC2,ZDHHC2,1405,1405,identity_self_loop,,
MTUS1,MTUS1,1406,1406,identity_self_loop,,
PCM1,PCM1,1407,1407,identity_self_loop,,
ASAH1,ASAH1,1408,1408,identity_self_loop,,
PSD3,PSD3,1409,1409,identity_self_loop,,
CSGALNACT1,CSGALNACT1,1410,1410,identity_self_loop,,
INTS10,INTS10,1411,1411,identity_self_loop,,
LPL,LPL,1412,1412,identity_self_loop,,
ATP6V1B2,ATP6V1B2,1413,1413,identity_self_loop,,
XPO7,XPO7,1414,1414,identity_self_loop,,
PPP3CC,PPP3CC,1415,1415,identity_self_loop,,
TNFRSF10B,TNFRSF10B,1416,1416,identity_self_loop,,
SLC25A37,SLC25A37,1417,1417,identity_self_loop,,
ADAM28,ADAM28,1418,1418,identity_self_loop,,
AC120193.1,AC120193.1,1419,1419,identity_self_loop,,
DOCK5,DOCK5,1420,1420,identity_self_loop,,
PPP2R2A,PPP2R2A,1421,1421,identity_self_loop,,
BNIP3L,BNIP3L,1422,1422,identity_self_loop,,
DPYSL2,DPYSL2,1423,1423,identity_self_loop,,
PTK2B,PTK2B,1424,1424,identity_self_loop,,
CLU,CLU,1425,1425,identity_self_loop,,
ELP3,ELP3,1426,1426,identity_self_loop,,
HMBOX1,HMBOX1,1427,1427,identity_self_loop,,
KIF13B,KIF13B,1428,1428,identity_self_loop,,
SARAF,SARAF,1429,1429,identity_self_loop,,
WRN,WRN,1430,1430,identity_self_loop,,
NSD3,NSD3,1431,1431,identity_self_loop,,
TACC1,TACC1,1432,1432,identity_self_loop,,
PLEKHA2,PLEKHA2,1433,1433,identity_self_loop,,
ADAM9,ADAM9,1434,1434,identity_self_loop,,
KAT6A,KAT6A,1435,1435,identity_self_loop,,
IKBKB,IKBKB,1436,1436,identity_self_loop,,
SLC20A2,SLC20A2,1437,1437,identity_self_loop,,
HOOK3,HOOK3,1438,1438,identity_self_loop,,
HGSNAT,HGSNAT,1439,1439,identity_self_loop,,
SPIDR,SPIDR,1440,1440,identity_self_loop,,
CEBPD,CEBPD,1441,1441,identity_self_loop,,
PRKDC,PRKDC,1442,1442,identity_self_loop,,
SNTG1,SNTG1,1443,1443,identity_self_loop,,
PCMTD1,PCMTD1,1444,1444,identity_self_loop,,
RB1CC1,RB1CC1,1445,1445,identity_self_loop,,
ATP6V1H,ATP6V1H,1446,1446,identity_self_loop,,
LYPLA1,LYPLA1,1447,1447,identity_self_loop,,
LYN,LYN,1448,1448,identity_self_loop,,
PLAG1,PLAG1,1449,1449,identity_self_loop,,
FAM110B,FAM110B,1450,1450,identity_self_loop,,
UBXN2B,UBXN2B,1451,1451,identity_self_loop,,
SDCBP,SDCBP,1452,1452,identity_self_loop,,
NSMAF,NSMAF,1453,1453,identity_self_loop,,
RAB2A,RAB2A,1454,1454,identity_self_loop,,
CHD7,CHD7,1455,1455,identity_self_loop,,
ASPH,ASPH,1456,1456,identity_self_loop,,
YTHDF3,YTHDF3,1457,1457,identity_self_loop,,
PDE7A,PDE7A,1458,1458,identity_self_loop,,
SGK3,SGK3,1459,1459,identity_self_loop,,
CSPP1,CSPP1,1460,1460,identity_self_loop,,
ARFGEF1,ARFGEF1,1461,1461,identity_self_loop,,
NCOA2,NCOA2,1462,1462,identity_self_loop,,
STAU2,STAU2,1463,1463,identity_self_loop,,
UBE2W,UBE2W,1464,1464,identity_self_loop,,
LY96,LY96,1465,1465,identity_self_loop,,
GDAP1,GDAP1,1466,1466,identity_self_loop,,
MRPS28,MRPS28,1467,1467,identity_self_loop,,
PAG1,PAG1,1468,1468,identity_self_loop,,
RALYL,RALYL,1469,1469,identity_self_loop,,
WWP1,WWP1,1470,1470,identity_self_loop,,
AF117829.1,AF117829.1,1471,1471,identity_self_loop,,
DECR1,DECR1,1472,1472,identity_self_loop,,
NDUFAF6,NDUFAF6,1473,1473,identity_self_loop,,
CPQ,CPQ,1474,1474,identity_self_loop,,
MTDH,MTDH,1475,1475,identity_self_loop,,
STK3,STK3,1476,1476,identity_self_loop,,
VPS13B,VPS13B,1477,1477,identity_self_loop,,
RNF19A,RNF19A,1478,1478,identity_self_loop,,
PABPC1,PABPC1,1479,1479,identity_self_loop,,
YWHAZ,YWHAZ,1480,1480,identity_self_loop,,
ZNF706,ZNF706,1481,1481,identity_self_loop,,
UBR5,UBR5,1482,1482,identity_self_loop,,
AZIN1-AS1,AZIN1-AS1,1483,1483,identity_self_loop,,
ATP6V1C1,ATP6V1C1,1484,1484,identity_self_loop,,
RIMS2,RIMS2,1485,1485,identity_self_loop,,
OXR1,OXR1,1486,1486,identity_self_loop,,
AC090579.1,AC090579.1,1487,1487,identity_self_loop,,
EIF3E,EIF3E,1488,1488,identity_self_loop,,
CSMD3,CSMD3,1489,1489,identity_self_loop,,
TRPS1,TRPS1,1490,1490,identity_self_loop,,
EIF3H,EIF3H,1491,1491,identity_self_loop,,
EXT1,EXT1,1492,1492,identity_self_loop,,
SAMD12,SAMD12,1493,1493,identity_self_loop,,
TNFRSF11B,TNFRSF11B,1494,1494,identity_self_loop,,
TAF2,TAF2,1495,1495,identity_self_loop,,
DEPTOR,DEPTOR,1496,1496,identity_self_loop,,
ZHX2,ZHX2,1497,1497,identity_self_loop,,
TMEM65,TMEM65,1498,1498,identity_self_loop,,
MTSS1,MTSS1,1499,1499,identity_self_loop,,
NSMCE2,NSMCE2,1500,1500,identity_self_loop,,
PVT1,PVT1,1501,1501,identity_self_loop,,
CCDC26,CCDC26,1502,1502,identity_self_loop,,
ASAP1,ASAP1,1503,1503,identity_self_loop,,
EFR3A,EFR3A,1504,1504,identity_self_loop,,
KCNQ3,KCNQ3,1505,1505,identity_self_loop,,
PHF20L1,PHF20L1,1506,1506,identity_self_loop,,
SLA,SLA,1507,1507,identity_self_loop,,
ST3GAL1,ST3GAL1,1508,1508,identity_self_loop,,
KHDRBS3,KHDRBS3,1509,1509,identity_self_loop,,
AC079015.1,AC079015.1,1510,1510,identity_self_loop,,
TRAPPC9,TRAPPC9,1511,1511,identity_self_loop,,
PTK2,PTK2,1512,1512,identity_self_loop,,
DENND3,DENND3,1513,1513,identity_self_loop,,
MROH1,MROH1,1514,1514,identity_self_loop,,
CBWD1,CBWD1,1515,1515,identity_self_loop,,
SMARCA2,SMARCA2,1516,1516,identity_self_loop,,
PUM3,PUM3,1517,1517,identity_self_loop,,
RFX3,RFX3,1518,1518,identity_self_loop,,
GLIS3,GLIS3,1519,1519,identity_self_loop,,
JAK2,JAK2,1520,1520,identity_self_loop,,
AL162253.2,AL162253.2,1521,1521,identity_self_loop,,
RIC1,RIC1,1522,1522,identity_self_loop,,
KIAA2026,KIAA2026,1523,1523,identity_self_loop,,
UHRF2,UHRF2,1524,1524,identity_self_loop,,
KDM4C,KDM4C,1525,1525,identity_self_loop,,
PTPRD,PTPRD,1526,1526,identity_self_loop,,
ZDHHC21,ZDHHC21,1527,1527,identity_self_loop,,
BNC2,BNC2,1528,1528,identity_self_loop,,
CNTLN,CNTLN,1529,1529,identity_self_loop,,
DENND4C,DENND4C,1530,1530,identity_self_loop,,
RPS6,RPS6,1531,1531,identity_self_loop,,
FOCAD,FOCAD,1532,1532,identity_self_loop,,
MTAP,MTAP,1533,1533,identity_self_loop,,
CDKN2A,CDKN2A,1534,1534,identity_self_loop,,
MOB3B,MOB3B,1535,1535,identity_self_loop,,
C9orf72,C9orf72,1536,1536,identity_self_loop,,
LINGO2,LINGO2,1537,1537,identity_self_loop,,
B4GALT1,B4GALT1,1538,1538,identity_self_loop,,
NFX1,NFX1,1539,1539,identity_self_loop,,
UBE2R2,UBE2R2,1540,1540,identity_self_loop,,
UBAP2,UBAP2,1541,1541,identity_self_loop,,
UBAP1,UBAP1,1542,1542,identity_self_loop,,
RECK,RECK,1543,1543,identity_self_loop,,
CLTA,CLTA,1544,1544,identity_self_loop,,
RNF38,RNF38,1545,1545,identity_self_loop,,
ZCCHC7,ZCCHC7,1546,1546,identity_self_loop,,
DCAF10,DCAF10,1547,1547,identity_self_loop,,
PGM5,PGM5,1548,1548,identity_self_loop,,
PIP5K1B,PIP5K1B,1549,1549,identity_self_loop,,
APBA1,APBA1,1550,1550,identity_self_loop,,
PTAR1,PTAR1,1551,1551,identity_self_loop,,
SMC5,SMC5,1552,1552,identity_self_loop,,
CEMIP2,CEMIP2,1553,1553,identity_self_loop,,
OSTF1,OSTF1,1554,1554,identity_self_loop,,
TLE4,TLE4,1555,1555,identity_self_loop,,
UBQLN1,UBQLN1,1556,1556,identity_self_loop,,
HNRNPK,HNRNPK,1557,1557,identity_self_loop,,
AGTPBP1,AGTPBP1,1558,1558,identity_self_loop,,
NAA35,NAA35,1559,1559,identity_self_loop,,
TUT7,TUT7,1560,1560,identity_self_loop,,
SPIN1,SPIN1,1561,1561,identity_self_loop,,
SECISBP2,SECISBP2,1562,1562,identity_self_loop,,
SEMA4D,SEMA4D,1563,1563,identity_self_loop,,
SYK,SYK,1564,1564,identity_self_loop,,
AUH,AUH,1565,1565,identity_self_loop,,
IARS,IARS,1566,1566,identity_self_loop,,
