"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"CLEC7A_CRISPRa_sgRNA_4||D2","CLEC7A_CRISPRa_sgRNA_4","D2","CLEC7A","Perturbed",3,16254
"CLEC7A_CRISPRa_sgRNA_5||D1","CLEC7A_CRISPRa_sgRNA_5","D1","CLEC7A","Perturbed",5,54062
"CLEC7A_CRISPRa_sgRNA_5||D2","CLEC7A_CRISPRa_sgRNA_5","D2","CLEC7A","Perturbed",7,59394
"CLECL1_CRISPRa_sgRNA_1||D1","CLECL1_CRISPRa_sgRNA_1","D1","CLECL1","Perturbed",2,21247
"CLECL1_CRISPRa_sgRNA_1||D2","CLECL1_CRISPRa_sgRNA_1","D2","CLECL1","Perturbed",1,9146
"CLECL1_CRISPRa_sgRNA_2||D1","CLECL1_CRISPRa_sgRNA_2","D1","CLECL1","Perturbed",1,9714
"CLECL1_CRISPRa_sgRNA_3||D1","CLECL1_CRISPRa_sgRNA_3","D1","CLECL1","Perturbed",13,111386
"CLECL1_CRISPRa_sgRNA_3||D2","CLECL1_CRISPRa_sgRNA_3","D2","CLECL1","Perturbed",8,90330
"CLECL1_CRISPRa_sgRNA_4||D1","CLECL1_CRISPRa_sgRNA_4","D1","CLECL1","Perturbed",16,141198
"CLECL1_CRISPRa_sgRNA_4||D2","CLECL1_CRISPRa_sgRNA_4","D2","CLECL1","Perturbed",5,40625
"CLECL1_CRISPRa_sgRNA_5||D1","CLECL1_CRISPRa_sgRNA_5","D1","CLECL1","Perturbed",28,292435
"CLECL1_CRISPRa_sgRNA_5||D2","CLECL1_CRISPRa_sgRNA_5","D2","CLECL1","Perturbed",6,43736
"CLIC1_CRISPRa_sgRNA_1||D1","CLIC1_CRISPRa_sgRNA_1","D1","CLIC1","Perturbed",2,18556
"CLIC1_CRISPRa_sgRNA_2||D1","CLIC1_CRISPRa_sgRNA_2","D1","CLIC1","Perturbed",46,442711
"CLIC1_CRISPRa_sgRNA_2||D2","CLIC1_CRISPRa_sgRNA_2","D2","CLIC1","Perturbed",21,194021
"CLIC1_CRISPRa_sgRNA_3||D1","CLIC1_CRISPRa_sgRNA_3","D1","CLIC1","Perturbed",3,41442
"CLIC1_CRISPRa_sgRNA_3||D2","CLIC1_CRISPRa_sgRNA_3","D2","CLIC1","Perturbed",1,4751
"CLIC1_CRISPRa_sgRNA_4||D1","CLIC1_CRISPRa_sgRNA_4","D1","CLIC1","Perturbed",12,120272
"CLIC1_CRISPRa_sgRNA_4||D2","CLIC1_CRISPRa_sgRNA_4","D2","CLIC1","Perturbed",3,24594
"CLIC1_CRISPRa_sgRNA_5||D1","CLIC1_CRISPRa_sgRNA_5","D1","CLIC1","Perturbed",1,3278
"CLN3_CRISPRa_sgRNA_2||D1","CLN3_CRISPRa_sgRNA_2","D1","CLN3","Perturbed",6,47191
"CLN3_CRISPRa_sgRNA_3||D1","CLN3_CRISPRa_sgRNA_3","D1","CLN3","Perturbed",21,190600
"CLN3_CRISPRa_sgRNA_3||D2","CLN3_CRISPRa_sgRNA_3","D2","CLN3","Perturbed",19,175485
"CLN3_CRISPRa_sgRNA_4||D1","CLN3_CRISPRa_sgRNA_4","D1","CLN3","Perturbed",12,149374
"CLN3_CRISPRa_sgRNA_4||D2","CLN3_CRISPRa_sgRNA_4","D2","CLN3","Perturbed",3,24800
"CLN3_CRISPRa_sgRNA_5||D1","CLN3_CRISPRa_sgRNA_5","D1","CLN3","Perturbed",35,331088
"CLN3_CRISPRa_sgRNA_5||D2","CLN3_CRISPRa_sgRNA_5","D2","CLN3","Perturbed",16,122219
"CLU_CRISPRa_sgRNA_1||D1","CLU_CRISPRa_sgRNA_1","D1","CLU","Perturbed",6,59975
"CLU_CRISPRa_sgRNA_1||D2","CLU_CRISPRa_sgRNA_1","D2","CLU","Perturbed",4,42309
"CLU_CRISPRa_sgRNA_2||D1","CLU_CRISPRa_sgRNA_2","D1","CLU","Perturbed",4,37387
"CLU_CRISPRa_sgRNA_2||D2","CLU_CRISPRa_sgRNA_2","D2","CLU","Perturbed",2,22352
"CLU_CRISPRa_sgRNA_3||D1","CLU_CRISPRa_sgRNA_3","D1","CLU","Perturbed",35,305027
"CLU_CRISPRa_sgRNA_3||D2","CLU_CRISPRa_sgRNA_3","D2","CLU","Perturbed",25,232203
"CLU_CRISPRa_sgRNA_4||D1","CLU_CRISPRa_sgRNA_4","D1","CLU","Perturbed",11,89985
"CLU_CRISPRa_sgRNA_4||D2","CLU_CRISPRa_sgRNA_4","D2","CLU","Perturbed",9,68730
"CLU_CRISPRa_sgRNA_5||D1","CLU_CRISPRa_sgRNA_5","D1","CLU","Perturbed",6,82991
"CLU_CRISPRa_sgRNA_5||D2","CLU_CRISPRa_sgRNA_5","D2","CLU","Perturbed",1,4265
"CR1_CRISPRa_sgRNA_1||D1","CR1_CRISPRa_sgRNA_1","D1","CR1","Perturbed",5,57935
"CR1_CRISPRa_sgRNA_1||D2","CR1_CRISPRa_sgRNA_1","D2","CR1","Perturbed",5,49408
"CR1_CRISPRa_sgRNA_2||D1","CR1_CRISPRa_sgRNA_2","D1","CR1","Perturbed",28,239554
"CR1_CRISPRa_sgRNA_2||D2","CR1_CRISPRa_sgRNA_2","D2","CR1","Perturbed",9,77720
"CR1_CRISPRa_sgRNA_3||D1","CR1_CRISPRa_sgRNA_3","D1","CR1","Perturbed",20,201925
"CR1_CRISPRa_sgRNA_3||D2","CR1_CRISPRa_sgRNA_3","D2","CR1","Perturbed",14,116435
"CR1_CRISPRa_sgRNA_4||D1","CR1_CRISPRa_sgRNA_4","D1","CR1","Perturbed",19,171459
"CR1_CRISPRa_sgRNA_4||D2","CR1_CRISPRa_sgRNA_4","D2","CR1","Perturbed",3,17977
"CR1_CRISPRa_sgRNA_5||D1","CR1_CRISPRa_sgRNA_5","D1","CR1","Perturbed",31,243075
"CR1_CRISPRa_sgRNA_5||D2","CR1_CRISPRa_sgRNA_5","D2","CR1","Perturbed",7,72792
"CR2_CRISPRa_sgRNA_1||D1","CR2_CRISPRa_sgRNA_1","D1","CR2","Perturbed",8,47844
"CR2_CRISPRa_sgRNA_1||D2","CR2_CRISPRa_sgRNA_1","D2","CR2","Perturbed",6,55519
"CR2_CRISPRa_sgRNA_2||D1","CR2_CRISPRa_sgRNA_2","D1","CR2","Perturbed",11,95761
"CR2_CRISPRa_sgRNA_2||D2","CR2_CRISPRa_sgRNA_2","D2","CR2","Perturbed",7,63649
"CR2_CRISPRa_sgRNA_3||D1","CR2_CRISPRa_sgRNA_3","D1","CR2","Perturbed",10,101561
"CR2_CRISPRa_sgRNA_3||D2","CR2_CRISPRa_sgRNA_3","D2","CR2","Perturbed",4,27336
"CR2_CRISPRa_sgRNA_4||D1","CR2_CRISPRa_sgRNA_4","D1","CR2","Perturbed",28,234076
"CR2_CRISPRa_sgRNA_4||D2","CR2_CRISPRa_sgRNA_4","D2","CR2","Perturbed",13,135793
"CR2_CRISPRa_sgRNA_5||D1","CR2_CRISPRa_sgRNA_5","D1","CR2","Perturbed",3,22526
"CR2_CRISPRa_sgRNA_5||D2","CR2_CRISPRa_sgRNA_5","D2","CR2","Perturbed",1,5365
"CSF1R_CRISPRa_sgRNA_1||D1","CSF1R_CRISPRa_sgRNA_1","D1","CSF1R","Perturbed",5,56188
"CSF1R_CRISPRa_sgRNA_1||D2","CSF1R_CRISPRa_sgRNA_1","D2","CSF1R","Perturbed",1,20950
"CSF1R_CRISPRa_sgRNA_2||D1","CSF1R_CRISPRa_sgRNA_2","D1","CSF1R","Perturbed",23,243687
"CSF1R_CRISPRa_sgRNA_2||D2","CSF1R_CRISPRa_sgRNA_2","D2","CSF1R","Perturbed",18,213592
"CSF1R_CRISPRa_sgRNA_3||D1","CSF1R_CRISPRa_sgRNA_3","D1","CSF1R","Perturbed",7,46236
"CSF1R_CRISPRa_sgRNA_3||D2","CSF1R_CRISPRa_sgRNA_3","D2","CSF1R","Perturbed",2,21202
"CSF1R_CRISPRa_sgRNA_4||D1","CSF1R_CRISPRa_sgRNA_4","D1","CSF1R","Perturbed",41,376403
"CSF1R_CRISPRa_sgRNA_4||D2","CSF1R_CRISPRa_sgRNA_4","D2","CSF1R","Perturbed",25,276368
"CSF1R_CRISPRa_sgRNA_5||D1","CSF1R_CRISPRa_sgRNA_5","D1","CSF1R","Perturbed",20,180264
"CSF1R_CRISPRa_sgRNA_5||D2","CSF1R_CRISPRa_sgRNA_5","D2","CSF1R","Perturbed",4,58428
"CSF2RA_CRISPRa_sgRNA_1||D1","CSF2RA_CRISPRa_sgRNA_1","D1","CSF2RA","Perturbed",13,109687
"CSF2RA_CRISPRa_sgRNA_1||D2","CSF2RA_CRISPRa_sgRNA_1","D2","CSF2RA","Perturbed",5,40327
"CSF2RA_CRISPRa_sgRNA_2||D1","CSF2RA_CRISPRa_sgRNA_2","D1","CSF2RA","Perturbed",15,151995
"CSF2RA_CRISPRa_sgRNA_2||D2","CSF2RA_CRISPRa_sgRNA_2","D2","CSF2RA","Perturbed",2,16956
"CSF2RA_CRISPRa_sgRNA_3||D1","CSF2RA_CRISPRa_sgRNA_3","D1","CSF2RA","Perturbed",18,197431
"CSF2RA_CRISPRa_sgRNA_3||D2","CSF2RA_CRISPRa_sgRNA_3","D2","CSF2RA","Perturbed",8,70289
"CSF2RA_CRISPRa_sgRNA_4||D1","CSF2RA_CRISPRa_sgRNA_4","D1","CSF2RA","Perturbed",18,149135
"CSF2RA_CRISPRa_sgRNA_4||D2","CSF2RA_CRISPRa_sgRNA_4","D2","CSF2RA","Perturbed",4,33540
"CSF2RB_CRISPRa_sgRNA_1||D1","CSF2RB_CRISPRa_sgRNA_1","D1","CSF2RB","Perturbed",19,188500
"CSF2RB_CRISPRa_sgRNA_1||D2","CSF2RB_CRISPRa_sgRNA_1","D2","CSF2RB","Perturbed",5,53761
"CSF2RB_CRISPRa_sgRNA_2||D1","CSF2RB_CRISPRa_sgRNA_2","D1","CSF2RB","Perturbed",9,87141
"CSF2RB_CRISPRa_sgRNA_2||D2","CSF2RB_CRISPRa_sgRNA_2","D2","CSF2RB","Perturbed",4,36121
"CSF2RB_CRISPRa_sgRNA_3||D1","CSF2RB_CRISPRa_sgRNA_3","D1","CSF2RB","Perturbed",14,139077
"CSF2RB_CRISPRa_sgRNA_3||D2","CSF2RB_CRISPRa_sgRNA_3","D2","CSF2RB","Perturbed",10,97572
"CSF2RB_CRISPRa_sgRNA_4||D1","CSF2RB_CRISPRa_sgRNA_4","D1","CSF2RB","Perturbed",20,168192
"CSF2RB_CRISPRa_sgRNA_4||D2","CSF2RB_CRISPRa_sgRNA_4","D2","CSF2RB","Perturbed",1,4282
"CSF2RB_CRISPRa_sgRNA_5||D1","CSF2RB_CRISPRa_sgRNA_5","D1","CSF2RB","Perturbed",1,10677
"CSF3R_CRISPRa_sgRNA_1||D1","CSF3R_CRISPRa_sgRNA_1","D1","CSF3R","Perturbed",27,282398
"CSF3R_CRISPRa_sgRNA_1||D2","CSF3R_CRISPRa_sgRNA_1","D2","CSF3R","Perturbed",3,20610
"CSF3R_CRISPRa_sgRNA_2||D1","CSF3R_CRISPRa_sgRNA_2","D1","CSF3R","Perturbed",32,287817
"CSF3R_CRISPRa_sgRNA_2||D2","CSF3R_CRISPRa_sgRNA_2","D2","CSF3R","Perturbed",21,222658
"CSF3R_CRISPRa_sgRNA_3||D1","CSF3R_CRISPRa_sgRNA_3","D1","CSF3R","Perturbed",19,170313
"CSF3R_CRISPRa_sgRNA_3||D2","CSF3R_CRISPRa_sgRNA_3","D2","CSF3R","Perturbed",16,153436
"CSF3R_CRISPRa_sgRNA_4||D1","CSF3R_CRISPRa_sgRNA_4","D1","CSF3R","Perturbed",27,244992
"CSF3R_CRISPRa_sgRNA_4||D2","CSF3R_CRISPRa_sgRNA_4","D2","CSF3R","Perturbed",14,120598
"CSF3R_CRISPRa_sgRNA_5||D1","CSF3R_CRISPRa_sgRNA_5","D1","CSF3R","Perturbed",30,233737
"CSF3R_CRISPRa_sgRNA_5||D2","CSF3R_CRISPRa_sgRNA_5","D2","CSF3R","Perturbed",12,110562
"CTLA4_CRISPRa_sgRNA_1||D1","CTLA4_CRISPRa_sgRNA_1","D1","CTLA4","Perturbed",4,41905
"CTLA4_CRISPRa_sgRNA_1||D2","CTLA4_CRISPRa_sgRNA_1","D2","CTLA4","Perturbed",1,10109
"CTLA4_CRISPRa_sgRNA_2||D1","CTLA4_CRISPRa_sgRNA_2","D1","CTLA4","Perturbed",12,97109
"CTLA4_CRISPRa_sgRNA_2||D2","CTLA4_CRISPRa_sgRNA_2","D2","CTLA4","Perturbed",5,52317
"CTLA4_CRISPRa_sgRNA_3||D1","CTLA4_CRISPRa_sgRNA_3","D1","CTLA4","Perturbed",10,71914
"CTLA4_CRISPRa_sgRNA_3||D2","CTLA4_CRISPRa_sgRNA_3","D2","CTLA4","Perturbed",1,3199
"CTLA4_CRISPRa_sgRNA_4||D1","CTLA4_CRISPRa_sgRNA_4","D1","CTLA4","Perturbed",4,32897
"CTLA4_CRISPRa_sgRNA_4||D2","CTLA4_CRISPRa_sgRNA_4","D2","CTLA4","Perturbed",3,31076
"CTLA4_CRISPRa_sgRNA_5||D1","CTLA4_CRISPRa_sgRNA_5","D1","CTLA4","Perturbed",5,38297
"CTLA4_CRISPRa_sgRNA_5||D2","CTLA4_CRISPRa_sgRNA_5","D2","CTLA4","Perturbed",3,35032
"CTSB_CRISPRa_sgRNA_1||D1","CTSB_CRISPRa_sgRNA_1","D1","CTSB","Perturbed",12,101894
"CTSB_CRISPRa_sgRNA_1||D2","CTSB_CRISPRa_sgRNA_1","D2","CTSB","Perturbed",9,64549
"CTSB_CRISPRa_sgRNA_2||D1","CTSB_CRISPRa_sgRNA_2","D1","CTSB","Perturbed",12,93460
"CTSB_CRISPRa_sgRNA_2||D2","CTSB_CRISPRa_sgRNA_2","D2","CTSB","Perturbed",2,14454
"CTSB_CRISPRa_sgRNA_3||D1","CTSB_CRISPRa_sgRNA_3","D1","CTSB","Perturbed",14,98497
"CTSB_CRISPRa_sgRNA_3||D2","CTSB_CRISPRa_sgRNA_3","D2","CTSB","Perturbed",1,11964
"CTSB_CRISPRa_sgRNA_4||D1","CTSB_CRISPRa_sgRNA_4","D1","CTSB","Perturbed",2,15575
"CTSB_CRISPRa_sgRNA_4||D2","CTSB_CRISPRa_sgRNA_4","D2","CTSB","Perturbed",1,5556
"CTSB_CRISPRa_sgRNA_5||D1","CTSB_CRISPRa_sgRNA_5","D1","CTSB","Perturbed",25,185751
"CTSB_CRISPRa_sgRNA_5||D2","CTSB_CRISPRa_sgRNA_5","D2","CTSB","Perturbed",5,40422
"CTSH_CRISPRa_sgRNA_1||D1","CTSH_CRISPRa_sgRNA_1","D1","CTSH","Perturbed",17,147741
"CTSH_CRISPRa_sgRNA_1||D2","CTSH_CRISPRa_sgRNA_1","D2","CTSH","Perturbed",11,112778
"CTSH_CRISPRa_sgRNA_2||D1","CTSH_CRISPRa_sgRNA_2","D1","CTSH","Perturbed",5,41959
"CTSH_CRISPRa_sgRNA_3||D1","CTSH_CRISPRa_sgRNA_3","D1","CTSH","Perturbed",6,35979
"CTSH_CRISPRa_sgRNA_3||D2","CTSH_CRISPRa_sgRNA_3","D2","CTSH","Perturbed",6,47421
"CTSH_CRISPRa_sgRNA_4||D1","CTSH_CRISPRa_sgRNA_4","D1","CTSH","Perturbed",9,86314
"CTSH_CRISPRa_sgRNA_4||D2","CTSH_CRISPRa_sgRNA_4","D2","CTSH","Perturbed",6,57512
"CTSH_CRISPRa_sgRNA_5||D1","CTSH_CRISPRa_sgRNA_5","D1","CTSH","Perturbed",29,289913
"CTSH_CRISPRa_sgRNA_5||D2","CTSH_CRISPRa_sgRNA_5","D2","CTSH","Perturbed",13,117845
"CXCR3_CRISPRa_sgRNA_1||D1","CXCR3_CRISPRa_sgRNA_1","D1","CXCR3","Perturbed",7,85615
"CXCR3_CRISPRa_sgRNA_1||D2","CXCR3_CRISPRa_sgRNA_1","D2","CXCR3","Perturbed",4,28360
"CXCR3_CRISPRa_sgRNA_2||D1","CXCR3_CRISPRa_sgRNA_2","D1","CXCR3","Perturbed",8,84727
"CXCR3_CRISPRa_sgRNA_2||D2","CXCR3_CRISPRa_sgRNA_2","D2","CXCR3","Perturbed",1,4368
"CXCR3_CRISPRa_sgRNA_3||D1","CXCR3_CRISPRa_sgRNA_3","D1","CXCR3","Perturbed",14,121873
"CXCR3_CRISPRa_sgRNA_3||D2","CXCR3_CRISPRa_sgRNA_3","D2","CXCR3","Perturbed",6,57061
"CXCR3_CRISPRa_sgRNA_4||D1","CXCR3_CRISPRa_sgRNA_4","D1","CXCR3","Perturbed",49,426887
"CXCR3_CRISPRa_sgRNA_4||D2","CXCR3_CRISPRa_sgRNA_4","D2","CXCR3","Perturbed",25,231968
"CXCR3_CRISPRa_sgRNA_5||D1","CXCR3_CRISPRa_sgRNA_5","D1","CXCR3","Perturbed",29,268755
"CXCR3_CRISPRa_sgRNA_5||D2","CXCR3_CRISPRa_sgRNA_5","D2","CXCR3","Perturbed",17,166760
"CXCR4_CRISPRa_sgRNA_1||D1","CXCR4_CRISPRa_sgRNA_1","D1","CXCR4","Perturbed",7,55318
"CXCR4_CRISPRa_sgRNA_1||D2","CXCR4_CRISPRa_sgRNA_1","D2","CXCR4","Perturbed",2,17467
"CXCR4_CRISPRa_sgRNA_2||D1","CXCR4_CRISPRa_sgRNA_2","D1","CXCR4","Perturbed",11,84695
"CXCR4_CRISPRa_sgRNA_2||D2","CXCR4_CRISPRa_sgRNA_2","D2","CXCR4","Perturbed",16,157036
"CXCR4_CRISPRa_sgRNA_3||D1","CXCR4_CRISPRa_sgRNA_3","D1","CXCR4","Perturbed",9,75772
"CXCR4_CRISPRa_sgRNA_3||D2","CXCR4_CRISPRa_sgRNA_3","D2","CXCR4","Perturbed",2,15898
"CXCR4_CRISPRa_sgRNA_4||D1","CXCR4_CRISPRa_sgRNA_4","D1","CXCR4","Perturbed",7,61457
"CXCR4_CRISPRa_sgRNA_4||D2","CXCR4_CRISPRa_sgRNA_4","D2","CXCR4","Perturbed",9,58802
"CXCR4_CRISPRa_sgRNA_5||D1","CXCR4_CRISPRa_sgRNA_5","D1","CXCR4","Perturbed",2,15473
"CXCR4_CRISPRa_sgRNA_5||D2","CXCR4_CRISPRa_sgRNA_5","D2","CXCR4","Perturbed",1,8380
"DPYD_CRISPRa_sgRNA_1||D1","DPYD_CRISPRa_sgRNA_1","D1","DPYD","Perturbed",37,397308
"DPYD_CRISPRa_sgRNA_1||D2","DPYD_CRISPRa_sgRNA_1","D2","DPYD","Perturbed",14,137431
"DPYD_CRISPRa_sgRNA_2||D1","DPYD_CRISPRa_sgRNA_2","D1","DPYD","Perturbed",6,62084
"DPYD_CRISPRa_sgRNA_2||D2","DPYD_CRISPRa_sgRNA_2","D2","DPYD","Perturbed",4,43744
"DPYD_CRISPRa_sgRNA_3||D1","DPYD_CRISPRa_sgRNA_3","D1","DPYD","Perturbed",22,206671
"DPYD_CRISPRa_sgRNA_3||D2","DPYD_CRISPRa_sgRNA_3","D2","DPYD","Perturbed",16,137012
"DPYD_CRISPRa_sgRNA_4||D1","DPYD_CRISPRa_sgRNA_4","D1","DPYD","Perturbed",2,15304
"DPYD_CRISPRa_sgRNA_5||D1","DPYD_CRISPRa_sgRNA_5","D1","DPYD","Perturbed",6,63839
"EPHA1_CRISPRa_sgRNA_1||D1","EPHA1_CRISPRa_sgRNA_1","D1","EPHA1","Perturbed",10,116425
"EPHA1_CRISPRa_sgRNA_1||D2","EPHA1_CRISPRa_sgRNA_1","D2","EPHA1","Perturbed",6,52006
"EPHA1_CRISPRa_sgRNA_2||D1","EPHA1_CRISPRa_sgRNA_2","D1","EPHA1","Perturbed",1,7209
"EPHA1_CRISPRa_sgRNA_3||D1","EPHA1_CRISPRa_sgRNA_3","D1","EPHA1","Perturbed",1,14716
"EPHA1_CRISPRa_sgRNA_4||D1","EPHA1_CRISPRa_sgRNA_4","D1","EPHA1","Perturbed",2,18893
"EPHA1_CRISPRa_sgRNA_5||D1","EPHA1_CRISPRa_sgRNA_5","D1","EPHA1","Perturbed",1,20024
"EPHA1_CRISPRa_sgRNA_5||D2","EPHA1_CRISPRa_sgRNA_5","D2","EPHA1","Perturbed",1,8680
"FCER1G_CRISPRa_sgRNA_1||D1","FCER1G_CRISPRa_sgRNA_1","D1","FCER1G","Perturbed",9,66577
"FCER1G_CRISPRa_sgRNA_1||D2","FCER1G_CRISPRa_sgRNA_1","D2","FCER1G","Perturbed",3,27826
"FCER1G_CRISPRa_sgRNA_2||D1","FCER1G_CRISPRa_sgRNA_2","D1","FCER1G","Perturbed",1,8833
"FCER1G_CRISPRa_sgRNA_2||D2","FCER1G_CRISPRa_sgRNA_2","D2","FCER1G","Perturbed",1,4126
"FCER1G_CRISPRa_sgRNA_3||D1","FCER1G_CRISPRa_sgRNA_3","D1","FCER1G","Perturbed",27,257736
"FCER1G_CRISPRa_sgRNA_3||D2","FCER1G_CRISPRa_sgRNA_3","D2","FCER1G","Perturbed",21,221007
"FCER1G_CRISPRa_sgRNA_4||D1","FCER1G_CRISPRa_sgRNA_4","D1","FCER1G","Perturbed",19,164481
"FCER1G_CRISPRa_sgRNA_4||D2","FCER1G_CRISPRa_sgRNA_4","D2","FCER1G","Perturbed",4,30519
"FCER1G_CRISPRa_sgRNA_5||D1","FCER1G_CRISPRa_sgRNA_5","D1","FCER1G","Perturbed",45,394383
"FCER1G_CRISPRa_sgRNA_5||D2","FCER1G_CRISPRa_sgRNA_5","D2","FCER1G","Perturbed",17,154182
"FCGR1A_CRISPRa_sgRNA_1||D1","FCGR1A_CRISPRa_sgRNA_1","D1","FCGR1A","Perturbed",37,330200
"FCGR1A_CRISPRa_sgRNA_1||D2","FCGR1A_CRISPRa_sgRNA_1","D2","FCGR1A","Perturbed",21,187556
"FCGR1A_CRISPRa_sgRNA_2||D1","FCGR1A_CRISPRa_sgRNA_2","D1","FCGR1A","Perturbed",26,256510
"FCGR1A_CRISPRa_sgRNA_2||D2","FCGR1A_CRISPRa_sgRNA_2","D2","FCGR1A","Perturbed",25,227985
"FCGR1A_CRISPRa_sgRNA_3||D1","FCGR1A_CRISPRa_sgRNA_3","D1","FCGR1A","Perturbed",43,389672
"FCGR1A_CRISPRa_sgRNA_3||D2","FCGR1A_CRISPRa_sgRNA_3","D2","FCGR1A","Perturbed",17,158011
"FCGR1A_CRISPRa_sgRNA_4||D1","FCGR1A_CRISPRa_sgRNA_4","D1","FCGR1A","Perturbed",13,117607
"FCGR1A_CRISPRa_sgRNA_4||D2","FCGR1A_CRISPRa_sgRNA_4","D2","FCGR1A","Perturbed",9,68925
"FCGR1A_CRISPRa_sgRNA_5||D1","FCGR1A_CRISPRa_sgRNA_5","D1","FCGR1A","Perturbed",23,212026
"FCGR1A_CRISPRa_sgRNA_5||D2","FCGR1A_CRISPRa_sgRNA_5","D2","FCGR1A","Perturbed",9,87078
"FCGR2A_CRISPRa_sgRNA_1||D1","FCGR2A_CRISPRa_sgRNA_1","D1","FCGR2A","Perturbed",20,200408
"FCGR2A_CRISPRa_sgRNA_1||D2","FCGR2A_CRISPRa_sgRNA_1","D2","FCGR2A","Perturbed",13,141456
"FCGR2A_CRISPRa_sgRNA_2||D1","FCGR2A_CRISPRa_sgRNA_2","D1","FCGR2A","Perturbed",11,101869
"FCGR2A_CRISPRa_sgRNA_2||D2","FCGR2A_CRISPRa_sgRNA_2","D2","FCGR2A","Perturbed",6,56403
"FCGR2A_CRISPRa_sgRNA_3||D1","FCGR2A_CRISPRa_sgRNA_3","D1","FCGR2A","Perturbed",10,87875
"FCGR2A_CRISPRa_sgRNA_3||D2","FCGR2A_CRISPRa_sgRNA_3","D2","FCGR2A","Perturbed",6,66903
"FCGR2A_CRISPRa_sgRNA_4||D1","FCGR2A_CRISPRa_sgRNA_4","D1","FCGR2A","Perturbed",31,295195
"FCGR2A_CRISPRa_sgRNA_4||D2","FCGR2A_CRISPRa_sgRNA_4","D2","FCGR2A","Perturbed",11,77163
"FCGR2A_CRISPRa_sgRNA_5||D1","FCGR2A_CRISPRa_sgRNA_5","D1","FCGR2A","Perturbed",10,85977
"FCGR2A_CRISPRa_sgRNA_5||D2","FCGR2A_CRISPRa_sgRNA_5","D2","FCGR2A","Perturbed",5,38795
"FCGR2B_CRISPRa_sgRNA_1||D1","FCGR2B_CRISPRa_sgRNA_1","D1","FCGR2B","Perturbed",13,123924
"FCGR2B_CRISPRa_sgRNA_1||D2","FCGR2B_CRISPRa_sgRNA_1","D2","FCGR2B","Perturbed",8,56561
"FCGR2B_CRISPRa_sgRNA_2||D1","FCGR2B_CRISPRa_sgRNA_2","D1","FCGR2B","Perturbed",12,82152
"FCGR2B_CRISPRa_sgRNA_2||D2","FCGR2B_CRISPRa_sgRNA_2","D2","FCGR2B","Perturbed",3,23964
"FCGR2B_CRISPRa_sgRNA_3||D1","FCGR2B_CRISPRa_sgRNA_3","D1","FCGR2B","Perturbed",33,306397
"FCGR2B_CRISPRa_sgRNA_3||D2","FCGR2B_CRISPRa_sgRNA_3","D2","FCGR2B","Perturbed",28,261084
"FCGR2B_CRISPRa_sgRNA_4||D1","FCGR2B_CRISPRa_sgRNA_4","D1","FCGR2B","Perturbed",5,50175
"FCGR2B_CRISPRa_sgRNA_4||D2","FCGR2B_CRISPRa_sgRNA_4","D2","FCGR2B","Perturbed",4,32774
"FCGR2B_CRISPRa_sgRNA_5||D1","FCGR2B_CRISPRa_sgRNA_5","D1","FCGR2B","Perturbed",27,311915
"FCGR2B_CRISPRa_sgRNA_5||D2","FCGR2B_CRISPRa_sgRNA_5","D2","FCGR2B","Perturbed",8,73889
"FCGR2C_CRISPRa_sgRNA_1||D1","FCGR2C_CRISPRa_sgRNA_1","D1","FCGR2C","Perturbed",5,52410
"FCGR2C_CRISPRa_sgRNA_2||D1","FCGR2C_CRISPRa_sgRNA_2","D1","FCGR2C","Perturbed",4,29326
"FCGR2C_CRISPRa_sgRNA_2||D2","FCGR2C_CRISPRa_sgRNA_2","D2","FCGR2C","Perturbed",3,32344
"FCGR2C_CRISPRa_sgRNA_3||D1","FCGR2C_CRISPRa_sgRNA_3","D1","FCGR2C","Perturbed",22,207188
"FCGR2C_CRISPRa_sgRNA_3||D2","FCGR2C_CRISPRa_sgRNA_3","D2","FCGR2C","Perturbed",6,58724
"FCGR2C_CRISPRa_sgRNA_4||D1","FCGR2C_CRISPRa_sgRNA_4","D1","FCGR2C","Perturbed",16,150031
"FCGR2C_CRISPRa_sgRNA_4||D2","FCGR2C_CRISPRa_sgRNA_4","D2","FCGR2C","Perturbed",7,57753
"FCGR2C_CRISPRa_sgRNA_5||D1","FCGR2C_CRISPRa_sgRNA_5","D1","FCGR2C","Perturbed",11,78434
"FCGR2C_CRISPRa_sgRNA_5||D2","FCGR2C_CRISPRa_sgRNA_5","D2","FCGR2C","Perturbed",5,47575
"FCGR3A_CRISPRa_sgRNA_1||D1","FCGR3A_CRISPRa_sgRNA_1","D1","FCGR3A","Perturbed",4,42184
"FCGR3A_CRISPRa_sgRNA_1||D2","FCGR3A_CRISPRa_sgRNA_1","D2","FCGR3A","Perturbed",3,41475
"FCGR3A_CRISPRa_sgRNA_2||D1","FCGR3A_CRISPRa_sgRNA_2","D1","FCGR3A","Perturbed",26,228832
"FCGR3A_CRISPRa_sgRNA_2||D2","FCGR3A_CRISPRa_sgRNA_2","D2","FCGR3A","Perturbed",11,99357
"FCGR3A_CRISPRa_sgRNA_3||D1","FCGR3A_CRISPRa_sgRNA_3","D1","FCGR3A","Perturbed",4,29406
