"operator_index","matrix_id","source_object_id","derivative_relative_path","derivative_size_bytes","derivative_sha256","cell_count","donor_count","feature_count","reader_partition","foundation_split"
35,"NPH52::matrix::Astro_data_arranged_updatedId_final_batches.qs","Astro_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/Astro_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",104351321,"4ec0e6e85a32f63c775a7ea4a2023093d34d534c7b487207a82ea081061c2b2c",17877,16,35028,"reader_fit","foundation/train"
36,"NPH52::matrix::Endo_data_arranged_updatedId_final_batches.qs","Endo_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/Endo_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",22025136,"3f9ea15e24cb82d14ce98dde769a07a0c157545bac96431a98d8dd5bb6b4b563",4884,17,32373,"reader_fit","foundation/train"
37,"NPH52::matrix::ExN_data_arranged_updatedId_final_batches.qs","ExN_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/ExN_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",448347255,"dfbca254c73a35ee8cbadad328f006117940e92bd5236819351aeb36bf32b887",43980,14,37477,"reader_fit","foundation/train"
38,"NPH52::matrix::InN_data_arranged_updatedId_final_batches.qs","InN_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/InN_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",150493051,"76ea68607af364adc093e0ca50321287c1ddcf3ddb0da63229740699e429506f",18176,14,35964,"reader_fit","foundation/train"
39,"NPH52::matrix::MG_data_arranged_updatedId_final_batches.qs","MG_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/MG_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",56286244,"5f2cd65c8bb1746388969682823bacd244d88871c5229b325ca19b31513c639c",15264,16,33441,"reader_fit","foundation/train"
40,"NPH52::matrix::OPC_data_arranged_updatedId_final_batches.qs","OPC_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/OPC_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",49281246,"88c17e3696ef79b57124b39da216de4c81fcd2efb17676775a87a01787c121c3",8825,16,33761,"reader_fit","foundation/train"
41,"NPH52::matrix::Oligo_data_arranged_updatedId_final_batches.qs","Oligo_data_arranged_updatedId_final_batches.qs","nph_reader_fit_derivatives/Oligo_data_arranged_updatedId_final_batches.READER_FIT_ONLY.full_features.qs",555926829,"1002f2157cbbfeaf1b80f89ef58fbfdf9ef43727cb2b08c96453130b2f9db766",127470,16,36394,"reader_fit","foundation/train"
