target_address,partner_address,partner_rank_within_pool,p_target_detected,p_partner_detected,p_both_detected,n_both_detected,jaccard_codetection,e1_detection_association_phi,e2_conditional_quantitative_r,e2_state,e3_production_screening_score,classification
13812,582,0,0.25765608038112997,0.4737061721036578,0.16270981267433374,740884,0.2861322686465022,0.18618253937754267,0.402241656067581,MEASURED,0.01863716747375801,UNFROZEN__CONTINUOUS_ONLY
13812,3981,1,0.25765608038112997,0.7801468219291621,0.24168035055948217,1100469,0.3035717930964092,0.2245459166692069,0.2097897907042384,MEASURED,0.017588815903450825,UNFROZEN__CONTINUOUS_ONLY
13812,6320,2,0.25765608038112997,0.419995620861478,0.15145867698626544,689653,0.2878386257596607,0.20033996415575886,0.5807925921130532,MEASURED,0.017507721823350725,UNFROZEN__CONTINUOUS_ONLY
13812,15643,3,0.25765608038112997,0.3048903820809341,0.10716920319224704,487985,0.23534157890117183,0.14211245000480727,0.6072708950125746,MEASURED,0.016282026647960003,UNFROZEN__CONTINUOUS_ONLY
13812,12278,4,0.25765608038112997,0.649196963943702,0.21405268626327495,974669,0.3089673435824868,0.22415410189972912,0.44285047524236526,MEASURED,0.01605865221916595,UNFROZEN__CONTINUOUS_ONLY
13812,487,5,0.25765608038112997,0.5719640260578508,0.20071454188039856,913935,0.3191489361702128,0.24651460110523413,0.22529464711485275,MEASURED,0.015449563847688086,UNFROZEN__CONTINUOUS_ONLY
13812,36157,6,0.25765608038112997,0.4276193628199719,0.1636923736446138,745358,0.313837590211286,0.24732647479304815,0.47246643102793945,MEASURED,0.015359214365737317,UNFROZEN__CONTINUOUS_ONLY
13812,7479,7,0.25765608038112997,0.8695570152195927,0.2450097256845259,1115629,0.277724767371723,0.14232224489013504,-0.2396706907171596,MEASURED,0.014090578464849618,UNFROZEN__CONTINUOUS_ONLY
7460,25532,0,0.0682278127125469,0.7983116817802581,0.06356976215831354,289459,0.07916831681001946,0.08997215582684151,0.12224010369592096,MEASURED,0.05571789730005077,UNFROZEN__CONTINUOUS_ONLY
7460,7461,1,0.0682278127125469,0.026262093417083077,0.004072774518069656,18545,0.045044279170087395,0.05657155806454182,0.6771120542182886,MEASURED,0.0530688568708621,UNFROZEN__CONTINUOUS_ONLY
7460,15643,2,0.0682278127125469,0.3048903820809341,0.03167276722682598,144219,0.09276084747288936,0.0936539144376813,0.39880335663618877,MEASURED,0.05242296693665562,UNFROZEN__CONTINUOUS_ONLY
7460,3987,3,0.0682278127125469,0.378052302374903,0.03784089583909367,172305,0.09264755698223993,0.09853673297672744,0.29701465661217297,MEASURED,0.04716826053111478,UNFROZEN__CONTINUOUS_ONLY
7460,16270,4,0.0682278127125469,0.04795771605744885,0.007421036599627488,33791,0.06823032454381533,0.0770103441706674,-0.03554059570733273,MEASURED,0.042374498680641505,UNFROZEN__CONTINUOUS_ONLY
7460,7479,5,0.0682278127125469,0.8695570152195927,0.06498694274419133,295912,0.07445818080803099,0.06664113223712308,-0.23874871165278624,MEASURED,0.041401841557231644,UNFROZEN__CONTINUOUS_ONLY
7460,13685,6,0.0682278127125469,0.07946313606492897,0.01056725216963913,48117,0.07706364713796086,0.07545738104894456,0.20032516756987798,MEASURED,0.04037674894754061,UNFROZEN__CONTINUOUS_ONLY
7460,10166,7,0.0682278127125469,0.7577317380150731,0.057780470755194956,263098,0.07521744897982521,0.056300384804477174,0.1821498235881278,MEASURED,0.03952136091665439,UNFROZEN__CONTINUOUS_ONLY
1922,10166,0,0.017173953481426106,0.7577317380150731,0.011869354090244952,54046,0.015555424438358688,-0.020549766522969595,0.23000816463836646,MEASURED,0.04597632734919372,UNFROZEN__CONTINUOUS_ONLY
1922,5029,1,0.017173953481426106,0.7854088158602998,0.010977933665934102,49987,0.013867946696614425,-0.04707141878535709,0.03521681262642138,MEASURED,0.03984927762077922,UNFROZEN__CONTINUOUS_ONLY
1922,7479,2,0.017173953481426106,0.8695570152195927,0.014902906768492251,67859,0.017093859924006017,-0.0007044816108667523,-0.23707396710111417,MEASURED,0.0391974699322965,UNFROZEN__CONTINUOUS_ONLY
1922,10106,3,0.017173953481426106,0.023690173094564136,0.004039832152056691,18395,0.10970562274863427,0.18387021218862631,0.31818662506336165,MEASURED,0.03737612275762029,UNFROZEN__CONTINUOUS_ONLY
1922,3987,4,0.017173953481426106,0.378052302374903,0.01045173427282033,47591,0.02716327014015131,0.06284462068837332,0.15528026905506767,MEASURED,0.03665800938876077,UNFROZEN__CONTINUOUS_ONLY
1922,9650,5,0.017173953481426106,0.24210706400723678,0.005775675225166562,26299,0.022783248564297552,0.02906882867479793,0.3918297321171898,MEASURED,0.03461950634618885,UNFROZEN__CONTINUOUS_ONLY
1922,6650,6,0.017173953481426106,0.3381432847975154,0.0038540372077435644,17549,0.010965691987090364,-0.031779369953198626,0.2758837193054313,MEASURED,0.034558792137539075,UNFROZEN__CONTINUOUS_ONLY
1922,12919,7,0.017173953481426106,0.06189036033897256,0.003937491201643078,17929,0.05241125691718092,0.09182564539107312,0.30678559883718776,MEASURED,0.03377392364420411,UNFROZEN__CONTINUOUS_ONLY
8507,25532,0,0.03603301879230211,0.7983116817802581,0.023844562983278236,108574,0.02941956685436293,-0.06580317279158009,0.3957188945811972,MEASURED,0.10920355125852259,UNFROZEN__CONTINUOUS_ONLY
8507,14145,1,0.03603301879230211,0.08783774435274509,0.013978983209715275,63652,0.1272068139941085,0.204986508553477,0.2616230360416053,MEASURED,0.1055983561321926,UNFROZEN__CONTINUOUS_ONLY
