comparison_kind,preprocess,source,rank,n,median_overlap,median_null,median_z,median_angle
DISJOINT_DONORS_B,GROUPCENTER,HVS,1,8,0.0021420884994406038,0.003971254962395747,-0.27667488020364506,87.40283950189801
DISJOINT_DONORS_B,GROUPCENTER,HVS,2,8,0.10685605930398956,0.007085417033497764,16.11676314445592,88.97797331009494
DISJOINT_DONORS_B,GROUPCENTER,HVS,4,8,0.13179695818871018,0.01760861741142527,19.533498173298604,88.74509806152645
DISJOINT_DONORS_B,GROUPCENTER,NPH52,1,8,0.3659683927957895,0.016041789841923906,25.39513021494127,52.78200616179021
DISJOINT_DONORS_B,GROUPCENTER,NPH52,2,8,0.27171387819193404,0.016814763589603165,23.644673618161626,86.09793385129602
DISJOINT_DONORS_B,GROUPCENTER,NPH52,4,8,0.2223958669255551,0.03132525072787652,18.493599816638977,88.75226882373815
DISJOINT_DONORS_B,GROUPCENTER,SEA_AD,1,8,0.04124024782949719,0.0031295131570247435,9.413609756591013,79.05517946694658
DISJOINT_DONORS_B,GROUPCENTER,SEA_AD,2,8,0.05646123597111928,0.006639448571595312,5.536384073991815,85.04285793707359
DISJOINT_DONORS_B,GROUPCENTER,SEA_AD,4,8,0.09902403089208792,0.014863794706935787,9.460138707820882,87.62579273157922
DISJOINT_DONORS_B,GROUPCENTER_QC,HVS,1,8,0.0022270272632884097,0.003772441081790659,0.40162124732908466,87.3870164270201
DISJOINT_DONORS_B,GROUPCENTER_QC,HVS,2,8,0.11618734581996858,0.008136047800441925,17.70096640714648,87.943210325591
DISJOINT_DONORS_B,GROUPCENTER_QC,HVS,4,8,0.12114476912308,0.016084774885300673,17.385304549854112,88.54392926642062
DISJOINT_DONORS_B,GROUPCENTER_QC,NPH52,1,8,0.035805242889668534,0.003226043482664335,5.584841725615377,79.24702444121174
DISJOINT_DONORS_B,GROUPCENTER_QC,NPH52,2,8,0.09535648362651404,0.007141301372893693,13.473671381038859,88.43138317792494
DISJOINT_DONORS_B,GROUPCENTER_QC,NPH52,4,8,0.10549418273879663,0.014200915978545845,16.28968353218456,88.8848801275997
DISJOINT_DONORS_B,GROUPCENTER_QC,SEA_AD,1,8,0.045430394952846294,0.0029544564366778677,9.524325055469678,78.5757622112749
DISJOINT_DONORS_B,GROUPCENTER_QC,SEA_AD,2,8,0.06209783251348376,0.008036806351684498,6.2528083166329465,87.41627940882796
DISJOINT_DONORS_B,GROUPCENTER_QC,SEA_AD,4,8,0.0805521020563737,0.014855995573365649,12.605517707663683,88.55886014362878
DISJOINT_DONORS_B,RAW,HVS,1,8,0.021950396224591533,0.003074660476554922,5.37869171340932,82.98011976826473
DISJOINT_DONORS_B,RAW,HVS,2,8,0.15731512889933538,0.007922623585183357,33.47594630245595,85.13654658883263
DISJOINT_DONORS_B,RAW,HVS,4,8,0.18229976618394644,0.019716847503835608,21.956350459674717,88.84552856597332
DISJOINT_DONORS_B,RAW,NPH52,1,8,0.5035175725054287,0.020217488612743254,30.70815234685056,44.79690872135002
DISJOINT_DONORS_B,RAW,NPH52,2,8,0.32417412088082964,0.028384501819457765,21.560608548490528,85.30936555845591
DISJOINT_DONORS_B,RAW,NPH52,4,8,0.2571208679029052,0.036935542521913556,26.187683987217607,88.48736953137276
DISJOINT_DONORS_B,RAW,SEA_AD,1,8,0.11381505397313683,0.008988175282790372,7.0533178610542535,74.32413592844004
DISJOINT_DONORS_B,RAW,SEA_AD,2,8,0.17535792584275423,0.013428145076219028,10.078794189989312,81.82993755337245
DISJOINT_DONORS_B,RAW,SEA_AD,4,8,0.1796849540048819,0.019535757557420617,16.504958620221963,88.2770926618224
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,HVS,1,4,0.00043360303622621036,0.002553358926585913,-0.4112138256625625,88.84352081616682
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,HVS,2,4,0.15335105828235635,0.006724037819929643,33.55338644851451,87.81058640043393
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,HVS,4,4,0.12054526197807897,0.015487978445039453,16.068985100153142,88.74720913035458
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,NPH52,1,4,0.07861501505918624,0.006152581853120823,10.207378242743552,74.28697235808968
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,NPH52,2,4,0.2030432613262618,0.008847844668607885,17.956803946040967,83.23042397141083
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,NPH52,4,4,0.15740862519171406,0.019411675628270363,13.204256803326516,86.8040247412334
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,SEA_AD,1,4,0.0005262808617115387,0.002783835889247483,-0.3718572150787731,88.69244398218532
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,SEA_AD,2,4,0.07634339659651472,0.00836777929024779,11.425499793984532,88.62922470015576
SHARED_DONORS_CELL_SPLIT_B,GROUPCENTER_QC,SEA_AD,4,4,0.0763828389100166,0.015839720235784515,7.583378055125974,88.35000238502913
