group,n,L_total__mean,L_total__min,L_total__p01,L_total__p05,L_total__p25,L_total__median,L_total__p75,L_total__p95,L_total__p99,L_total__max,L_ledger__mean,L_ledger__min,L_ledger__p01,L_ledger__p05,L_ledger__p25,L_ledger__median,L_ledger__p75,L_ledger__p95,L_ledger__p99,L_ledger__max,L_core__mean,L_core__min,L_core__p01,L_core__p05,L_core__p25,L_core__median,L_core__p75,L_core__p95,L_core__p99,L_core__max,L_outside_ledger__mean,L_outside_ledger__min,L_outside_ledger__p01,L_outside_ledger__p05,L_outside_ledger__p25,L_outside_ledger__median,L_outside_ledger__p75,L_outside_ledger__p95,L_outside_ledger__p99,L_outside_ledger__max,fraction_outside_ledger__mean,fraction_outside_ledger__min,fraction_outside_ledger__p01,fraction_outside_ledger__p05,fraction_outside_ledger__p25,fraction_outside_ledger__median,fraction_outside_ledger__p75,fraction_outside_ledger__p95,fraction_outside_ledger__p99,fraction_outside_ledger__max,fraction_inside_ledger__mean,fraction_inside_ledger__min,fraction_inside_ledger__p01,fraction_inside_ledger__p05,fraction_inside_ledger__p25,fraction_inside_ledger__median,fraction_inside_ledger__p75,fraction_inside_ledger__p95,fraction_inside_ledger__p99,fraction_inside_ledger__max,fraction_core__mean,fraction_core__min,fraction_core__p01,fraction_core__p05,fraction_core__p25,fraction_core__median,fraction_core__p75,fraction_core__p95,fraction_core__p99,fraction_core__max
depth_decile_0,455511,2649.3688560759233,3.0,505.0,809.0,1839.0,2779.0,3540.0,4098.0,4205.0,4232.0,2558.645903172481,3.0,485.0,777.0,1777.0,2684.0,3417.5,3956.0,4071.0,4232.0,1573.90139864899,1.0,263.0,432.0,1037.0,1571.0,2005.0,3094.0,3718.0,4098.0,90.7229529034425,0.0,0.0,0.0,48.0,93.0,132.0,172.0,195.0,444.0,0.034572425284058524,0.0,0.0,0.0,0.03165791812979133,0.037900874635568516,0.04286951627474117,0.04981549815498155,0.0558784839339606,0.25,0.9654275747159412,0.75,0.9441215160660394,0.9501845018450185,0.9571304837252588,0.9620991253644315,0.9683420818702086,1.0,1.0,1.0,0.5910300240910125,0.15310865775711796,0.4620468347550745,0.49331214199627105,0.518974358974359,0.5356550580431177,0.5579278659606632,0.9409993933157808,0.9552136512892286,0.9729461404815091
depth_decile_1,455255,5571.879608131707,4233.0,4258.0,4366.0,4898.0,5564.0,6242.0,6801.0,6915.0,6943.0,5380.010018561026,3872.0,4095.0,4214.0,4728.0,5372.0,6026.0,6566.0,6714.0,6943.0,3321.134089686,1182.0,2204.0,2323.0,2674.5,3109.0,3565.0,5545.0,6167.0,6699.0,191.86958957068018,0.0,0.0,38.0,165.0,206.0,243.0,291.0,322.0,626.0,0.03443403468563736,0.0,0.0,0.007508858492927791,0.032041442824251726,0.03816928786004595,0.042481833426495245,0.04790826725660773,0.051943311015515685,0.10690097016291415,0.9655659653143629,0.8930990298370859,0.9480566889844843,0.9520917327433923,0.9575181665735047,0.9618307121399541,0.9679585571757483,0.9924911415070722,1.0,1.0,0.5959455104930134,0.21436343852013057,0.4847284638319076,0.5038855876340355,0.5235989504219327,0.5373900293255132,0.5574267144673073,0.9139959474465307,0.9554930222759455,0.9740029542097489
depth_decile_2,455367,8471.725706957246,6944.0,6972.0,7089.0,7676.0,8445.0,9254.0,9933.0,10073.0,10107.0,8176.642798006882,6381.0,6696.0,6835.0,7409.0,8151.0,8928.0,9583.0,9784.0,10107.0,5032.820294399901,1917.0,3618.0,3778.0,4187.0,4690.0,5236.0,8168.0,9054.0,9778.0,295.0829089503631,0.0,0.0,0.0,265.0,319.0,366.0,427.0,467.0,885.0,0.03480732436039458,0.0,0.0,0.0,0.03268185014060125,0.03857018687527162,0.042430314954294945,0.047302161525641546,0.05092632574154033,0.11202337879209574,0.9651926756396055,0.8879766212079042,0.9490736742584597,0.9526978384743584,0.957569685045705,0.9614298131247284,0.9673181498593988,1.0,1.0,1.0,0.5942637142843434,0.23666700788207595,0.49232769028914614,0.5085766641225897,0.5269752246361104,0.5399906998372471,0.5581613092136342,0.9191995204146713,0.9567786700979616,0.9721667332534292
depth_decile_3,455307,11984.289154350801,10108.0,10143.0,10284.0,11008.0,11953.0,12944.0,13779.0,13951.0,13993.0,11555.413872398183,9478.0,9738.0,9903.0,10616.0,11525.0,12477.0,13279.0,13531.0,13993.0,7024.815008335036,2465.0,5292.0,5505.0,6006.0,6609.0,7251.0,11214.0,12645.0,13490.0,428.8752819526166,0.0,0.0,0.0,396.0,462.0,519.0,592.0,642.0,1116.0,0.035759609896375506,0.0,0.0,0.0,0.03420593368237347,0.03919687015575404,0.04245004614810394,0.04685275268216736,0.05013361303195232,0.09698444425132528,0.9642403901036247,0.9030155557486748,0.9498663869680477,0.9531472473178326,0.9575499538518961,0.960803129844246,0.9657940663176265,1.0,1.0,1.0,0.5863845996078594,0.23336173435577015,0.4981794960590718,0.5124539591994657,0.5304438437484946,0.5427904173572398,0.5578303771039828,0.9449798585824026,0.9577453014360318,0.9721556886227545
depth_decile_4,455317,16286.441909702471,13994.0,14037.0,14209.0,15090.0,16243.0,17463.0,18486.0,18699.0,18751.0,15690.429037351998,12704.0,13469.0,13668.0,14540.0,15649.0,16820.0,17804.0,18107.839999999967,18751.0,9445.740541205358,4050.0,7365.0,7644.800000000003,8256.0,8972.0,9738.0,14860.0,17032.0,18065.0,596.0128723504723,0.0,0.0,0.0,563.0,637.0,703.0,792.0,853.0,1381.0,0.036580935451179464,0.0,0.0,0.0,0.03590641000712943,0.039575971731448764,0.042359249329758715,0.04633361649923918,0.04937309553061309,0.09483434271464197,0.9634190645488206,0.905165657285358,0.9506269044693869,0.9536663835007608,0.9576407506702412,0.9604240282685512,0.9640935899928705,1.0,1.0,1.0,0.5800604369558628,0.2848501899001266,0.5031432833428007,0.5161465032834608,0.5341799342936568,0.5459270200776848,0.5588800615069195,0.947855693640113,0.957952663778641,0.9712617580278949
depth_decile_5,455331,21599.134969944942,18752.0,18805.0,19016.0,20109.0,21546.0,23063.0,24332.0,24594.0,24658.0,20793.87619336263,17655.0,18043.0,18282.0,19361.0,20741.0,22199.0,23418.0,23754.0,24658.0,12454.977010131091,5555.0,9933.0,10293.0,11051.0,11931.0,12869.0,19157.5,22272.0,23739.0,805.2587765823105,0.0,0.0,0.0,768.0,852.0,930.0,1037.5,1112.0,1851.0,0.037266809024387046,0.0,0.0,0.0,0.036928924748471266,0.03975380889920291,0.042228576054685205,0.04591510203234657,0.04872759091626545,0.0871242088607595,0.9627331909756129,0.9128757911392406,0.9512724090837346,0.9540848979676535,0.9577714239453148,0.9602461911007971,0.9630710752515288,1.0,1.0,1.0,0.5767058833101277,0.27467365506329117,0.507085823366412,0.5196327589189467,0.5379125384865548,0.5490828355447481,0.5608598158257161,0.9438270163825424,0.9576645786325767,0.9746490579977836
depth_decile_6,455307,28227.502654253065,24659.0,24723.0,24987.0,26347.0,28150.0,30065.0,31695.0,32034.0,32119.0,27157.746243743233,23199.0,23723.0,24010.0,25353.0,27082.0,28922.0,30489.0,30873.0,32119.0,16212.137265625171,9652.0,13132.0,13601.0,14543.0,15638.0,16804.0,24205.0,28639.0,30897.0,1069.7564105098318,0.0,0.0,402.3000000000029,1021.0,1118.0,1213.0,1345.0,1440.0,2988.0,0.03788570347368995,0.0,0.0,0.014322756017461257,0.037467465595692195,0.03984289185500782,0.042099674930383635,0.045582645222567664,0.048322091101406284,0.1026345618795727,0.96211429652631,0.8973654381204274,0.9516779088985937,0.9544173547774323,0.9579003250696163,0.9601571081449922,0.9625325344043079,0.9856772439825388,1.0,1.0,0.5743703051007506,0.33356232610861125,0.510231180440686,0.5229177643081493,0.541349443920611,0.5518553019717435,0.5627342760779949,0.8990412604494209,0.9568679393468051,0.9684610562607742
depth_decile_7,455331,36952.6629419038,32120.0,32204.0,32553.0,34350.0,36784.0,39475.0,41830.0,42329.0,42456.0,35535.50736716806,30391.0,30906.0,31274.0,33034.0,35372.0,37957.0,40223.0,40740.0,42456.0,21186.247791167305,12203.0,17230.0,17829.0,19049.0,20515.0,22139.0,30215.0,37178.0,40778.0,1417.1555747357418,0.0,0.0,672.0,1344.0,1466.0,1590.0,1759.0,1878.0,2451.0,0.03833993273409614,0.0,0.0,0.017701152849751333,0.03781401960746016,0.0398865296999914,0.04194936000431948,0.0452062312186469,0.0478171579354575,0.06345357776463631,0.9616600672659036,0.9365464222353637,0.9521828420645425,0.954793768781353,0.9580506399956805,0.9601134703000086,0.9621859803925399,0.9822988471502487,1.0,1.0,0.5733587566296436,0.37469295013510195,0.5132948557044851,0.5267126038995149,0.5446260177124964,0.5542897741192611,0.5643301428706382,0.8916666590578579,0.9560132198437908,0.9666128983169492
depth_decile_8,455346,50218.58197063332,42457.0,42579.0,43092.0,45820.0,49722.0,54363.0,58787.0,59788.0,60039.0,48270.92923622915,40196.0,40863.0,41394.0,44049.0,47789.0,52255.75,56504.0,57480.0,60036.0,28712.892332424133,19608.0,22984.0,23762.0,25528.0,27850.0,30638.0,34114.0,50243.09999999998,57650.0,1947.6527344041674,0.0,0.0,1495.0,1808.0,1985.0,2181.0,2436.0,2603.0,3532.0,0.03877172898842124,0.0,0.0,0.032651291178914965,0.03806916492700167,0.03991687031033689,0.041798001128399834,0.04487078833589489,0.04740116230243202,0.06974257425742575,0.9612282710115788,0.9302574257425743,0.952598837697568,0.9551292116641051,0.9582019988716002,0.960083129689663,0.9619308350729983,0.967348708821085,1.0,1.0,0.5718154008407265,0.42395408548557617,0.5170342487154204,0.531119494354329,0.5476381355127758,0.556353424641306,0.5653170715892627,0.5992089180744641,0.9544568497499979,0.9666465088151835
depth_decile_9,455335,87110.89303260237,60040.0,60293.0,61343.0,67487.5,78082.0,96794.0,143292.59999999998,195827.0,685696.0,83678.21536011947,56739.0,57875.0,58928.7,64847.0,75010.0,92957.5,137583.3,188037.0,657632.0,49350.8027803705,24595.0,32964.0,34099.0,37772.0,44074.0,55509.0,81934.29999999999,111195.31999999995,382331.0,3432.6776724828974,0.0,849.0,2318.0,2685.0,3123.0,3881.5,5752.0,7900.0,28064.0,0.039333500344435404,0.0,0.01235320666747098,0.035443380138552895,0.03825879975258052,0.03991467366780162,0.041640683458572525,0.04454650766758702,0.04693958675235465,0.06437596557051424,0.9606664996555643,0.9356240344294857,0.9530604132476453,0.9554534923324131,0.9583593165414275,0.9600853263321983,0.9617412002474195,0.964556619861447,0.987646793332529,1.0,0.5673809470517825,0.39921115421448167,0.5236009330288613,0.5368057135861256,0.5506313113764463,0.5582589596448624,0.5657459314383275,0.5808121081836547,0.9084982658021584,0.967632348777956
