group,n,L_total__mean,L_total__min,L_total__p01,L_total__p05,L_total__p25,L_total__median,L_total__p75,L_total__p95,L_total__p99,L_total__max,L_ledger__mean,L_ledger__min,L_ledger__p01,L_ledger__p05,L_ledger__p25,L_ledger__median,L_ledger__p75,L_ledger__p95,L_ledger__p99,L_ledger__max,L_core__mean,L_core__min,L_core__p01,L_core__p05,L_core__p25,L_core__median,L_core__p75,L_core__p95,L_core__p99,L_core__max,L_outside_ledger__mean,L_outside_ledger__min,L_outside_ledger__p01,L_outside_ledger__p05,L_outside_ledger__p25,L_outside_ledger__median,L_outside_ledger__p75,L_outside_ledger__p95,L_outside_ledger__p99,L_outside_ledger__max,fraction_outside_ledger__mean,fraction_outside_ledger__min,fraction_outside_ledger__p01,fraction_outside_ledger__p05,fraction_outside_ledger__p25,fraction_outside_ledger__median,fraction_outside_ledger__p75,fraction_outside_ledger__p95,fraction_outside_ledger__p99,fraction_outside_ledger__max,fraction_inside_ledger__mean,fraction_inside_ledger__min,fraction_inside_ledger__p01,fraction_inside_ledger__p05,fraction_inside_ledger__p25,fraction_inside_ledger__median,fraction_inside_ledger__p75,fraction_inside_ledger__p95,fraction_inside_ledger__p99,fraction_inside_ledger__max,fraction_core__mean,fraction_core__min,fraction_core__p01,fraction_core__p05,fraction_core__p25,fraction_core__median,fraction_core__p75,fraction_core__p95,fraction_core__p99,fraction_core__max
op30,511761,28421.892057034434,500.0,1737.0,3294.0,8583.0,18118.0,38422.0,87237.0,136049.20000000007,414118.0,27275.237220108604,476.0,1668.0,3161.0,8245.0,17394.0,36844.0,83723.0,130679.20000000007,397930.0,15513.451026944218,191.0,897.0,1719.0,4562.0,9749.0,20936.0,48141.0,75505.40000000002,231075.0,1146.6548369258305,10.0,66.0,128.0,335.0,724.0,1570.0,3517.0,5454.0,16630.0,0.040140028864158794,0.009917020845982595,0.028838443470367098,0.03183746371958027,0.03748218527315914,0.040268864624836524,0.04303388918773534,0.04746151471042301,0.051427230721159116,0.11202337879209574,0.959859971135841,0.8879766212079042,0.9485727692788409,0.952538485289577,0.9569661108122647,0.9597311353751635,0.9625178147268408,0.9681625362804197,0.9711615565296329,0.9900829791540174,0.5381989097225137,0.21436343852013057,0.486973359563163,0.5072383073496659,0.5273213255171157,0.5393724369902778,0.5504422446592987,0.5658182655764137,0.5780449716436264,0.7638491547464239
op31,638150,27456.25742693724,1221.0,2755.49,4172.0,10042.0,19666.0,36385.0,77231.0,121575.53000000003,393125.0,26357.262811251272,1169.0,2646.0,4004.0,9639.0,18876.0,34922.0,74168.0,116775.0,377593.0,15131.753385567656,608.0,1437.0,2191.0,5386.0,10714.0,20082.0,43069.54999999993,68090.51000000001,219836.0,1098.9946156859673,30.0,103.0,163.0,399.0,790.0,1465.0,3089.0,4821.0,15532.0,0.04006042826976016,0.01595305009092412,0.0291076199325357,0.03298723696067277,0.0379038720313621,0.0401415729342119,0.04246031746031746,0.04630593132154006,0.049522461973823845,0.08101931999169032,0.9599395717302399,0.9189806800083097,0.9504775380261762,0.95369406867846,0.9575396825396826,0.9598584270657882,0.9620961279686379,0.9670127630393273,0.9708923800674643,0.9840469499090759,0.5438493002954355,0.39274385408406026,0.4971360675487728,0.5111563603180626,0.5319603322677869,0.545911867826667,0.5570076591080861,0.5700890311441374,0.5803699848469549,0.7436316133246245
op32,732360,27425.27913457862,88.0,1608.0,3335.0,9320.75,19672.0,37052.0,77607.09999999986,121928.64000000013,409268.0,26338.06488339068,83.0,1545.0,3204.0,8955.0,18893.0,35577.0,74520.04999999993,117122.0,392990.0,15105.832768037577,40.0,847.0,1767.0,5011.0,10716.0,20424.0,43185.0,68144.4600000002,229291.0,1087.2142511879404,2.0,60.0,127.0,361.0,777.0,1477.0,3094.0,4838.0,16278.0,0.039458149099444215,0.012329370321444297,0.028750722569863243,0.03235477452116693,0.037266540558308484,0.03956195734191964,0.04184542715456765,0.04576825281511079,0.049315068493150684,0.09341988036146112,0.9605418509005558,0.9065801196385389,0.9506849315068493,0.9542317471848892,0.9581545728454324,0.9604380426580803,0.9627334594416915,0.9676452254788331,0.9712492774301368,0.9876706296785557,0.544468736774928,0.23336173435577015,0.4955348826286553,0.5112724444185234,0.5320773345356092,0.5460588237693886,0.5575437971863523,0.573240533658792,0.5891325525672336,0.7520035226772347
op33,346085,34322.630371151594,504.0,2686.0,4961.0,13224.0,26018.0,46107.0,92205.0,140398.31999999995,445868.0,32956.14497883468,481.0,2575.0,4761.0,12694.0,24978.0,44258.0,88552.0,134872.79999999987,427676.0,18960.961174277996,245.0,1408.0,2627.0,7135.0,14283.0,25528.0,51359.79999999999,78505.31999999995,242564.0,1366.4853923169164,13.0,102.0,195.0,525.0,1040.0,1846.0,3661.0,5521.0,18192.0,0.03993340900459928,0.01094815120842801,0.0295176200426587,0.033126044361007294,0.037756497948016415,0.039914143489975795,0.04227244230826641,0.046232299543089224,0.049430499851124514,0.0727670966171818,0.9600665909954008,0.9272329033828182,0.9505695001488755,0.9537677004569108,0.9577275576917336,0.9600858565100242,0.9622435020519836,0.9668739556389927,0.9704823799573413,0.989051848791572,0.5465265456756372,0.29390018484288355,0.5018015805530364,0.5153309529761441,0.5355714761746084,0.5484080783114899,0.5587211637142475,0.5720394617842317,0.5834599362825259,0.754181449569184
op34,411804,26107.008394770328,220.0,1739.0299999999997,3717.1500000000015,10829.0,20741.0,35549.0,66396.84999999998,98312.84999999986,325729.0,25082.720223698652,213.0,1673.0,3570.1500000000015,10397.0,19921.0,34157.25,63817.0,94490.84999999986,313080.0,14349.75965265029,114.0,911.0,1959.0,5828.0,11351.5,19613.25,36763.0,54411.66999999969,184902.0,1024.288171071675,7.0,64.0,141.0,429.0,816.0,1394.0,2601.0,3845.969999999972,12649.0,0.03939724867801573,0.007229612492770388,0.0291007839290597,0.03264837078335544,0.037078671020836645,0.03934077618288145,0.04170671493762659,0.046027397260273974,0.049942550092700363,0.1026345618795727,0.9606027513219839,0.8973654381204274,0.9500574499072997,0.9539726027397261,0.9582932850623733,0.9606592238171185,0.9629213289791634,0.9673516292166445,0.9708992160709403,0.9927703875072296,0.5444397666495947,0.23666700788207595,0.4934160055702194,0.5129124260273887,0.5348745110370892,0.5466898524744803,0.5558766575121766,0.5687981150478459,0.5829678637072526,0.7696645459803354
op35,17877,10915.523298092521,601.0,1394.28,2588.8,6797.0,10670.0,14235.0,21132.4,26616.400000000016,42572.0,10717.817363092241,585.0,1366.76,2541.0,6677.0,10482.0,13973.0,20733.2,26170.480000000003,41821.0,9789.677966101695,529.0,1218.8,2298.8,6046.0,9585.0,12780.0,18984.800000000007,23969.640000000058,38207.0,197.70593500027968,5.0,23.0,44.0,119.0,186.0,255.0,402.0,540.0,1094.0,0.018019959172841098,0.004359197907585004,0.011754313811205905,0.013669592177277144,0.01601343784994401,0.01775203214052135,0.019723581917650446,0.02333491027576593,0.02647214397281954,0.03952969795256436,0.9819800408271591,0.9604703020474357,0.9735278560271805,0.976665089724234,0.9802764180823496,0.9822479678594787,0.983986562150056,0.9863304078227229,0.9882456861887942,0.995640802092415,0.8945285966744404,0.8187693172239393,0.849441636745478,0.8680144144144144,0.8904327113934101,0.8970149253731343,0.9022938079719228,0.9089253695035362,0.913209360562426,0.9352353186172429
op36,4884,5491.5397215397215,602.0,991.62,1568.3,3506.75,5048.5,7051.25,10701.049999999992,13603.570000000002,18982.0,5427.43407043407,594.0,979.79,1543.75,3470.75,4989.5,6964.0,10583.399999999998,13499.080000000002,18723.0,4914.965397215397,537.0,885.79,1390.6,3144.0,4506.5,6298.5,9620.899999999992,12106.210000000001,17495.0,64.1056511056511,3.0,9.0,17.0,38.0,57.0,83.0,133.0,190.17000000000007,358.0,0.011727644612570651,0.002527075812274368,0.005197602035109055,0.007138137245184525,0.009602503735138029,0.011440992725092011,0.0135538155394055,0.017204185259270643,0.020685848693342987,0.03791782269784648,0.9882723553874294,0.9620821773021535,0.979314151306657,0.9827958147407294,0.9864461844605945,0.988559007274908,0.990397496264862,0.9928618627548155,0.994802397964891,0.9974729241877256,0.8949098389933949,0.7993438093593507,0.8519200207799893,0.8699715542086416,0.8892535347669592,0.8968261968252196,0.9030352724502348,0.9119385052030391,0.9201440236357192,0.9299470187536792
op37,43980,40700.56352887676,649.0,3939.16,7539.950000000001,22497.0,37563.5,54280.0,86299.64999999994,115841.66999999998,211837.0,40043.02994542974,644.0,3890.58,7418.900000000001,22132.0,36963.0,53403.0,84894.39999999997,113917.15,208101.0,36542.79736243747,598.0,3503.9500000000003,6736.0,20170.75,33720.5,48754.25,77482.59999999995,103901.26,190672.0,657.5335834470213,5.0,57.0,113.0,349.0,588.0,873.0,1462.0,2031.2099999999991,4145.0,0.015982468385245977,0.005786540934419202,0.010610816204411077,0.012136808514499806,0.014353791783054648,0.016054026980041228,0.01760433931180566,0.019705671171772483,0.02134929077027995,0.028880070546737212,0.984017531614754,0.9711199294532628,0.9786507092297201,0.9802943288282275,0.9823956606881943,0.9839459730199588,0.9856462082169453,0.9878631914855003,0.9893891837955889,0.9942134590655808,0.8969472982103636,0.8235294117647058,0.8575518919154816,0.8830810011127924,0.8934400396547666,0.8978634159426565,0.9022977495436184,0.9086300221196074,0.9126611897537699,0.9352528291075777
op38,18176,23968.650033010563,698.0,2531.75,4998.0,14165.0,21827.5,31252.5,50244.5,68300.5,113035.0,23648.064975792255,689.0,2498.75,4936.75,13976.75,21520.5,30818.5,49561.5,67340.0,111833.0,21439.459452024646,603.0,2222.25,4431.0,12626.75,19529.5,27982.5,45123.25,61019.0,103342.0,320.5850572183099,9.0,30.0,63.0,186.0,295.0,423.0,674.0,896.25,1551.0,0.013398677430054956,0.003562808872543386,0.008809848483234262,0.010354748816962344,0.012118060312400624,0.013353596048895446,0.014611900361519442,0.01669247488943918,0.018431835199682087,0.0270671986231714,0.986601322569945,0.9729328013768286,0.9815681648003179,0.9833075251105609,0.9853880996384806,0.9866464039511045,0.9878819396875994,0.9896452511830377,0.9911901515167658,0.9964371911274567,0.8929060918979517,0.8201160541586073,0.8426620095558756,0.8685722406194936,0.8889877235237076,0.8950545317828169,0.9002533363028755,0.9074405922169821,0.9126459343721816,0.9297771775827144
op39,15264,4509.113731656184,612.0,856.63,1366.3000000000002,3157.0,4273.0,5579.0,8512.0,10862.369999999999,16498.0,4441.890395702306,597.0,843.63,1348.0,3110.75,4210.5,5497.0,8375.0,10685.219999999994,16247.0,4052.853249475891,541.0,767.63,1224.0,2832.0,3837.0,5016.25,7656.8499999999985,9770.439999999988,15019.0,67.2233359538784,3.0,10.0,18.0,45.0,63.0,84.0,132.0,178.36999999999898,297.0,0.014821801622129392,0.002635740643120717,0.008176867593700846,0.01031239779011561,0.012925270833544234,0.014705882352941176,0.01663804168404481,0.01970299108235649,0.022239845789294544,0.03249414519906323,0.9851781983778705,0.9675058548009368,0.9777601542107055,0.9802970089176435,0.9833619583159552,0.9852941176470589,0.9870747291664558,0.9896876022098844,0.9918231324062992,0.9973642593568793,0.8982382100921941,0.7693169092945129,0.8723015903396525,0.8830210861471328,0.8922593241592129,0.898349579784179,0.9046155657813688,0.9139939146076753,0.9205989748572571,0.9315403422982885
op40,8825,9428.717620396601,644.0,1418.96,2588.4,6517.0,8948.0,11808.0,17755.99999999998,22382.000000000007,42812.0,9307.243966005666,635.0,1403.24,2548.4000000000005,6438.0,8833.0,11653.0,17515.19999999999,22104.52,42268.0,8514.933937677053,589.0,1277.92,2335.0,5860.0,8058.0,10672.0,16103.599999999995,20388.12000000001,39296.0,121.47365439093484,3.0,16.0,32.0,81.0,114.0,154.0,231.0,293.7600000000002,544.0,0.01286806834608516,0.0022893772893772895,0.008428597731070348,0.009823993567760606,0.011567610690067811,0.012780056800252446,0.014091858037578288,0.016186263435346623,0.017909573372098718,0.022342342342342343,0.9871319316539148,0.9776576576576577,0.9820904266279012,0.9838137365646533,0.9859081419624217,0.9872199431997476,0.9884323893099322,0.9901760064322394,0.9915714022689296,0.9977106227106227,0.9023571995974118,0.8432684824902724,0.8812247456216734,0.8889398317560683,0.8969568136048333,0.9021337710299548,0.9079296954833436,0.9166319139707608,0.9218661249428263,0.9310425614994143
op41,127470,7127.83960931984,613.0,935.0,1595.0,4503.0,6620.0,9242.0,14210.549999999988,18505.619999999995,32575.0,7034.328877382914,603.0,923.0,1575.0,4446.0,6534.0,9122.0,14016.0,18252.309999999998,31996.0,6388.298101514082,533.0,839.0,1435.0,4034.0,5929.0,8280.0,12740.0,16608.619999999995,29373.0,93.51073193692633,1.0,10.0,19.0,54.0,82.0,121.0,204.0,286.0,579.0,0.012904759599926702,0.0012674271229404308,0.007276246770992123,0.008881409809581605,0.011044493531082361,0.012716911781066608,0.014617428535358778,0.01753031692239325,0.019732039396333757,0.03237410071942446,0.9870952404000733,0.9676258992805755,0.9802679606036662,0.9824696830776067,0.9853825714646411,0.9872830882189334,0.9889555064689176,0.9911185901904184,0.9927237532290079,0.9987325728770595,0.8963885343469078,0.8228474480418493,0.8740107443122297,0.88248121241717,0.8905797991934887,0.8962752067265671,0.902308376209622,0.9110578586324356,0.9169960474308301,0.940406976744186
