name,Gene,Log2CPM_itf,Log2FC_itf,FDR_itf,Log2CPM_ipsc,Log2FC_ipsc,FDR_ipsc
STAT2,STAT2,2.109785982022536,-1.70952235996082,4.90262084530362e-30,0.4257299574926597,-1.68551607725836,0.0020955616153105
ZNF532,CAPG,6.515514592510301,-0.0279422682185989,0.0245313377791552,8.443625718217032,0.16100573514303,0.029142699850695
ZNF532,SPARC,5.05776679965038,-0.0124020464975116,0.0168356444593387,0.1211040566885481,1.61604537453466,0.0068209464681805
ZNF532,UCHL1,2.9701978120158103,0.386115597829824,0.0058044281808547,0.0950614686048774,3.47255543715696,0.002108380606931
ZNF644,ADAP2,5.554728047200985,0.0620437953173553,0.0390545676140319,5.6702658074623935,0.472441195855285,0.0003902161579551
ZNF644,AKAP12,3.4301648701579848,0.76790719054141,1.86171791847625e-06,0.2840308500945833,2.17848178758093,0.0230426637215679
ZNF644,APOE,12.550959136648643,-0.0779682719120149,0.0107882389238745,5.729414079840124,1.3857115466887,2.02636163504952e-30
ZNF644,ASAH1,8.411532219088599,0.0734560639013071,0.0054840444542839,5.810071712102208,0.872260672438058,1.96804494005254e-16
ZNF644,ATP6V1F,10.426809115264405,-0.0637789005239413,0.0190477269006953,8.11830486732143,0.28838837129181,0.0010915570566106
ZNF644,BST2,9.126830931660251,-0.0918829290187648,0.0002454429853597,7.677644743629568,0.363768976280235,0.0033836539302181
ZNF644,C1QB,7.491123770878003,-0.121323846218939,0.0004608875491713,9.872261451636206,0.447146385588849,1.95375278354664e-10
ZNF644,CALD1,7.633740076212247,0.15217741561293,1.51392403278537e-09,0.6281392865905001,4.3542259327392,8.8047438492494e-10
ZNF644,CD81,9.89350815115044,-0.0649621831059748,0.0120452404785602,10.095021594005832,0.32095148583072,0.0002310330712468
ZNF644,CDKN1A,5.741419107843884,-0.0800393653986152,0.0015594593097265,1.2826015655564096,0.683796721503395,0.0176082540159397
ZNF644,CREG1,6.870259660331053,-0.0282708815372812,0.015383893285491,3.36181600681406,1.2337604382209,1.33833709573978e-14
ZNF644,CTSC,9.26238111971274,-0.0219120006471045,0.0009926381174531,7.855226746430498,0.326277890862316,0.0050438724518448
ZNF644,CTSD,6.977280369184865,-0.11882850582629,3.44594024843785e-06,7.39255397847893,0.944226871125379,1.04033112327634e-22
ZNF644,CTSL,8.806618477546433,0.0813621226335466,0.0186339983047405,4.647917124159073,1.42617041513675,1.1486378416886794e-28
ZNF644,CTSS,9.4332656571126,-0.0674849271930995,0.0003735571118581,9.671644881052428,0.450966702023186,8.8484441917193e-08
ZNF644,CTSZ,8.254426618855224,-0.0227490397705121,0.0008771230301504,7.812873476496784,0.359807566217452,0.0004951011305796
ZNF644,DPP7,4.7439082332634,-0.0665478194588595,0.0135341797371,2.95063076447102,0.558175424326884,0.0004072689152941
ZNF644,FCER1G,1.601855272356931,-0.292929049011018,3.30959860153482e-05,10.668298464246456,0.211826743388434,0.0099750547013973
ZNF644,FCGRT,8.107847363826078,-0.151058244104616,6.42059464901619e-05,9.25759177949086,0.267700240774414,0.0120950074438835
ZNF644,FPR1,3.095131812246479,-0.0200813054852291,0.0430809357038125,1.837629991917268,-0.539384977216941,3.926509976912e-05
ZNF644,GRN,10.07988555600556,-0.009867446902029,0.0214391183165369,8.619150931562677,0.169119917171709,0.0443210058629045
ZNF644,HLA-B,9.404109598617952,-0.0139513141923695,0.0022287292076168,4.945886359048471,0.408852248574585,0.0007732552906425
ZNF644,HLA-C,8.890845838480566,-0.0637775001076017,0.0041966929728538,6.096530793767513,0.3969420757402,0.0090260459569917
ZNF644,IFI44L,7.722784650540669,0.171992751869223,0.0240650302135743,0.2172725711360223,2.91733461127591,0.0007125816055028
ZNF644,IFIT1,3.3619472608463927,-0.05800351475003,0.013276336755246,0.1368946850590711,2.77292132379498,0.0407579237401123
ZNF644,IGFBP3,1.6683447870755543,1.05821634707446,3.10838561868115e-14,0.3478870072210032,2.73491187663025,0.0005131972879571
ZNF644,LACC1,5.86535250455063,-0.203695667961936,0.000738406127295,4.879195667432866,0.438907696236279,0.0054912958719907
