name,Gene,Log2CPM_itf,Log2FC_itf,FDR_itf,Log2CPM_ipsc,Log2FC_ipsc,FDR_ipsc
ZNF644,LAMP2,6.642225000378216,-0.133854486976684,0.013772365094216,4.107436082220601,0.303494540543969,0.0257063671595657
ZNF644,LCP1,4.06373125605323,-0.250478526178261,0.0100005870281793,6.4459790692996695,-0.373700517039078,2.02510825350952e-07
ZNF644,LPAR6,8.467695574077617,-0.066124898073506,0.0004969401886691,4.055627867495199,-0.475193218020016,0.0456619469649516
ZNF644,MAFB,4.093842241301297,-0.119365272610437,0.0126373338565526,4.833783477489422,0.688102012459775,5.46859957643886e-06
ZNF644,MX1,8.638773042058023,0.0333418688477511,1.39177104841318e-06,0.6380815939172731,1.1862497520253,0.002228381103014
ZNF644,NINJ1,6.039049898139711,-0.11699920680673,0.0004162580446436,5.481995003359669,0.491249322719391,6.60759851578609e-05
ZNF644,NRP2,2.9729242906517195,0.0996014727886336,0.0025970851366354,0.5399617113887153,2.07351050337613,3.926509976912e-05
ZNF644,PALLD,3.6823041249742894,0.669319223693099,6.94787027299425e-06,1.3377844280984346,-0.3136384876128,0.0045810922562215
ZNF644,PLP2,4.0298541260820535,-0.224048704295928,0.0187139131548279,1.8223224667069384,-0.515028379901201,0.0008228124813403
ZNF644,PSAP,9.75028548843123,-0.0361836220541358,0.0092946683208238,11.75230500927293,0.270816661447537,4.21593322774733e-05
ZNF644,RNF149,7.073252206151724,0.0205461093363521,0.0024598832209872,3.63010130900345,0.460177350142728,0.0052799729550058
ZNF644,RUNX3,2.2754737208789595,-0.336505670087934,0.0014967366321563,4.794437008529023,-0.301876871333735,3.88973006149795e-06
ZNF644,S100A4,9.64898579802089,-0.275122701408377,0.000212835241499,11.139382845945564,-0.218907961721593,9.90990129826432e-07
ZNF644,S100B,1.0554427362533536,-0.522497317476151,0.0025183465721976,7.249635090246754,-0.23278557201757,0.0050778932185493
ZNF644,SAT1,10.173213847206274,0.0052604855597224,0.0157235374092965,9.11889706183954,0.32918575883958,0.0018467372622198
ZNF644,SERPINF1,1.7341677891181564,-1.23286330148361,0.0347241216519885,4.2067380176540095,0.709053412816075,1.12067839759848e-08
ZNF644,SLC38A1,1.3285477350499515,0.3035302340469,0.0109209534267271,0.7727261164978222,-0.438034338086371,0.0001771342037838
ZNF644,SPP1,3.203675791774168,-0.295927497770555,0.0419931122810477,9.363866347370829,0.276345369886869,0.0012352387962279
ZNF644,TGFBI,8.50073243839965,-0.0849996084068385,0.0033882463725915,3.902061025345855,0.586216498797739,0.0245044930574078
ZNF644,TMEM176A,5.0759207284722505,-0.176841389279446,0.0005375336294078,2.768146112248401,1.01598397088004,9.24563933735813e-07
ZNF644,TMEM176B,5.920020765028166,-0.173767678343847,0.0002060284421437,5.0027087504316246,1.24147052347753,1.41868745820133e-18
ZNF644,TUBA1A,5.209098790272255,0.172045982644415,0.0041933621827769,3.4326811523003777,-0.33336362542161,0.0101826759386448
ZNF644,XAF1,5.680690345935691,0.0302018555214421,0.0162816507149577,0.5905318810017055,1.52169737077263,0.0115064046357871
