direction,name,Gene,Log2FC_itf,se_itf,FDR_itf,Log2FC_ipsc,se_ipsc,FDR_ipsc,z_diff,classification
iTF_sig_not_iPSC,ARID2,NDC80,0.356521344227583,0.06802137031817856,0.0013024436709121,-0.15355938686877,0.8374163894660293,0.999999997012323,-0.6071128770693158,UNDERPOWERED_OR_CONSISTENT
iTF_sig_not_iPSC,ARID2,AURKB,0.173430797336583,0.03929931603544908,0.0333011090030778,0.344134783221406,0.32975624271088044,0.917876081514606,0.5140296417167354,UNDERPOWERED_OR_CONSISTENT
iTF_sig_not_iPSC,BPTF,FAM53A,2.30589802961662,0.4868176514768237,0.0355009659281181,2.07266211616385,51849.71891192151,0.999999991221979,-4.498306226861011e-06,UNDERPOWERED_OR_CONSISTENT
iTF_sig_not_iPSC,BPTF,C16orf54,3.05415628223792,0.6733389693215404,0.0468784814924877,0.725126102512361,0.6334830687666247,0.999999991221979,-2.51925296825682,DISAGREEMENT
iTF_sig_not_iPSC,CEBPD,TUBB4BP2,2.85666748877364,0.6044598940410824,0.0186020143032843,3.84394764535105,28318.02964330646,0.999999999931142,3.4864013096541765e-05,UNDERPOWERED_OR_CONSISTENT
iTF_sig_not_iPSC,DEAF1,S100A12,0.804408156793187,0.16953359614672922,0.0340338053736749,-0.406594922937156,705.2454409970401,0.99999999687189,-0.001717137005562356,UNDERPOWERED_OR_CONSISTENT
iTF_sig_not_iPSC,DNMT1,BIN2,3.17129591180526,0.17470292534142817,6.69269294753377e-70,-0.1850024256483,0.2677594259851447,0.999999999849562,-10.497856806952505,DISAGREEMENT
iTF_sig_not_iPSC,DNMT1,CD37,2.98429180835438,0.18841117179614236,6.8248829128585105e-53,-0.630005626026787,0.537031822632875,0.999999999849562,-6.3506343682254665,DISAGREEMENT
iTF_sig_not_iPSC,DNMT1,HLA-DMB,1.99912891915275,0.13778820052701776,2.91086784399004e-44,0.178811877100019,0.31571090560727244,0.999999999849562,-5.284413077916331,DISAGREEMENT
iTF_sig_not_iPSC,DNMT1,C3,-1.56327744069824,0.11245434822582498,1.45150010758123e-40,-0.120584341582966,0.6195736230172907,0.999999999849562,2.291093427850892,DISAGREEMENT
iTF_sig_not_iPSC,DNMT1,LILRB5,1.60395640811063,0.11642769120199427,7.229738938671209e-40,2.78596828771217,131100.58654007647,0.999999999849562,9.016068583642392e-06,UNDERPOWERED_OR_CONSISTENT
