basis,holdout_type,holdout_id,heldout_matrices,status,shared_label_count,n_queries,n_queries_excluded_incompatible_label,balanced_accuracy,macro_f1,neighbor_purity,median_nearest_support_distance,median_canonical_correlation,reference_norm_median,query_norm_median,median_norm_shift,mean_coordinate_variance_ratio
BALANCED_PCA160,matrix_id,sea_ad_caudate_rna_all_2025,1,not_identifiable_incompatible_label_vocabularies,0,0,128,,,,0.4369654059410095,0.999596118927002,20.48819923400879,18.579238891601562,-1.9089603424072266,0.7267524600028992
BALANCED_PCA160,matrix_id,sea_ad_fi_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9963541666666667,0.24456125497817993,0.999335765838623,20.47726058959961,21.584693908691406,1.1074333190917969,0.8885596990585327
BALANCED_PCA160,matrix_id,sea_ad_hip_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9791666666666666,0.9860110658732645,0.9911458333333334,0.2910458445549011,0.9994494915008545,20.421483993530273,21.549102783203125,1.1276187896728516,0.9121466875076294
BALANCED_PCA160,matrix_id,sea_ad_itg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9973958333333333,0.19949334859848022,0.9996299147605896,20.554542541503906,20.287803649902344,-0.2667388916015625,0.620632529258728
BALANCED_PCA160,matrix_id,sea_ad_lec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9731060606060606,0.9614978498277305,0.9666666666666667,0.36229684948921204,0.999454915523529,20.502220153808594,20.90469741821289,0.4024772644042969,0.9925775527954102
BALANCED_PCA160,matrix_id,sea_ad_mec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,1.0,0.2685871422290802,0.9995004534721375,20.47870445251465,20.80805206298828,0.3293476104736328,0.8403846621513367
BALANCED_PCA160,matrix_id,sea_ad_mtg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9994791666666667,0.22917993366718292,0.9996123313903809,20.515453338623047,20.98352813720703,0.4680747985839844,0.7268573045730591
BALANCED_PCA160,matrix_id,sea_ad_pfc_a9_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9994791666666667,0.22645467519760132,0.9995814561843872,20.519241333007812,20.730724334716797,0.21148300170898438,0.7184930443763733
BALANCED_PCA160,matrix_id,sea_ad_stg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9989583333333334,0.21640655398368835,0.9997013807296753,20.57413101196289,20.27862548828125,-0.2955055236816406,0.6348851919174194
BALANCED_PCA160,matrix_id,sea_ad_v1c_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.99625468164794,0.9913140397401898,0.9921875,0.28173795342445374,0.9996030926704407,20.571409225463867,20.64606475830078,0.07465553283691406,0.7675707936286926
BALANCED_REP160,matrix_id,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3072333335876465,0.999661922454834,20.18642807006836,20.245014190673828,0.05858612060546875,0.44479018449783325
BALANCED_REP160,matrix_id,HVS::38374d1b-6549-4429-b59a-ff2706dacd96,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3553566336631775,0.9998089671134949,20.23810386657715,18.59274673461914,-1.6453571319580078,0.3875223398208618
BALANCED_REP160,matrix_id,HVS::42c9001a-3a29-4952-aaa0-b55e73851a5c,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.390295147895813,0.9995988607406616,20.228076934814453,16.818445205688477,-3.4096317291259766,0.3277157247066498
BALANCED_REP160,matrix_id,HVS::4afcaa14-e1c1-4b2b-b5af-c5b8936c3ddd,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4096001982688904,0.9996139407157898,20.22372817993164,19.4038143157959,-0.8199138641357422,0.5532140731811523
BALANCED_REP160,matrix_id,HVS::57f3c92b-a07a-41da-b660-88eb9f93c4c9,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3607540726661682,0.9997437000274658,20.25921058654785,17.85752296447754,-2.4016876220703125,0.41640758514404297
BALANCED_REP160,matrix_id,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.6069825887680054,0.99810791015625,20.11217498779297,18.035329818725586,-2.076845169067383,0.5404384136199951
BALANCED_REP160,matrix_id,HVS::5fff0955-173e-407d-b160-64f513ca6db6,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.5080339312553406,0.9994461536407471,20.211849212646484,19.570541381835938,-0.6413078308105469,0.8222483396530151
BALANCED_REP160,matrix_id,HVS::6201fd7d-f35b-4487-bace-99426881237b,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4002012014389038,0.9997219443321228,20.23245620727539,18.76232147216797,-1.4701347351074219,0.40270358324050903
BALANCED_REP160,matrix_id,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3653222918510437,0.9997702836990356,20.210105895996094,18.24678611755371,-1.9633197784423828,0.3648880124092102
BALANCED_REP160,matrix_id,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.494179368019104,0.9994062185287476,20.19842529296875,18.842700958251953,-1.3557243347167969,0.5017563104629517
BALANCED_REP160,matrix_id,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.1416991949081421,0.9991778135299683,19.833881378173828,34.14015197753906,14.306270599365234,0.6776576042175293
BALANCED_REP160,matrix_id,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3471498489379883,0.9998148679733276,20.249805450439453,17.461118698120117,-2.788686752319336,0.3711988627910614
BALANCED_REP160,matrix_id,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4712059497833252,0.9994759559631348,20.095247268676758,20.36981201171875,0.2745647430419922,0.6595767736434937
BALANCED_REP160,matrix_id,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.2991694211959839,0.9960677623748779,19.83559226989746,27.926034927368164,8.090442657470703,1.089475393295288
BALANCED_REP160,matrix_id,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.5142998695373535,0.9997248649597168,20.18018341064453,19.306758880615234,-0.8734245300292969,0.3784758448600769
BALANCED_REP160,matrix_id,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4819399416446686,0.9991410970687866,19.929454803466797,25.466732025146484,5.5372772216796875,0.8084746599197388
BALANCED_REP160,matrix_id,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.16259732842445374,0.9994344711303711,19.834354400634766,29.615768432617188,9.781414031982422,0.6986280679702759
BALANCED_REP160,matrix_id,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.2701600193977356,0.9996193647384644,20.161182403564453,20.431385040283203,0.27020263671875,0.4561328887939453
BALANCED_REP160,matrix_id,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3559551239013672,0.9997542500495911,20.217388153076172,17.499122619628906,-2.7182655334472656,0.4142898619174957
BALANCED_REP160,matrix_id,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.17325827479362488,0.9992115497589111,19.79009246826172,35.43281936645508,15.64272689819336,0.6359812617301941
BALANCED_REP160,matrix_id,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3746061325073242,0.9996898174285889,20.22753143310547,17.976333618164062,-2.2511978149414062,0.47010451555252075
BALANCED_REP160,matrix_id,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4803251028060913,0.9994505643844604,20.090694427490234,19.950843811035156,-0.13985061645507812,0.7745394706726074
BALANCED_REP160,matrix_id,HVS::e813d04b-7833-4b02-b14f-0247d6128516,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.44652360677719116,0.9995706081390381,20.10331916809082,20.381885528564453,0.2785663604736328,0.41355007886886597
BALANCED_REP160,matrix_id,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.2608165144920349,0.9968088865280151,19.854955673217773,33.16184997558594,13.306894302368164,0.7673020362854004
BALANCED_REP160,matrix_id,NPH52_exact_source_objects,1,not_identifiable_incompatible_label_vocabularies,0,0,128,,,,0.2031306028366089,0.9959844946861267,19.919340133666992,29.31877326965332,9.399433135986328,0.7981513738632202
BALANCED_REP160,matrix_id,sea_ad_ang_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9704433497536945,0.9732615173894534,0.9802083333333333,0.26451575756073,0.9993292093276978,19.953325271606445,21.81961441040039,1.8662891387939453,0.8195474743843079
BALANCED_REP160,matrix_id,sea_ad_caudate_rna_all_2025,1,not_identifiable_incompatible_label_vocabularies,0,0,128,,,,0.42465752363204956,0.999597430229187,19.984046936035156,16.64887046813965,-3.335176467895508,0.5511835813522339
BALANCED_REP160,matrix_id,sea_ad_fi_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9953125,0.24646568298339844,0.9992756843566895,19.988685607910156,21.24913787841797,1.2604522705078125,0.7544225454330444
BALANCED_REP160,matrix_id,sea_ad_hip_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9791666666666666,0.9860110658732645,0.9901041666666667,0.3108291029930115,0.9994410276412964,19.954917907714844,21.07038688659668,1.115468978881836,0.7277554273605347
BALANCED_REP160,matrix_id,sea_ad_itg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375000000001,0.21672016382217407,0.9995248317718506,20.131568908691406,19.894927978515625,-0.23664093017578125,0.547569751739502
BALANCED_REP160,matrix_id,sea_ad_lec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9731060606060606,0.9614978498277305,0.9651041666666667,0.37880435585975647,0.9993888139724731,20.092491149902344,20.512409210205078,0.4199180603027344,0.8335478901863098
BALANCED_REP160,matrix_id,sea_ad_mec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,1.0,0.2739999294281006,0.9994058609008789,20.032703399658203,20.50082778930664,0.4681243896484375,0.6984494924545288
BALANCED_REP160,matrix_id,sea_ad_mtg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375000000001,0.24000956118106842,0.9994979500770569,20.079891204833984,20.510417938232422,0.4305267333984375,0.6157625317573547
BALANCED_REP160,matrix_id,sea_ad_pfc_a9_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375,0.23271869122982025,0.9995099902153015,20.09685516357422,20.237899780273438,0.14104461669921875,0.6141839623451233
BALANCED_REP160,matrix_id,sea_ad_stg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375,0.22732797265052795,0.9995945692062378,20.15283203125,19.826519012451172,-0.3263130187988281,0.5490538477897644
BALANCED_REP160,matrix_id,sea_ad_v1c_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.99625468164794,0.9873640726565823,0.990625,0.29863786697387695,0.9995166063308716,20.166488647460938,20.170005798339844,0.00351715087890625,0.6511243581771851
