basis,holdout_type,holdout_id,heldout_matrices,status,shared_label_count,n_queries,n_queries_excluded_incompatible_label,balanced_accuracy,macro_f1,neighbor_purity,median_nearest_support_distance,median_canonical_correlation,reference_norm_median,query_norm_median,median_norm_shift,mean_coordinate_variance_ratio
BALANCED_PCA160,matrix_id,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3026508688926697,0.9997484683990479,20.674789428710938,20.540252685546875,-0.1345367431640625,0.5442110300064087
BALANCED_PCA160,matrix_id,HVS::38374d1b-6549-4429-b59a-ff2706dacd96,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.35941261053085327,0.9998677968978882,20.655868530273438,18.82299041748047,-1.8328781127929688,0.4586453437805176
BALANCED_PCA160,matrix_id,HVS::42c9001a-3a29-4952-aaa0-b55e73851a5c,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.38871365785598755,0.999758243560791,20.624568939208984,17.511764526367188,-3.112804412841797,0.40302544832229614
BALANCED_PCA160,matrix_id,HVS::4afcaa14-e1c1-4b2b-b5af-c5b8936c3ddd,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.42757368087768555,0.9997247457504272,20.6910343170166,19.59209632873535,-1.09893798828125,0.6601313352584839
BALANCED_PCA160,matrix_id,HVS::57f3c92b-a07a-41da-b660-88eb9f93c4c9,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.36508142948150635,0.9998210668563843,20.66614532470703,18.066463470458984,-2.599681854248047,0.5312879681587219
BALANCED_PCA160,matrix_id,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.6048529148101807,0.9988555908203125,20.54515266418457,18.662349700927734,-1.882802963256836,0.6438807249069214
BALANCED_PCA160,matrix_id,HVS::5fff0955-173e-407d-b160-64f513ca6db6,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.5230442881584167,0.9996024370193481,20.685909271240234,19.580196380615234,-1.105712890625,1.0007071495056152
BALANCED_PCA160,matrix_id,HVS::6201fd7d-f35b-4487-bace-99426881237b,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.41303497552871704,0.9998164176940918,20.636337280273438,19.218250274658203,-1.4180870056152344,0.4879644513130188
BALANCED_PCA160,matrix_id,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.35867807269096375,0.9998501539230347,20.63262367248535,18.55325698852539,-2.079366683959961,0.4557065963745117
BALANCED_PCA160,matrix_id,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.49435675144195557,0.9995852112770081,20.6688232421875,19.23223876953125,-1.43658447265625,0.5968199968338013
BALANCED_PCA160,matrix_id,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.15312284231185913,0.9990618228912354,20.326129913330078,34.23530578613281,13.909175872802734,0.8496211767196655
BALANCED_PCA160,matrix_id,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3397945463657379,0.9998721480369568,20.660930633544922,17.671953201293945,-2.9889774322509766,0.4593663215637207
BALANCED_PCA160,matrix_id,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.4710981249809265,0.9995896220207214,20.61274528503418,20.50894546508789,-0.10379981994628906,0.785845160484314
BALANCED_PCA160,matrix_id,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.300832062959671,0.9953612685203552,20.354829788208008,28.271493911743164,7.916664123535156,1.348968505859375
BALANCED_PCA160,matrix_id,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.5096760988235474,0.9998010993003845,20.588096618652344,19.604032516479492,-0.9840641021728516,0.459496408700943
BALANCED_PCA160,matrix_id,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.48963403701782227,0.9992493391036987,20.42150115966797,25.64618682861328,5.2246856689453125,0.9740248918533325
BALANCED_PCA160,matrix_id,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.18250800669193268,0.9994783401489258,20.34213638305664,29.703643798828125,9.361507415771484,0.8614861369132996
BALANCED_PCA160,matrix_id,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.27021968364715576,0.9997158646583557,20.678569793701172,20.625160217285156,-0.053409576416015625,0.5409919619560242
BALANCED_PCA160,matrix_id,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.34988266229629517,0.9998340010643005,20.630189895629883,17.799072265625,-2.831117630004883,0.5151429176330566
BALANCED_PCA160,matrix_id,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.18453049659729004,0.9990357160568237,20.312541961669922,35.68330383300781,15.37076187133789,0.8365815281867981
BALANCED_PCA160,matrix_id,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.3746855854988098,0.9997795820236206,20.65823745727539,18.266864776611328,-2.3913726806640625,0.5919432044029236
BALANCED_PCA160,matrix_id,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.485527902841568,0.9995860457420349,20.592926025390625,20.096710205078125,-0.4962158203125,0.9032188653945923
BALANCED_PCA160,matrix_id,HVS::e813d04b-7833-4b02-b14f-0247d6128516,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.45193761587142944,0.999690055847168,20.57469940185547,20.938461303710938,0.36376190185546875,0.4941929876804352
BALANCED_PCA160,matrix_id,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,1,not_identifiable_incompatible_label_vocabularies,1,0,128,,,,0.26347076892852783,0.9964133501052856,20.346210479736328,33.588523864746094,13.242313385009766,0.9733494520187378
BALANCED_PCA160,matrix_id,NPH52_exact_source_objects,1,not_identifiable_incompatible_label_vocabularies,0,0,128,,,,0.20954948663711548,0.9964975118637085,20.423377990722656,29.615161895751953,9.191783905029297,0.8819936513900757
BALANCED_PCA160,matrix_id,sea_ad_ang_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9704433497536945,0.9732615173894534,0.9802083333333333,0.2670423686504364,0.9993886351585388,20.448001861572266,22.287670135498047,1.8396682739257812,1.032899022102356
