between_cell_cosine_median,effective_rank,ema_updates,end_to_end_retention,factor_fraction_retaining_60pct,fixture,jepa_value_pass,jepa_value_ratio,masked_online_pca160_r2,masked_to_full_retention,median_per_factor_retention,multi_mask_stability_finite,optimizer_updates,qualifying_factor_count,same_cell_cross_mask_cosine_median,seed,slot_to_160_retention,target_flattened_r2,target_pca160_r2,token_to_slot_retention,tokenizer_r2,top_singular_energy_fraction,visible_raw_r2
0.6081492006778717,29.05582046508789,500,0.6237680230735785,0.5625,balanced_multifactor,False,-0.8142191192649222,-0.43705430913844123,-0.8391842978544877,0.621720843146796,True,500,32,0.9789711236953735,8114001,0.973892676718205,0.5347699032982294,0.5208084925514482,0.6404894892274308,0.834939389783395,0.9706534147262573,0.5367772615472531
0.731069415807724,28.642982482910156,500,0.6352543346543325,0.6875,balanced_multifactor,False,-1.028760638606446,-0.5543806868042462,-1.0371919238623033,0.6613494735942689,True,500,32,0.9763060510158539,8114002,1.0000005865953439,0.534501232465156,0.5345015460010902,0.6352539620173162,0.8413977155967525,0.9739352464675903,0.5388820936570896
0.7240259945392609,40.85661315917969,500,0.6377168655472306,0.6875,balanced_multifactor,False,-0.8504715374686403,-0.4541015694817877,-0.8416052110524346,0.644492862350536,True,500,32,0.9636938869953156,8114003,0.9628870943916747,0.5603627025527521,0.5395660144664858,0.6622966173932598,0.8460902378730085,0.9520706534385681,0.5339409368517896
0.5229546427726746,21.395063400268555,500,0.6200745522040081,0.5625,balanced_multifactor,False,-0.9409196087967627,-0.5072382794401904,-0.9717156269006604,0.6124825558547882,True,500,32,0.9796563684940338,8114004,1.0333567033251272,0.5051525767967424,0.5220028014348749,0.6000585762967783,0.8418387749980312,0.9781491160392761,0.5390877974036921
0.5741302967071533,24.36006736755371,500,0.6303574454134877,0.625,balanced_multifactor,False,-0.9546749081183711,-0.5175841770945218,-0.979569811599898,0.6449933320640406,True,500,32,0.9808662235736847,8114005,0.9817594109478102,0.5381960742747954,0.5283790608544471,0.6420691651989646,0.8382213372729386,0.9744707942008972,0.5421575163368031
0.6793479323387146,28.552204132080078,500,0.652371735813262,0.78125,dominant_axis_multifactor,False,-0.5584281815242579,-0.3196059825260966,-0.5851640328980864,0.6424075957576105,True,500,32,0.9676548540592194,8114001,0.9800630529113292,0.5572925771221044,0.5461818644991121,0.665642617457476,0.8372249049358781,0.9721751809120178,0.5723313992745065
0.7304440438747406,28.55224609375,500,0.6766096145715378,0.875,dominant_axis_multifactor,False,-0.7166440068223481,-0.40702410986001103,-0.7128262677101207,0.6861811429382678,True,500,32,0.9682928919792175,8114002,1.002907685383538,0.569344960268815,0.5710004362879796,0.6746479505865834,0.8439141625996032,0.974604606628418,0.5679585763436238
0.7885550260543823,40.19182586669922,500,0.6595944876198817,0.75,dominant_axis_multifactor,False,-0.7557773178941999,-0.4349166765082372,-0.778153289190466,0.6544646341596845,True,500,32,0.9624402523040771,8114003,1.0067926060884407,0.5551379095797837,0.5589087427243196,0.6551443501184595,0.8473520522300265,0.9535351395606995,0.5754561114906607
0.5802983641624451,21.43797492980957,500,0.6345677184660956,0.625,dominant_axis_multifactor,False,-0.8536117753149958,-0.49034642482629326,-0.9162572367807255,0.643537369389411,True,500,32,0.9672222435474396,8114004,1.0055813956301516,0.5321920289801547,0.5351624032451061,0.6310456032934472,0.8433495554087177,0.9789817929267883,0.5744372781705688
0.5856161117553711,24.426782608032227,500,0.6534024867446643,0.75,dominant_axis_multifactor,False,-0.7027676567154465,-0.40239537016013877,-0.7326082284224267,0.6433101778169976,True,500,32,0.9708634912967682,8114005,1.0275283552524512,0.5345488107483811,0.5492640603104378,0.6358972805029125,0.8406213190998744,0.9747757911682129,0.5725866384358527
