mask_fraction,n_mask_evaluations,n_unique_cells,visible_measured_genes_p05,visible_measured_genes_p25,visible_measured_genes_p50,visible_measured_genes_p75,visible_measured_genes_p95,visible_detected_genes_p05,visible_detected_genes_p25,visible_detected_genes_p50,visible_detected_genes_p75,visible_detected_genes_p95,fraction_detected_genes_retained_p05,fraction_detected_genes_retained_p25,fraction_detected_genes_retained_p50,fraction_detected_genes_retained_p75,fraction_detected_genes_retained_p95,fraction_transformed_signal_retained_p05,fraction_transformed_signal_retained_p25,fraction_transformed_signal_retained_p50,fraction_transformed_signal_retained_p75,fraction_transformed_signal_retained_p95,fraction_raw_vocab_count_mass_retained_p05,fraction_raw_vocab_count_mass_retained_p25,fraction_raw_vocab_count_mass_retained_p50,fraction_raw_vocab_count_mass_retained_p75,fraction_raw_vocab_count_mass_retained_p95,fraction_cells_below_100_visible_detected,fraction_cells_below_250_visible_detected,fraction_cells_below_500_visible_detected
0.15,20688,6896,3482.0,3482.0,3482.0,3482.0,3482.0,737.0,1445.0,2112.0,2667.0,3142.0,0.8408972916714105,0.8472439732375615,0.8500428574891167,0.8528995756718529,0.8595342066957787,0.8385989650477692,0.8456748854587187,0.8500561038918586,0.8544726886913367,0.8615809050977928,0.7881768158675213,0.8412948665792018,0.8566674951495264,0.868421052631579,0.8841811306837678,0.00014501160092807424,0.0012567672080433102,0.014404485692188709
0.25,20688,6896,3072.0,3072.0,3072.0,3072.0,3072.0,652.0,1275.0,1864.0,2354.0,2772.0,0.7387844493631294,0.7465295327602699,0.75,0.7534216016232999,0.7614967072968115,0.7360636488016347,0.7446585632466827,0.7499968330045408,0.7554089836978871,0.7640295435552855,0.6751141589861926,0.7338178120432097,0.7573633802600377,0.77456212058916,0.7981335704433493,0.00014501160092807424,0.0019334880123743233,0.02242846094354215
0.4,20688,6896,2458.0,2458.0,2458.0,2458.0,2458.0,520.0,1020.0,1492.0,1883.0,2218.0,0.5873388042203986,0.5962085308056873,0.6000589883818723,0.6039603960396039,0.6130203633828234,0.5841704165834801,0.5940472277867139,0.6000558012056543,0.606175577609009,0.6160484863429869,0.5233554552838898,0.5740146846337353,0.6041267323226859,0.6293942820277385,0.6643678441448898,0.00014501160092807424,0.005317092034029389,0.044421887084300074
0.5,20688,6896,2048.0,2048.0,2048.0,2048.0,2048.0,435.0,850.0,1244.0,1569.0,1848.0,0.487090666539046,0.4959536272715931,0.5,0.5039093890548993,0.5130770757668037,0.4838428771466848,0.4936627355418156,0.49989614583538805,0.5061164376107361,0.5161475114536893,0.4275855562815212,0.470763467289843,0.4997207819728625,0.5290900333591635,0.5724914575517546,0.00019334880123743234,0.009039056457849961,0.07545436968290796
0.6,20688,6896,1639.0,1639.0,1639.0,1639.0,1639.0,348.0,681.0,995.0,1256.0,1478.0,0.3872757823305671,0.3961802043034944,0.4,0.40396321281459724,0.41304347826086957,0.3842579618289725,0.393960906076128,0.39999919023537145,0.4061089729094385,0.4160655869799239,0.33552921133299246,0.3706238437048379,0.39574559157454725,0.42658318762463865,0.4764107795236409,0.0004350348027842227,0.01769141531322506,0.13002706883217324
0.7,20688,6896,1229.0,1229.0,1229.0,1229.0,1229.0,260.0,510.0,746.0,942.0,1108.0,0.28794453620775384,0.2962808438814289,0.3,0.3036047842375703,0.31202230102276535,0.2851802785114332,0.29428623156928746,0.29986674329895385,0.3057102641232116,0.31466733538873454,0.24584472127633233,0.2731156959342556,0.29290042637691827,0.3196991013427863,0.37533160865876686,0.001788476411446249,0.044180201082753286,0.24057424593967516
