basis,fold,median_canonical_correlation,p10_canonical_correlation,minimum_canonical_correlation,projection_frobenius_distance,median_axis_correlation,p10_axis_correlation,minimum_axis_correlation
BALANCED_PCA160,0,0.997328519821167,0.9638698101043701,0.4817121922969818,3.2843688674419433,0.8806630373001099,0.4439948797225952,0.27729880809783936
BALANCED_PCA160,1,0.9917894005775452,0.9179803133010864,0.13185745477676392,4.637200835827242,0.6983157396316528,0.37290123105049133,0.21596011519432068
BALANCED_PCA160,2,0.9930688142776489,0.9018573760986328,0.048971157521009445,5.065742113852866,0.7284488677978516,0.3011150062084198,0.15640698373317719
BALANCED_PCA160,3,0.9906400442123413,0.8928938508033752,0.10372713953256607,5.154142561753119,0.6858726739883423,0.32763418555259705,0.19273553788661957
BALANCED_PCA160,4,0.9951558709144592,0.9138430953025818,0.006340325344353914,4.566391213084738,0.8241872787475586,0.3577045798301697,0.20504552125930786
BALANCED_PCA160,5,0.9958314895629883,0.9424437880516052,0.13425232470035553,3.94122622544764,0.7356048822402954,0.4056352376937866,0.24723736941814423
BALANCED_PCA160,6,0.9952926635742188,0.9496926069259644,0.1453123837709427,3.9334599189001214,0.7573453783988953,0.4446219801902771,0.01403028890490532
BALANCED_PCA160,7,0.9961011409759521,0.9326997995376587,0.14333009719848633,4.46900608422716,0.8315556645393372,0.3845001459121704,0.04161486774682999
BALANCED_REP160,0,0.9971777200698853,0.9721561670303345,0.26186326146125793,2.959607633411902,0.8789830207824707,0.5652259588241577,0.35225826501846313
BALANCED_REP160,1,0.9921556711196899,0.9340724945068359,0.05473103001713753,4.304258570962382,0.6652011871337891,0.39136648178100586,0.02955057844519615
BALANCED_REP160,2,0.9929330348968506,0.9320959448814392,0.15278396010398865,4.388198562177166,0.7241518497467041,0.41835054755210876,0.14847558736801147
BALANCED_REP160,3,0.9909255504608154,0.9233520030975342,0.3553606867790222,4.557641355631496,0.7056591510772705,0.38789862394332886,0.20128190517425537
BALANCED_REP160,4,0.9949421882629395,0.9481827020645142,0.5803712010383606,3.7424729144811457,0.839933454990387,0.48469915986061096,0.22582510113716125
BALANCED_REP160,5,0.9956551790237427,0.9617334008216858,0.12639018893241882,3.5659505630292676,0.7517017126083374,0.48308974504470825,0.29570287466049194
BALANCED_REP160,6,0.9949314594268799,0.9604548215866089,0.00891029927879572,3.517915920239567,0.7662890553474426,0.5080793499946594,0.005730839446187019
BALANCED_REP160,7,0.9958965182304382,0.962115466594696,0.2404162883758545,3.5019438658898787,0.7992966175079346,0.5050675868988037,0.25050437450408936
