relative_path,exists_locally,observed_size_bytes,recorded_size_bytes,observed_sha256,recorded_sha256,recorded_digest_source,corroborating_records,canonical_url,authentication_status,required_action
data/external/gse174367/GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5,True,273975534,273975534,6ba98a1af8772af08c8cdd5e5e63eebb0890daed48cac2e1b8961dcc67069b77,6ba98a1af8772af08c8cdd5e5e63eebb0890daed48cac2e1b8961dcc67069b77,stage72a_resource_inventory_v1.csv + stage38a_download_manifest_v1.csv,2,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5,AUTHENTICATED,none
data/external/gse174367/GSE174367_snRNA-seq_cell_meta.csv.gz,True,435170,435170,ab1a029deb43196e2bb1fea5907d838885750cfff3850c600c07588c7c7cdb2b,ab1a029deb43196e2bb1fea5907d838885750cfff3850c600c07588c7c7cdb2b,stage72a_resource_inventory_v1.csv + stage38a_download_manifest_v1.csv,2,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snRNA-seq_cell_meta.csv.gz,AUTHENTICATED,none
data/external/public_schema_audit/GSE174367/GSE174367_series_matrix.txt.gz,True,13280,13280,e36488f44e30d0bdf48f5864b8cd091629203defecbb41d9e7fec721b5115928,e36488f44e30d0bdf48f5864b8cd091629203defecbb41d9e7fec721b5115928,stage38a_download_manifest_v1.csv,1,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/matrix/,AUTHENTICATED,none
data/external/gse174367/GSE174367_snATAC-seq_filtered_peak_bc_matrix.h5,True,360317403,360317403,ff7c46e755ec0e3fecb319c5b3dd9ac0ada318525746ebe7dddb8e2c0dcab87f,ff7c46e755ec0e3fecb319c5b3dd9ac0ada318525746ebe7dddb8e2c0dcab87f,stage72a_resource_inventory_v1.csv,1,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snATAC-seq_filtered_peak_bc_matrix.h5,AUTHENTICATED,none
data/external/gse174367/GSE174367_snATAC-seq_cell_meta.csv.gz,True,1066930,1066930,0657e92aa49eed953aae3b3c5f70aacebe86621c0a930356ec53ba0107c81767,0657e92aa49eed953aae3b3c5f70aacebe86621c0a930356ec53ba0107c81767,stage72a_resource_inventory_v1.csv,1,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174367/suppl/GSE174367_snATAC-seq_cell_meta.csv.gz,AUTHENTICATED,none
