name,path,shape,dtype,bytes,sha256
A_views,A_views.npy,"[1062753, 4, 512]",float32,8706072704,e621c73adfa59ffb194990166eb0645308e284e8788cd97f36a72666c659a170
B_views,B_views.npy,"[1062753, 4, 512]",float32,8706072704,1660467caf0fa9797d353e3838313a39e9a1d1a00236da40bbd959397dc2fd17
A_full,A_full.npy,"[1062753, 512]",float32,2176518272,539afefad428af12b37584e936733fc6014e934a9a666e2a4451baeb9445beff
B_full,B_full.npy,"[1062753, 512]",float32,2176518272,e802356c0d92be314c229d720356f11cbc62752f0720d515096e5482a7030262
physical_descriptors,physical_descriptors.npy,"[1062753, 6]",float32,25506200,e75ab0796a6d6581fb1f17eccb6d648613b53172b89f8536806927561e7f7a4c
ASSEMBLY_SEEN,ASSEMBLY_SEEN.npy,[1062753],uint8,1062881,c2ee9b63d8dd7abbda26826be459f36b9c3f7dc678a5d002b2443fda60563944
rows,PHASE2_FEATURE_ROWS.csv,[1062753],csv,34929916,80849124664c8515a1402e243389aee40ce2ecf8cb3dc62acc6d7b7a753fbf81
