source,rank,n_comparisons,median_overlap,p25_overlap,median_null,median_z,median_max_angle,median_qc_variance_retained_half0,median_qc_variance_retained_half1
HVS,1,48,0.001163054122228155,0.00013085613678509318,0.0036940192008806756,-0.2668552678988296,88.04574027495138,0.9844549480307383,0.9831379624472749
HVS,2,48,0.009008443877631436,0.0027450197519248622,0.007905651991027452,0.067544745483875,88.10866498092349,0.9844549480307383,0.9831379624472749
HVS,4,48,0.029694084779968277,0.006741635755145019,0.015881714397436054,1.9927362585738573,89.11566952032095,0.9844549480307383,0.9831379624472749
NPH52,1,44,0.008109670957980156,0.0009943560806610105,0.003929746846020056,0.5132891046961192,84.83941762600881,0.9498746896579171,0.9526953502953724
NPH52,2,44,0.023284025409375044,0.006841034453120394,0.007630517666429771,2.142095851372866,88.86021405149143,0.9498746896579171,0.9526953502953724
NPH52,4,44,0.07252971340906572,0.023046007751423094,0.015405373313534402,5.7729497658914894,88.56473780279092,0.9498746896579171,0.9526953502953724
SEA_AD,1,48,0.009073822607439767,0.0005839691431767514,0.0040422604375266085,0.7762979064555546,84.53702897176896,0.9798115891304467,0.9803611581961424
SEA_AD,2,48,0.015464104184438728,0.006448267806658062,0.007964170951502737,1.178349012084097,87.58374224260126,0.9798115891304467,0.9803611581961424
SEA_AD,4,48,0.038225677744134476,0.023591120155646392,0.015725247894061545,3.327787963445673,88.79808670772255,0.9798115891304467,0.9803611581961424
