panel,genes,pearson,spearman,null_p95_pear,null_p95_spear,z_pear,z_spear
0,1874,0.9498988080577129,0.9436234263820471,0.6029104958806708,0.6021346469622328,2.7301153973243513,2.720847165745471
1,1857,0.9249784929205626,0.912424740010947,0.6166623437740155,0.6310892172961139,2.6214996907608694,2.621938539184771
2,1878,0.910866272087901,0.8987411056376573,0.5997993135150946,0.6065134099616856,2.603374408335404,2.584118843579269
3,1910,0.9123225234141444,0.8954570333880678,0.5755549509448232,0.5917350848385328,2.695580702394645,2.6532489978887988
