panel,genes,pearson,spearman,null_p95_pear,null_p95_spear,z_pear,z_spear
0,1763,0.9355024839651404,0.9168035030103995,0.5591052425246957,0.5763820470717022,2.882592095070729,2.854273071816775
1,1744,0.9074806244432019,0.9058565955117679,0.5535294897267203,0.5616037219485494,2.7268171652879456,2.7046002359925856
2,1777,0.8697612854957931,0.9042145593869731,0.5777647914672954,0.585112205801861,2.6122695847018145,2.708705377373209
3,1795,0.9418909945988251,0.9381499726327313,0.5482088132730387,0.5567870826491509,2.971470710601208,2.976942486846982
