panel,joint_genes,cross_pearson,cross_spearman,null_pearson_p95,null_spearman_p95,pearson_z,spearman_z
0,1904,0.929486386602568,0.920685434516524,0.33070695081110824,0.3341528067775458,4.789711924884373,4.749316047986456
1,1897,0.9311016584281513,0.9244750041999665,0.3609126496268173,0.3558518731850143,4.575591289321119,4.573118560349124
2,1909,0.9298766230783833,0.9285909712722299,0.3529491577363477,0.35118079055367557,4.69220465042106,4.653004499107785
3,1933,0.9337824853201692,0.9314061487508101,0.3449255226321653,0.349546643626851,4.788103229425608,4.771618081593184
