path,bytes,sha256,location
analysis/v5_full104_information_channel_redteam_20260920/ATTACKER_STANDARDIZATION_ESTIMAND_AUDIT.md,8136,9611568218e42ef4e6cb0fe6619da7d79530c8c269ffcdb2c494a06b0b0a0e59,repository
analysis/v5_full104_information_channel_redteam_20260920/CALIBRATION_CACHE_COVERAGE_AUDIT.md,6029,155d62484bc95b3019cbd2c5633319875d72bc45342e33f57d419b0d0e72d871,repository
analysis/v5_full104_information_channel_redteam_20260920/CROSS_AUDIT_INTERACTIONS.md,7649,733766f915d194c2704ce80cc4613103ada5985cac34c42d47f8b47c5401c08d,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_CORE_NNZ_DECILE.csv,10248,3529744c0e57700e75aac6d70567b751c8f0ad7e8175dd87e8e5aafdeb27f543,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_DEPTH_DECILE.csv,10047,f6f9187a6d65ec512b8e9c9916a154d1724e62eac1be6ca029ab7ed69d7acb41,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_DONOR.csv,89780,f054e2b932176441ff92204c12d87bf4b54531d8137cc3c1bf2e4360214d3fdb,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_OPERATOR.csv,34165,5963e2796d139bb814efcd29e33144ca2a110cac1033a2d52d896aae3460e26e,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_SOURCE.csv,3834,94474b0963ef35a4bd2b8e3d69d4f31aa6f94ee2cd252400587cd1fb5b8f7006,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_BY_SOURCE_OPERATOR.csv,34380,f3a66e3b728b31e498016ccdad006d351f1f40a5f794b8ad42cb6cb216f2e3f8,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_a/NORMALIZATION_DENOMINATOR_SUMMARY.json,5021,7f7b7f3587222e964e017a1f1189ea6a96a66b89cab97eb6b361a1ee7e00f2c1,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_b/MASK_EFFECTIVE_BURDEN.json,9374,f592220eadf5d35ae755c421615565783b672da0e44fc5d80388bf6b0eea93f5,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_b/MASK_EFFECTIVE_BURDEN_POLICY_SUMMARY.csv,1995,c7a86361e0999e2cc1fb7613408f1430e75ff633ae2ff467c3f8473846d41e57,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_b/MASK_EFFECTIVE_BURDEN_SOURCE_SUMMARY.csv,503,e4c95930d614a695aef3b5ee6985521ce667b6837c231632e60a1b4928a790f1,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_c/TARGET_SOURCE_ESTIMABILITY.json,4402,b8460d56dd5fcfd75c396f5c3522ec6076ba61a6f1569ced1a3a2d4bb308eacc,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_c/TARGET_SOURCE_SUPPORT_SUMMARY.csv,364,81fe099ed249cb0ad444ffec8fdc170970d486acc27fa4ffdaf38f2b29ff72b9,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_c/TARGET_SOURCE_ZERO_VARIANCE_SUMMARY.csv,455,520dbb25e43b4dc8740a5810986165391c59e58e3e39770fcde6d01a1156ccfa,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_d/ATTACKER_STANDARDIZATION_CALIBRATION_RESULTS.json,8721,56b3f1396b4b1b8e7a6fce457ba2162b14e3ef1c8f87b5815547c81b595efd5a,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_d/ATTACKER_STANDARDIZATION_FIXTURE_RESULTS.csv,2015,31bf6c0b78009d78a04c150fe244ac229d374787e84f7d6ee2519efbe1bf6337,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_e/PARTNER_CODETECTION_DECOMPOSITION.csv,99626,c2eb5de8662a8416f014f17105c9e8c28c12957702078a4afc4c4b6b19febcbf,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_e/PARTNER_CODETECTION_DECOMPOSITION.json,1993,c45cf1a8aff91c9f11347218e8286530898497bb2d14a07932fea75655b42c42,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_f/TARGET_IDENTITY_ZERO_DECOMPOSITION_FIXTURES.json,9386,5fb497b97ff6231ca2a065d40c5ea90efddc70a6a17c1c1920f75c69e8b2d0ad,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_g/CALIBRATION_CACHE_COVERAGE_SUMMARY.csv,349,0949562386335095fcc0f8743e3870fb888fd85c65c582b0110240f327eb5488,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_g/CALIBRATION_CACHE_COVERAGE_SUMMARY.json,29828,3701f73c46a220e6ba8f13ed7f6b757009e72123510e938bd0258da6fb3e7b86,repository
analysis/v5_full104_information_channel_redteam_20260920/evidence/audit_g/CALIBRATION_CACHE_SOURCE_COMPOSITION.csv,305,0c4e36f3172ce77b3ef06b3f654f1915b762f6707b27cfef29425204e898dfd4,repository
analysis/v5_full104_information_channel_redteam_20260920/EXTERNAL_ARTIFACTS.json,2634,4abf4f69be3d05dc725e930c9e9184e84c445d24e52b292eb969ad211b4f9cf1,repository
analysis/v5_full104_information_channel_redteam_20260920/HANDOFF_FOR_GPT_20260920.md,15237,3295935e4db46ba5f1e61c87b289480f19fc0b422c021a263b32e7707b0928a7,repository
analysis/v5_full104_information_channel_redteam_20260920/MASK_EFFECTIVE_BURDEN_AUDIT_REPORT.md,6273,501ef0deb48d4468532c5764d6e37a23b24e9c8ed0f32e70d490126fa4bbe260,repository
analysis/v5_full104_information_channel_redteam_20260920/NORMALIZATION_DENOMINATOR_AUDIT_REPORT.md,8059,d485886cd31fb511acd922a4865a2c78c4b15a1dcc0b77ac15d9d84707b0c797,repository
analysis/v5_full104_information_channel_redteam_20260920/PARTNER_CODETECTION_DECOMPOSITION_REPORT.md,5456,3cebcc9bc529bd070ce28339490d4f71ea8b971b459e4af1797ef84361975d9b,repository
analysis/v5_full104_information_channel_redteam_20260920/README.md,4239,5ee94fca68f2650b43af29ca4b3574f0fd9dcf6ee26ff1d8ec232d0794a401b3,repository
analysis/v5_full104_information_channel_redteam_20260920/scripts/audit_a_normalization_denominator_20260920.py,24855,b1c7d745bacfd31bfd69c52fd1eda937644cffbb049e497eecd7641c9e9252ab,repository
analysis/v5_full104_information_channel_redteam_20260920/scripts/audit_b_effective_burden_20260920.py,13919,6cecbc0603b6076b7b9fa41711a29dad83b2452197ab19c9e18463aac37d281f,repository
analysis/v5_full104_information_channel_redteam_20260920/scripts/audit_b_mask_plan_generator_20260920.py,6437,fdc0cec140132b71fd0c01af5ec97c323bac091055191754dfcf81111ee6441e,repository
analysis/v5_full104_information_channel_redteam_20260920/scripts/audit_c_target_source_estimability_20260920.py,11468,230339b83fe4b2bc43e5fab2c1f30a0161d4beed0364a1829fa29379367a1621,repository
analysis/v5_full104_information_channel_redteam_20260920/scripts/audit_d_standardization_estimand_20260920.py,14591,78bed4674de373988c0b087ba580234253b3e11a05fbee97bc69b27ebc4666cc,repository
