condition,mean_pooled_oof_spearman,min_target_spearman,n_targets
dualhead_ema_vicreg_latent16,0.20855839806587548,0.020962768894271955,5
dualhead_ema_vicreg_latent8,0.1767506072685233,-0.049389093670224316,5
dualhead_ema_vicreg_latent8_target_shuffled_control,0.009599712884185317,-0.10716636615404931,5
stage39e_pca8_reference,0.35808116279206914,0.056974172849842526,5
supervised_mlp_no_ema_latent8_control,0.17951896940658757,-0.04807259127589806,5
