run_id,condition,target,target_alias,n_donors,pooled_oof_spearman,pooled_oof_pearson,r2,mae,rmse,official_module_target_spearman,delta_vs_module_mean_baseline,trust_status
stage27c_non_graph_rescue,module_elasticnet,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.2851270628733421,0.2785042903451648,0.07585716790292052,0.5944956061356651,0.7045828727951438,0.3267793864533765,-0.0416523235800344,module_reproduction_passed
stage27c_non_graph_rescue,module_elasticnet,AT8,percent AT8 positive area_Grey matter,84,0.6500961830515339,0.7216107137365991,0.5032431140081013,0.32726788591791023,0.4088234142372461,0.5417434443656981,0.10835273868583584,module_reproduction_passed
stage27c_non_graph_rescue,module_elasticnet,GFAP,percent GFAP positive area_Grey matter,84,0.1724005264756505,0.11558222071869921,0.004209923218177258,0.5213283657054478,0.6213591073717553,0.2607876885694037,-0.08838716209375322,module_reproduction_passed
stage27c_non_graph_rescue,module_elasticnet,Iba1,percent Iba1 positive area_Grey matter,84,-0.014985590782703473,0.006740509875280264,-0.021364723127621943,0.35061078358998055,0.44427312331953195,0.0291181532854105,-0.04410374406811397,module_reproduction_passed
stage27c_non_graph_rescue,module_elasticnet,NeuN,percent NeuN positive area_Grey matter,84,0.4270729978738484,0.43914932844721244,0.18242915602907606,0.4000553448494694,0.4944309868280299,0.405770983092032,0.02130201478181637,module_reproduction_passed
stage27c_non_graph_rescue,module_pca_ridge,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.3347372684013365,0.3163520312175891,0.09975961956193136,0.5908527814398361,0.6954113538288077,0.3267793864533765,0.007957881947959988,module_reproduction_passed
stage27c_non_graph_rescue,module_pca_ridge,AT8,percent AT8 positive area_Grey matter,84,0.5284398096588033,0.662397495221605,0.42808995773854,0.35143710200981665,0.4386596361996292,0.5417434443656981,-0.013303634706894774,module_reproduction_passed
stage27c_non_graph_rescue,module_pca_ridge,GFAP,percent GFAP positive area_Grey matter,84,0.30229826870507237,0.27877065050186,0.07752413383312962,0.4963336075201987,0.5980483240374914,0.2607876885694037,0.04151058013566866,module_reproduction_passed
stage27c_non_graph_rescue,module_pca_ridge,Iba1,percent Iba1 positive area_Grey matter,84,0.016077756403766325,-0.04298590830888689,-0.09295916718496233,0.359161712235905,0.4595804887952489,0.0291181532854105,-0.013040396881644177,module_reproduction_passed
stage27c_non_graph_rescue,module_pca_ridge,NeuN,percent NeuN positive area_Grey matter,84,0.4519590968917688,0.47243591481850117,0.20964454842080216,0.3896968592871398,0.48613200008551316,0.405770983092032,0.04618811379973675,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_elasticnet,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.19113091019540346,0.1948050828084137,0.020795849449771864,0.6138622246335709,0.7252690672180158,0.3267793864533765,-0.13564847625797305,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_elasticnet,AT8,percent AT8 positive area_Grey matter,84,0.5892882454186493,0.6905000769436999,0.4680839412744404,0.3385526784270495,0.42304382857874856,0.5417434443656981,0.047544801052951224,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_elasticnet,GFAP,percent GFAP positive area_Grey matter,84,0.10772501771793055,0.06937895009541711,-0.041104222914485566,0.5222778168344971,0.6353395267755388,0.2607876885694037,-0.15306267085147315,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_elasticnet,Iba1,percent Iba1 positive area_Grey matter,84,-0.23027982123568946,-0.2835821584075781,-0.043460016449407224,0.3586255626577331,0.4490529154143969,0.0291181532854105,-0.25939797452109997,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_elasticnet,NeuN,percent NeuN positive area_Grey matter,84,0.5343525361952011,0.559912408020137,0.30993547382380715,0.3660653763820151,0.4542425722011528,0.405770983092032,0.12858155310316904,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_ridge,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.24203705578616988,0.2245123208712036,-0.040361032579959044,0.6357030764912097,0.7475746580531888,0.3267793864533765,-0.08474233066720663,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_ridge,AT8,percent AT8 positive area_Grey matter,84,0.4039080692517971,0.4955975109536334,0.2107021336453332,0.40730651930014034,0.5153286372968443,0.5417434443656981,-0.13783537511390098,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_ridge,GFAP,percent GFAP positive area_Grey matter,84,0.18509668927812087,0.17002581675891335,-0.11379306451356497,0.5280500556446979,0.6571447245529222,0.2607876885694037,-0.07569099929128284,module_reproduction_passed
