representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514376758971996,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462853552803074,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722814652035548,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581276472856548,-0.01210893996152678,-0.12774438557130408,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620058225816866,-0.04355573554723094,-0.17148770649616263,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06268699701608706,0.05272856130403969,-0.11763510283861,1.1845258474349976
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.0436193385679006,0.26852283081907463,0.006687502436535042,1.5215569734573364
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05999971843586845,0.15895514832439,-0.10875317177651267,1.9926972389221191
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06526939620414986,-0.14990381694846613,-0.32524037568642283,4.116342067718506
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05777862707373531,0.012858155310316898,-0.22039484042198842,1.7726829051971436
