representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514381600878301,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846282788987736,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722833207656305,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658128055825253,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.01162005917895913,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06451601223043384,-0.03424116634605649,-0.1756824129217609,1.1877126693725586
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04690100544692648,0.2962842968512706,0.025699798662272566,1.5110340118408203
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05963500492508899,0.2254328237319024,-0.058057161558159986,1.9216152429580688
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06683618456192972,-0.16699402652627315,-0.2911494275267028,3.9999966621398926
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.059194667475358606,0.04637035537106409,-0.18587939048071123,1.7303545475006104
