stage65_run,input_inventory_written,prior_stage_failure_context_written,mean_vs_tail_backtrace_written,rare_tail_vs_mean_win_summary_written,high_leverage_donor_rare_burden_written,fold_rare_burden_audit_written,prior_feature_dilution_audit_written,external_handoff_written,reports_written,docs_updated,stage65_run_pass,ready_for_stage66_external_support,retrospective_evidence_supports_signal_dilution_hypothesis,stage65_run_is_retrospective_audit_only,no_new_rescue_model_run,no_old_stage_rerun_for_rescue,no_threshold_tuning_by_pathology,no_gene_selection_by_target_association,stage27c_remains_locked,stage64_signatures_remain_hypothesis_generating,no_clean_external_validation_claim,no_causal_claim,no_therapeutic_claim,no_validated_biomarker_claim,no_new_microglia_subtype_claim,raw_data_not_committed,safety_audit_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
