gene,scope,AT8_delta,A_beta_6e10_delta,GFAP_delta,Iba1_delta,NeuN_delta,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction
S100PBP,graph_connected,0.0067955837585031,-0.0054072435013949,-0.0024538550060242,-0.0166975278407335,0.0067287976853549,not_computed,not_separately_audited,True,,0.0001800752506824,0.0001442678767489,,,,
PHC2,graph_connected,-0.0097456183284521,0.0187915805727243,-0.0173892807215452,-0.0211626030504703,0.0018323579570278,not_computed,not_separately_audited,True,,0.0002355717442696,0.0002120737044606,,,,
ZMYM6,graph_connected,-0.0122658619657158,-0.0028488072566688,0.0006520855240523,-0.0080248340964317,0.0045154080726206,not_computed,not_separately_audited,True,,0.000198836394702,0.0001601713884156,,,,
SFPQ,graph_connected,-0.0080395098775625,0.0239884536713361,-0.0140583273023366,-0.0253597907721996,0.0109049659222364,not_computed,not_separately_audited,True,,0.0002266791416332,0.0002563107991591,,,,
ZMYM4,graph_connected,0.0954271033406257,0.1601638793945312,0.1387834697961807,0.0795447826385498,-0.0790346711874008,not_computed,not_separately_audited,True,,0.0007023343932814,0.00079228595132,,,,
KIAA0319L,graph_connected,0.0039838324300944,0.0143434777855873,0.0112625639885663,0.0642775297164917,0.0221488159149885,not_computed,not_separately_audited,True,,0.0008008048753254,0.0008574650855734,,,,
AGO4,graph_connected,-0.0037492688279598,0.0072905709967017,0.0093182660639286,-0.0105307009071111,-0.0006528449594043,not_computed,not_separately_audited,True,,0.0001634646614547,0.0001963587274076,,,,
AGO3,graph_connected,0.0307154972106218,0.0824595987796783,0.0496381036937236,-0.0230929180979728,0.008865088224411,not_computed,not_separately_audited,True,,0.0007085368852131,0.0008501047850586,,,,
THRAP3,graph_connected,-0.005637717898935,-0.0047776298597455,-0.0334815010428428,0.0368659272789955,-0.0102145057171583,not_computed,not_separately_audited,True,,0.0002736919850576,0.0002823033137246,,,,
CSF3R,graph_connected,-0.0112033318728208,-0.0150002799928188,-0.0164488833397626,-0.0017999102128669,0.001140238251537,not_computed,not_separately_audited,True,,0.000142834498547,0.0001656035601627,,,,
INPP5B,graph_connected,-0.0118468850851058,-0.0129535375162959,-0.016287662088871,-0.0341539904475212,0.0060708965174853,not_computed,not_separately_audited,True,,0.0001665889867581,0.0001236396492458,,,,
MACF1,graph_connected,-0.0112989461049437,-0.0235776845365762,-0.0109733119606971,-0.0142035670578479,0.0035557118244469,not_computed,not_separately_audited,True,,0.0001338009751634,9.071826207218692e-05,,,,
PABPC4,graph_connected,0.006103896535933,-0.0012133657000958,0.0065440516918897,-0.008312601596117,-0.006334092002362,not_computed,not_separately_audited,True,,0.0001575972128193,0.000114102003863,,,,
CAP1,graph_connected,0.0067689018324017,-0.0218254774808883,0.0119008859619498,-0.0329108200967311,-0.0079156924039125,not_computed,not_separately_audited,True,,0.0002070049667963,0.0001833004935178,,,,
RLF,graph_connected,0.0257830303162336,0.0109822666272521,0.0107829943299293,0.0150689678266644,-0.0171759482473135,not_computed,not_separately_audited,True,,0.0001815998984966,0.0002033312630373,,,,
NFYC,graph_connected,-0.0046696537174284,-0.024101935327053,-0.0192886907607316,-0.0275699961930513,-0.0007616174407303,not_computed,not_separately_audited,True,,0.0001832269335864,0.0001411857519997,,,,
SCMH1,graph_connected,0.0046244473196566,0.0202717669308185,-0.0162178929895162,-0.0191487576812505,-0.0139889223501086,not_computed,not_separately_audited,True,,0.0002244694042019,0.0001877519971458,,,,
HIVEP3,graph_connected,0.0354113653302192,0.047087412327528,0.0076361293904483,-0.0060878698714077,0.0133445374667644,not_computed,not_separately_audited,True,,0.0002492330968379,0.000225310010137,,,,
FOXJ3,graph_connected,-0.0023139212280511,-0.0345887318253517,-0.0005425254930742,-0.0175194442272186,-0.0046939472667872,not_computed,not_separately_audited,True,,0.0001774623524397,0.0001894794404506,,,,
ST3GAL3,graph_connected,-0.0078217443078756,-0.0200093295425176,0.0260127000510692,-0.0200289953500032,0.0134231587871909,not_computed,not_separately_audited,True,,0.0002165351615985,0.0001847321545938,,,,
ERI3,graph_connected,0.0084787691012024,0.0317107699811458,0.0301976799964904,-0.027579253539443,-0.0014594538370147,not_computed,not_separately_audited,True,,0.0001827099185902,0.0001403741480316,,,,
RPS8,graph_connected,0.0123413978144526,-0.0055220932699739,0.0043635312467813,0.0129889519885182,-0.0078805042430758,not_computed,not_separately_audited,True,,0.0001966897252714,0.0001673624938121,,,,
EIF2B3,graph_connected,0.0023521352559328,0.0452058985829353,-0.0028677282389253,-0.0322854779660701,-0.0012543215416371,not_computed,not_separately_audited,True,,0.0002341649815207,0.0001908607373479,,,,
PRDX1,graph_connected,0.0095831593498587,0.0117247095331549,0.0161911901086568,-0.0034725491423159,-0.0008107450557872,not_computed,not_separately_audited,True,,0.0001218650795635,7.228139293147251e-05,,,,
GPBP1L1,graph_connected,0.0049052820540964,-0.0592293739318847,0.0904678925871849,0.1143725514411926,-0.0222422406077384,not_computed,not_separately_audited,True,,0.000728607585188,0.0008164591272361,,,,
MAST2,graph_connected,0.0051721483469009,0.0106006916612386,-0.0054815001785755,-0.0074245873838663,0.002220602473244,not_computed,not_separately_audited,True,,0.000121708268125,8.831018931232393e-05,,,,
MKNK1,graph_connected,-0.003098162356764,-0.0065623051486909,0.0201322473585605,-0.0180941056460142,-0.0097738662734627,not_computed,not_separately_audited,True,,0.0001722036540741,0.000159651695867,,,,
TAL1,graph_connected,0.0147535186260938,0.0065598501823842,0.0215088725090026,0.0071537601761519,0.0032822964712977,not_computed,not_separately_audited,True,,0.0001638291432755,0.0001277525880141,,,,
FAF1,graph_connected,-0.0070887128822505,-0.0035916527267545,-0.0082044275477528,-0.0150506580248475,0.0189918018877506,not_computed,not_separately_audited,True,,0.0002085130254272,0.0001602740812813,,,,
EPS15,graph_connected,-0.0063720848411321,0.013124001212418,-0.0157394148409366,0.0062601137906312,-0.0055022602900862,not_computed,not_separately_audited,True,,0.0001434257283108,0.000124689322547,,,,
OSBPL9,graph_connected,-0.0121306087821722,-0.0663739144802093,0.0030760711524635,0.0543097704648971,0.0136044416576623,not_computed,not_separately_audited,True,,0.0006420956924557,0.0006653273594565,,,,
NRDC,graph_connected,-0.0014557001413777,0.0209316816180944,0.0146453054621815,-0.0124863786622881,0.027022048830986,not_computed,not_separately_audited,True,,0.0003050476079806,0.0003489181399345,,,,
TUT4,graph_connected,0.006900031119585,0.0091569293290376,-0.000251089601079,-0.0131864733994007,0.0028809858486056,not_computed,not_separately_audited,True,,0.0001410950499121,0.0001580247480887,,,,
ZYG11B,graph_connected,-0.0048902919515967,7.816780998837203e-05,0.0261056646704673,0.0165758300572633,-0.0091512417420744,not_computed,not_separately_audited,True,,0.0002967164327856,0.0002332747826585,,,,
SCP2,graph_connected,-0.008961658924818,-0.012297922745347,-0.0055459402501583,-0.0156078152358531,-0.0004777948488481,not_computed,not_separately_audited,True,,0.0001919483474921,0.000138326184242,,,,
USP24,graph_connected,-0.0028183278627693,-0.0112378746271133,-0.0103557808324694,-0.0004316005797591,-0.0100915227085351,not_computed,not_separately_audited,True,,0.0001358414301648,0.0001415520528098,,,,
DAB1,graph_connected,0.0092702452093362,-0.0081462347880005,0.0349739119410514,-0.0196114964783191,0.0068897730670869,not_computed,not_separately_audited,True,,0.0001956332416739,0.0001633127540117,,,,
MYSM1,graph_connected,-0.0113391317427158,-0.038833811879158,-0.0306312423199415,0.0095953419804573,0.026737792417407,not_computed,not_separately_audited,True,,0.0003650979488156,0.0002894577919505,,,,
JUN,graph_connected,-0.0119980107992887,-0.0235285889357328,-0.0229574665427207,0.0378436557948589,0.0102510247379541,not_computed,not_separately_audited,True,,0.0001779553567757,0.0001028404367389,,,,
FGGY,graph_connected,0.0043422044254839,0.034916840493679,0.030880456790328,0.0070838336832821,0.0018505139742046,not_computed,not_separately_audited,True,,0.0001459049526602,0.0001098766661016,,,,
NFIA,graph_connected,-0.0027248074766248,-0.0014876221539452,-0.0155017431825399,-0.0122797945514321,0.0065694698132574,not_computed,not_separately_audited,True,,0.0001984063710551,0.0002020307874772,,,,
TM2D1,graph_connected,-0.0039647342637181,-0.0261471215635538,-0.0049530118703842,-0.0148554192855954,0.0043659773655235,not_computed,not_separately_audited,True,,0.0001685679308138,0.0001332441170234,,,,
DOCK7,graph_connected,0.0026310314424335,-0.0192976333200931,0.0252585429698228,-0.022029660642147,0.0253540053963661,not_computed,not_separately_audited,True,,0.0002577330451458,0.0002270121185574,,,,
ATG4C,graph_connected,0.000655616284348,-0.0112357968464493,0.0262672789394855,-0.0104077020660042,0.0036941177677363,not_computed,not_separately_audited,True,,0.0001688522170297,0.0001677129766903,,,,
JAK1,graph_connected,-0.0046346643939614,0.0299590043723583,0.0371216535568237,0.0202315337955951,0.0018019943963736,not_computed,not_separately_audited,True,,0.000247205258347,0.0002804518444463,,,,
PDE4B,graph_connected,5.9344794863136485e-05,0.0038339823950082,-0.0951919853687286,-0.0383660271763801,0.0035463557578623,not_computed,not_separately_audited,True,,0.0002501077833585,0.0003102353657595,,,,
MIER1,graph_connected,0.0108123123645782,0.0166367180645465,0.0254239849746227,-0.0182983130216598,-0.0039648045785725,not_computed,not_separately_audited,True,,0.0001708433264866,0.0001443268556613,,,,
GADD45A,graph_connected,-8.094310760498047e-05,-0.0001569517480675,-0.000353108625859,-0.0003642419760581,-0.0006339603569358,not_computed,not_separately_audited,True,,4.091267783223884e-06,2.213976131315576e-06,,,,
LRRC7,graph_connected,0.0443205945193767,0.0654921010136604,0.0781818628311157,-0.0078842304646968,-0.0035490789450705,not_computed,not_separately_audited,True,,0.0001999522210098,0.0001758204743964,,,,
SRSF11,graph_connected,0.0247944314032793,0.0336090177297592,-0.0051676421426236,0.0008552194922231,0.0282849837094545,not_computed,not_separately_audited,True,,0.0002686590887606,0.0003235053445678,,,,
ANKRD13C,graph_connected,0.0038913809694349,0.0001235932431882,0.0135395796969532,-0.0014494202332571,-0.0217228252440691,not_computed,not_separately_audited,True,,0.0001604242133907,0.0001296446571359,,,,
ZRANB2,graph_connected,-0.0243404507637023,-0.0422566570341587,0.0112629979848861,-0.0201273225247859,0.0221977494657039,not_computed,not_separately_audited,True,,0.0004216574889142,0.0003965684736613,,,,
NEGR1,graph_connected,0.0072556561790406,0.0042857318185269,0.0082996934652328,-0.0191734917461872,0.0067775249481201,not_computed,not_separately_audited,True,,0.0001886073150672,0.0001862093922682,,,,
ST6GALNAC3,graph_connected,0.0039804093539714,-0.0049012564122676,0.0074898954480886,-0.0009657037444412,-0.0056729800999164,not_computed,not_separately_audited,True,,0.0001753849355736,0.0001415546867065,,,,
AC118549.1,graph_connected,0.0088406084105372,0.0265102703124284,0.0133841279894113,0.0028814130928367,0.0004124989791307,not_computed,not_separately_audited,True,,0.0001553298352519,0.0001727115886751,,,,
USP33,graph_connected,-0.0011335618328303,0.0124925626441836,-0.0452221743762493,-0.0031902308110147,-0.0106195826083421,not_computed,not_separately_audited,True,,0.0002149218489648,0.0002203849871875,,,,
MIGA1,graph_connected,-0.04350271448493,-0.0494542978703975,-0.0581871531903743,-0.0105301821604371,0.0100281396880745,not_computed,not_separately_audited,True,,0.0003112817066721,0.0002398464712314,,,,
FUBP1,graph_connected,-0.0067870025523006,-0.0091542042791843,-0.0005228358786553,-0.0040868348442018,0.0060857385396957,not_computed,not_separately_audited,True,,0.0002046214794972,0.000193045954802,,,,
IFI44L,graph_connected,0.0011923252604901,0.0016451604897156,0.0252371691167354,-0.0001379505993099,0.0138497576117515,not_computed,not_separately_audited,True,,0.0001652440114412,0.0001187644593301,,,,
IFI44,graph_connected,0.0120578184723854,0.010277010500431,0.0002576876140665,-0.0003793976211454,0.0074187302961945,not_computed,not_separately_audited,True,,0.0001284538011532,8.901715045794845e-05,,,,
PRKACB,graph_connected,-0.036692913621664,-0.0532751828432083,-0.0518099442124366,0.0516935773193836,-0.0296350270509719,not_computed,not_separately_audited,True,,0.0003799390688072,0.0003514390264172,,,,
SH3GLB1,graph_connected,-0.0047180182300508,0.0025898204185068,-0.011037272401154,-0.0157030280679464,-0.0044964700937271,not_computed,not_separately_audited,True,,0.0001761042221914,0.0001318522117799,,,,
HS2ST1,graph_connected,0.0028176300693303,0.0191792119294405,-0.0083017935976386,0.0034288624301552,-0.0137830050662159,not_computed,not_separately_audited,True,,0.0001868112449301,0.000146947990288,,,,
PKN2,graph_connected,-0.0072876662015914,0.0042746160179376,0.0196083951741457,0.0045441817492246,0.005649896338582,not_computed,not_separately_audited,True,,0.0001436967286281,0.0001087763812392,,,,
LRRC8D,graph_connected,0.0079080779105424,0.0251290965825319,-0.0186729542911052,-0.004344081506133,-0.0084891803562641,not_computed,not_separately_audited,True,,0.0001844824146246,0.0002223713818239,,,,
ZNF644,graph_connected,0.0123170036822557,0.0267933644354343,0.0432827435433864,0.0053934566676616,0.0056731780059635,not_computed,not_separately_audited,True,,0.0001652044593356,0.0001660171692492,,,,
RPAP2,graph_connected,-0.0418192334473133,-0.0201334934681653,0.0283655151724815,0.0677704364061355,0.0031416537240147,not_computed,not_separately_audited,True,,0.0004292647936381,0.0003943494812119,,,,
EVI5,graph_connected,-0.0177177097648382,0.0026658077258616,-0.0092587145045399,-0.0110516343265771,-0.0024383831769227,not_computed,not_separately_audited,True,,0.0002052276686299,0.000207167759072,,,,
RPL5,graph_connected,0.0167495310306549,0.0325931645929813,0.0080360108986496,-0.0047190147452056,0.0115072261542081,not_computed,not_separately_audited,True,,0.0002177129499614,0.0001811772235669,,,,
DIPK1A,graph_connected,0.0025347450282424,-0.0108637595549225,-0.0132586415857076,-0.0114551242440938,0.0208077039569616,not_computed,not_separately_audited,True,,0.0002605572517495,0.0001844227954279,,,,
MTF2,graph_connected,0.0156702008098363,0.0086412038654088,0.008646035566926,-0.006639196537435,0.0047560688108205,not_computed,not_separately_audited,True,,0.0001659099798416,0.0001352201361441,,,,
FNBP1L,graph_connected,0.001376022119075,0.0100398305803537,0.014541033655405,-0.0146238030865788,-0.0025773115921765,not_computed,not_separately_audited,True,,0.0001552030735183,0.0001535024784971,,,,
BCAR3,graph_connected,-0.0018750991439446,0.0167240984737873,-0.0010778743308037,-0.0356659926474094,-0.0025289058685302,not_computed,not_separately_audited,True,,0.0002320280909771,0.0002290057891514,,,,
PTBP2,graph_connected,-0.0046704807318747,-0.0149742355570197,-0.0093384776264429,0.0095876734703779,-0.0059941657818853,not_computed,not_separately_audited,True,,0.0001860249903984,0.0002140003780368,,,,
DPYD,graph_connected,0.0131421089172363,0.0115459943190217,-0.0301524475216865,-0.0011520573170855,-0.0102542219683527,not_computed,not_separately_audited,True,,0.0001868673134595,0.0001651521597523,,,,
CDC14A,graph_connected,0.0174840912222862,0.02085467800498,0.0428009107708931,-0.0141192115843296,0.0132585540413856,not_computed,not_separately_audited,True,,0.0002911970950663,0.0002319126942893,,,,
SLC30A7,graph_connected,0.0101797599345445,0.0250487104058265,0.0059144524857401,-0.0028040530160069,-0.0041256407275795,not_computed,not_separately_audited,True,,0.0002435679198242,0.0001921510411193,,,,
RNPC3,graph_connected,0.0068402211181819,-0.0065148533321917,-0.0083732735365629,0.0076046390458941,0.0034777850378304,not_computed,not_separately_audited,True,,0.0001719529536785,0.0001473951415391,,,,
FAM102B,graph_connected,0.0030815615318715,0.0101390397176146,0.0209755413234233,0.0005310305277816,-0.0032989375758916,not_computed,not_separately_audited,True,,0.0001830420078476,0.0001689740747679,,,,
PRPF38B,graph_connected,0.0012913922546431,0.0205332767218351,-0.017393248155713,-0.0140000516548752,0.0193159636110067,not_computed,not_separately_audited,True,,0.000191149287275,0.0001660186535445,,,,
STXBP3,graph_connected,0.00878616143018,0.0071714352816343,0.0139632010832428,0.0004050597781315,0.006260756868869,not_computed,not_separately_audited,True,,0.0001958766224561,0.0001556393981445,,,,
SORT1,graph_connected,0.0107053546234965,0.0052069253288209,0.0518175289034843,-0.0125546129420399,0.01548423897475,not_computed,not_separately_audited,True,,0.0002078737743431,0.0002163424942409,,,,
GNAI3,graph_connected,-0.0058647543191909,-0.0434157215058803,-0.03170932456851,0.0115013951435685,-0.0087597072124481,not_computed,not_separately_audited,True,,0.000242902082391,0.00021272370941,,,,
CD53,graph_connected,0.0130018005147576,0.0215441416949033,0.0054932255297899,-0.0124273635447025,0.0087313232943415,not_computed,not_separately_audited,True,,0.0001256030809599,0.000124997459352,,,,
DRAM2,graph_connected,0.021002834662795,0.0238636098802089,0.026739127933979,-0.0201821513473987,0.0005103041767142,not_computed,not_separately_audited,True,,0.0001811029360396,0.0001551775058032,,,,
CEPT1,graph_connected,0.0211374498903751,0.0122642191126942,-0.0221861489117145,0.0034779671113938,-0.0073361303657293,not_computed,not_separately_audited,True,,0.0002294436417287,0.0002105387829942,,,,
TMIGD3,graph_connected,-0.0066809244453907,0.0048353835009038,0.0005542723229154,0.0030558351427316,0.0059211533516645,not_computed,not_separately_audited,True,,0.0001667105825617,0.0001451954885851,,,,
