gene_idx,gene
1664,ZNF33A
1665,HNRNPF
1666,RASSF4
1667,ALOX5
1668,MAPK8
1669,ARHGAP22
1670,WDFY4
1671,SGMS1
1672,LNCAROD
1673,ANK3
1674,ARID5B
1675,REEP3
1676,HERC4
1677,HNRNPH3
1678,CCAR1
1679,SRGN
1680,HK1
1681,PALD1
1682,VSIR
1683,PSAP
1684,ASCC1
1685,ANAPC16
1686,DDIT4
1687,MICU1
1688,MCU
1689,P4HA1
1690,PPP3CB
1691,CAMK2G
1692,ADK
1693,KAT6B
1694,SAMD8
1695,KCNMA1
1696,RPS24
1697,ZMIZ1
1698,NUTM2B-AS1
1699,TSPAN14
1700,NRG3
1701,CCSER2
1702,WAPL
1703,BMPR1A
1704,GLUD1
1705,NUTM2A-AS1
1706,PTEN
1707,STAMBPL1
1708,LIPA
1709,IFIT2
1710,IFIT3
1711,IFIT1
1712,LINC01374
1713,PCGF5
1714,HECTD2
1715,TNKS2
1716,BTAF1
1717,CPEB3
1718,EXOC6
1719,MYOF
1720,TBC1D12
1721,ENTPD1
1722,ENTPD1-AS1
1723,ZNF518A
1724,BLNK
1725,TM9SF3
1726,PIK3AP1
1727,LCOR
1728,R3HCC1L
1729,SLF2
1730,BTRC
1731,FBXW4
1732,OGA
1733,ARMH3
1734,GBF1
1735,SUFU
1736,WBP1L
1737,CNNM2
1738,NT5C2
1739,PDCD4
1740,SHOC2
1741,VTI1A
1742,TCF7L2
1743,NHLRC2
1744,ATRNL1
1745,SHTN1
1746,RAB11FIP2
1747,CACUL1
1748,EIF3A
1749,GRK5
1750,RGS10
1751,TIAL1
1752,INPP5F
1753,WDR11
1754,ATE1
1755,PLEKHA1
1756,HTRA1
1757,CHST15
1758,FAM53B
1759,CTBP2
1760,PTPRE
1761,MGMT
1762,PPP2R2D
1763,RPLP2
1764,AP2A2
1765,CTSD
1766,CD81
1767,KCNQ1
1768,KCNQ1OT1
1769,NAP1L4
1770,NUP98
1771,STIM1
1772,TRIM22
1773,ST5
1774,DENND5A
1775,IPO7
1776,SWAP70
1777,SBF2
1778,AMPD3
1779,LYVE1
1780,USP47
1781,ARNTL
1782,BTBD10
1783,FAR1
1784,COPB1
1785,PSMA1
1786,PDE3B
1787,C11orf58
1788,PIK3C2A
1789,SERGEF
1790,NAV2
1791,PRMT3
1792,METTL15
1793,ELP4
1794,QSER1
1795,CSTF3
1796,HIPK3
1797,LMO2
1798,CAPRIN1
1799,TRIM44
1800,LRRC4C
1801,TTC17
1802,EXT2
1803,PRDM11
1804,PHF21A
1805,AMBRA1
1806,CKAP5
1807,C11orf49
1808,DDB2
1809,SPI1
1810,CELF1
1811,FNBP4
1812,NUP160
1813,SERPING1
1814,CTNND1
1815,LPXN
1816,MS4A6A
1817,MS4A4A
1818,MS4A7
1819,FTH1
1820,RTN3
1821,MARK2
1822,SF1
1823,EHBP1L1
1824,PACS1
1825,RBM4
1826,KDM2A
1827,GRK2
1828,ANKRD13D
1829,CHKA
1830,KMT5B
1831,PPP6R3
1832,PPFIA1
1833,NUMA1
1834,ARAP1
1835,ATG16L2
1836,FAM168A
1837,RAB6A
1838,RNF169
1839,ARRB1
1840,RPS3
1841,UVRAG
1842,EMSY
1843,ACER3
1844,PAK1
1845,RSF1
1846,GAB2
1847,AP003086.1
1848,NARS2
1849,TENM4
1850,PCF11
1851,DLG2
1852,TMEM135
1853,CTSC
1854,GRM5
1855,CHORDC1
1856,TAF1D
1857,SESN3
1858,CNTN5
1859,GRIA4
1860,CWF19L2
1861,RAB39A
1862,CUL5
1863,ATM
1864,DDX10
1865,RDX
1866,ZC3H12C
1867,ARHGAP20
1868,SIK2
1869,IL18
1870,ZBTB16
1871,CADM1
1872,SIK3
1873,IL10RA
1874,KMT2A
1875,DDX6
1876,RPS25
1877,CBL
1878,ARHGEF12
1879,SORL1
1880,UBASH3B
1881,GRAMD1B
1882,LINC02712
1883,FLI1
1884,ARHGAP32
1885,APLP2
1886,ZBTB44
1887,OPCML
1888,SLC6A12
1889,KDM5A
1890,WNK1
1891,ERC1
1892,ADIPOR2
1893,CACNA1C
1894,CCND2
1895,TIGAR
1896,CD9
1897,TNFRSF1A
1898,GAPDH
1899,LPAR5
1900,CD4
1901,CD163L1
1902,CD163
1903,SLC2A3
1904,A2M
1905,CLEC2D
1906,CLEC7A
1907,OLR1
1908,DUSP16
1909,CREBL2
1910,ATF7IP
1911,ARHGDIB
1912,PTPRO
1913,EPS8
1914,DERA
1915,PLEKHA5
1916,AEBP2
1917,C2CD5
1918,ETNK1
1919,SOX5
1920,BCAT1
1921,LRMP
1922,RASSF8
1923,BHLHE41
1924,FGFR1OP2
1925,TM7SF3
1926,STK38L
1927,CCDC91
1928,AC012150.1
1929,FAR2
1930,RESF1
1931,BICD1
1932,DNM1L
1933,SLC2A13
1934,LRRK2
1935,CNTN1
1936,YAF2
1937,PPHLN1
1938,TMEM117
1939,ANO6
1940,ARID2
1941,SCAF11
1942,SLC38A2
1943,AC008014.1
1944,PCED1B
1945,TUBA1B
1946,FMNL3
1947,TMBIM6
1948,LARP4
1949,METTL7A
1950,SLC11A2
1951,TFCP2
1952,BIN2
1953,EIF4B
1954,PCBP2
1955,ATF7
1956,NCKAP1L
1957,SARNP
1958,RPL41
1959,PTGES3
1960,NACA
1961,STAT6
1962,LRP1
1963,R3HDM2
1964,MARS
1965,DDIT3
1966,TAFA2
1967,USP15
1968,MON2
1969,SRGAP1
1970,TBK1
1971,RASSF3
1972,LEMD3
1973,TMBIM4
1974,IRAK3
1975,RAP1B
1976,MDM2
1977,CPM
1978,CPSF6
1979,FRS2
1980,CNOT2
1981,AC025569.1
1982,ZFC3H1
1983,TBC1D15
1984,NAP1L1
1985,OSBPL8
1986,ZDHHC17
1987,NAV3
1988,SYT1
1989,PPP1R12A
1990,PPFIA2
1991,METTL25
1992,POC1B
1993,ATP2B1
1994,LINC02391
1995,EEA1
1996,CRADD
1997,TMCC3
1998,VEZT
1999,ELK3
2000,CDK17
2001,APAF1
2002,ANKS1B
2003,UHRF1BP1L
2004,SCYL2
2005,CHPT1
2006,GNPTAB
2007,DRAM1
2008,HSP90B1
2009,WASHC4
2010,APPL2
2011,C12orf75
2012,NUAK1
2013,CMKLR1
2014,TMEM119
2015,SELPLG
2016,CORO1C
2017,SSH1
2018,GIT2
2019,ATP2A2
2020,ARPC3
2021,VPS29
2022,SH2B3
2023,ATXN2
2024,NAA25
2025,HECTD4
2026,RPL6
2027,OAS1
2028,TPCN1
2029,FBXW8
2030,TAOK3
2031,SPPL3
2032,P2RX7
2033,P2RX4
2034,ANAPC5
2035,KDM2B
2036,MLXIP
2037,CLIP1
2038,RSRC2
2039,MPHOSPH9
2040,SBNO1
2041,NCOR2
2042,SCARB1
2043,UBC
2044,SFSWAP
2045,EP400
2046,CHFR
2047,MPHOSPH8
2048,PSPC1
2049,ZMYM2
2050,XPO4
2051,ZDHHC20
2052,MICU2
2053,SPATA13
2054,PARP4
2055,CDK8
2056,USP12
2057,RPL21
2058,PAN3
2059,UBL3
2060,HMGB1
2061,ALOX5AP
2062,HSPH1
2063,N4BP2L1
2064,N4BP2L2
2065,PDS5B
2066,STARD13
2067,NBEA
2068,SUPT20H
2069,FOXO1
2070,ELF1
2071,NAA16
2072,VWA8
2073,AKAP11
2074,EPSTI1
2075,TSC22D1
2076,GTF2F2
2077,TPT1
2078,TPT1-AS1
2079,ZC3H13
2080,LCP1
2081,RUBCNL
2082,LRCH1
2083,ITM2B
2084,RB1
2085,LPAR6
2086,RCBTB2
2087,FNDC3A
2088,PHF11
2089,KPNA3
2090,DLEU2
2091,TRIM13
2092,DLEU1
2093,DLEU7
2094,RNASEH2B
2095,INTS6
2096,WDFY2
2097,VPS36
2098,TDRD3
2099,PCDH9
2100,PIBF1
2101,KLF12
2102,TBC1D4
2103,LMO7
2104,KCTD12
2105,RBM26
2106,ABCC4
2107,DNAJC3
2108,UGGT2
2109,HS6ST3
2110,MBNL2
2111,RAP2A
2112,FARP1
2113,STK24
2114,UBAC2
2115,TM9SF2
2116,CLYBL
2117,PCCA
2118,FGF14
2119,TPP2
2120,ARGLU1
2121,FAM155A
2122,TNFSF13B
2123,AL163541.1
2124,IRS2
2125,RAB20
2126,ANKRD10
2127,ARHGEF7
2128,TUBGCP3
2129,ATP11A
2130,MCF2L
2131,CUL4A
2132,LAMP1
2133,GAS6
2134,RASA3
2135,UPF3A
2136,HNRNPC
2137,CHD8
2138,SLC7A7
2139,ACIN1
2140,PABPN1
2141,SCFD1
2142,STRN3
2143,HECTD1
2144,HEATR5A
2145,NUBPL
2146,ARHGAP5
2147,NPAS3
2148,SNX6
2149,BAZ1A
2150,PPP2R3C
2151,PRORP
2152,NFKBIA
2153,RALGAPA1
2154,MIA2
2155,AL049828.1
2156,LRFN5
2157,MIS18BP1
2158,MDGA2
2159,RPS29
2160,NEMF
2161,SOS2
2162,MAP4K5
2163,NIN
2164,PYGL
2165,GNG2
2166,SAMD4A
2167,LGALS3
2168,FBXO34
2169,KTN1
2170,PELI2
2171,TMEM260
2172,EXOC5
2173,ARMH4
2174,PSMA3-AS1
2175,ARID4A
2176,DAAM1
2177,RTN1
2178,PCNX4
2179,MNAT1
2180,PRKCH
2181,HIF1A
2182,HIF1A-AS3
2183,PPP2R5E
2184,SGPP1
2185,ZBTB1
2186,MAX
2187,FUT8
2188,GPHN
2189,RAD51B
2190,ZFP36L1
2191,DCAF5
2192,SUSD6
2193,SRSF5
2194,PCNX1
2195,SIPA1L1
2196,RBM25
2197,PSEN1
2198,NUMB
2199,NPC2
2200,YLPM1
2201,FOS
2202,JDP2
2203,TTLL5
2204,GPATCH2L
2205,VASH1
2206,TMED8
2207,SPTLC2
2208,NRXN3
2209,CEP128
2210,AC007262.2
2211,SEL1L
2212,LINC02328
2213,ZC3H14
2214,KCNK13
2215,CALM1
2216,TTC7B
2217,RPS6KA5
2218,DGLUCY
2219,PPP4R3A
2220,TRIP11
2221,ATXN3
2222,RIN3
2223,ITPK1
2224,BTBD7
2225,IFI27
2226,DICER1
2227,PAPOLA
2228,SETD3
2229,EML1
2230,EVL
2231,YY1
2232,MEG3
2233,PPP2R5C
2234,DYNC1H1
2235,HSP90AA1
2236,WDR20
2237,RCOR1
2238,TRAF3
2239,CDC42BPB
2240,MARK3
2241,KLC1
2242,PACS2
2243,CYFIP1
2244,SNHG14
2245,UBE3A
2246,HERC2
2247,TJP1
2248,MTMR10
2249,FMN1
2250,KATNBL1
2251,SLC12A6
2252,AQR
2253,DPH6
2254,C15orf41
2255,SPRED1
2256,EIF2AK4
2257,PLCB2
2258,IVD
2259,INO80
2260,OIP5-AS1
2261,MGA
2262,VPS39
2263,TMEM87A
2264,GANC
2265,ZNF106
2266,SNAP23
2267,TTBK2
2268,UBR1
2269,PDIA3
2270,FRMD5
2271,CASC4
2272,CTDSPL2
2273,SPG11
2274,B2M
2275,SECISBP2L
2276,GALK2
2277,GABPB1-AS1
2278,USP8
2279,TRPM7
2280,SPPL2A
2281,GLDN
2282,AC066613.2
2283,DMXL2
2284,TMOD2
2285,TMOD3
2286,MYO5A
2287,FAM214A
2288,RFX7
2289,ZNF280D
2290,ADAM10
2291,MINDY2
2292,RNF111
2293,SLTM
2294,MYO1E
2295,ICE2
2296,RORA
2297,VPS13C
2298,TLN2
2299,RAB8B
2300,USP3
2301,HERC1
2302,SNX1
2303,CSNK1G1
2304,TRIP4
2305,ZNF609
2306,DPP8
2307,DENND4A
2308,RAB11A
2309,MAP2K1
2310,SMAD3
2311,MAP2K5
2312,PIAS1
2313,ANP32A
2314,GLCE
2315,RPLP1
2316,TLE3
2317,MYO9A
2318,PKM
2319,HEXA
2320,ARIH1
2321,ADPGK
2322,NPTN
2323,SCAMP2
2324,PTPN9
2325,ETFA
2326,SCAPER
2327,PEAK1
2328,TBC1D2B
2329,IREB2
2330,MORF4L1
2331,CTSH
2332,ZFAND6
2333,BTBD1
2334,TM6SF1
2335,SEC11A
2336,ZNF592
2337,PDE8A
2338,ABHD2
2339,AP3S2
2340,ZNF710
2341,IQGAP1
2342,LINC01578
2343,CHD2
2344,IGF1R
2345,LRRC28
2346,LRRK1
2347,CHSY1
2348,LUC7L
2349,MAPK8IP3
2350,RPS2
2351,SRRM2
2352,CREBBP
2353,MGRN1
2354,GLYR1
2355,RBFOX1
2356,USP7
2357,ATF7IP2
2358,CIITA
2359,CLEC16A
2360,LITAF
2361,TXNDC11
2362,ZC3H7A
2363,GSPT1
2364,SNX29
2365,CPPED1
2366,MRTFB
2367,PARN
2368,PDXDC1
2369,XYLT1
2370,SMG1
2371,ITPRIPL2
2372,SYT17
2373,VPS35L
2374,METTL9
2375,MOSMO
2376,CDR2
2377,GGA2
2378,PRKCB
2379,RBBP6
2380,TNRC6A
2381,ARHGAP17
2382,HS3ST4
2383,IL4R
2384,XPO6
2385,CORO1A
2386,FUS
2387,ITGAM
2388,ITGAX
2389,ITFG1
2390,PHKB
2391,LONP2
2392,N4BP1
2393,TENT4B
2394,ADCY7
2395,CYLD
2396,SALL1
2397,AC087564.1
2398,RBL2
2399,FTO
2400,LPCAT2
2401,HERPUD1
2402,NLRC5
2403,ADGRG1
2404,CNOT1
2405,CKLF
2406,CBFB
2407,NFATC3
2408,SLC7A6
2409,TANGO6
2410,NFAT5
2411,NQO1
2412,WWP2
2413,AP1G1
2414,IST1
2415,AC009120.2
2416,GLG1
2417,WDR59
2418,CFDP1
2419,WWOX
2420,MAF
2421,PLCG2
2422,MBTPS1
2423,COTL1
2424,USP10
2425,GSE1
2426,IRF8
2427,BANP
2428,CYBA
2429,ANKRD11
2430,SPG7
2431,RPL13
2432,TCF25
2433,VPS53
2434,NXN
2435,YWHAE
2436,CRK
2437,PITPNA
2438,SLC43A2
2439,SMG6
2440,PAFAH1B1
2441,RAP1GAP2
2442,ZZEF1
2443,ANKFY1
2444,UBE2G1
2445,SPNS2
2446,ARRB2
2447,MINK1
2448,RABEP1
2449,NLRP1
2450,XAF1
2451,EIF4A1
2452,CD68
2453,RPL26
2454,PIK3R5
2455,STX8
2456,GAS7
2457,MAP2K4
2458,COX10-AS1
2459,TVP23C
2460,TTC19
2461,NCOR1
2462,CCDC144A
2463,MPRIP
2464,EPN2
2465,ULK2
2466,AKAP10
2467,SPECC1
2468,USP22
2469,WSB1
2470,KSR1
2471,LGALS9
2472,NLK
2473,FAM222B
2474,FLOT2
2475,NUFIP2
2476,TAOK1
2477,ABHD15-AS1
2478,NSRP1
2479,GOSR1
2480,CRLF3
2481,ADAP2
2482,NF1
2483,SUZ12
2484,RHOT1
2485,ZNF207
2486,CCL2
2487,RFFL
2488,AP2B1
2489,TAF15
2490,CCL5
2491,CCL3
2492,CCL4
2493,GGNBP2
2494,AATF
2495,ACACA
2496,SYNRG
2497,MLLT6
2498,RPL19
2499,FBXL20
2500,CDK12
2501,WIPF2
2502,EIF1
2503,DNAJC7
2504,STAT5B
2505,STAT3
2506,ATP6V0A1
2507,TMEM106A
2508,GPATCH8
2509,NMT1
2510,FMNL1
2511,MAP3K14
2512,ARHGAP27
2513,ARL17B
2514,NSF
2515,AC005670.3
2516,CDC27
2517,EFCAB13
2518,NPEPPS
2519,KPNB1
2520,ZNF652
2521,SPOP
2522,LUC7L3
2523,SPAG9
2524,MBTD1
2525,MSI2
2526,CUEDC1
2527,YPEL2
2528,CLTC
2529,VMP1
2530,USP32
2531,APPBP2
2532,BCAS3
2533,MED13
2534,TLK2
2535,TANC2
2536,DCAF7
2537,MAP3K3
2538,STRADA
2539,SNHG25
2540,PECAM1
2541,DDX5
2542,SMURF2
2543,GNA13
2544,PRKCA
2545,HELZ
2546,PITPNC1
2547,BPTF
2548,SLC39A11
2549,CD300A
2550,GRB2
2551,AC011933.4
2552,MYO15B
2553,H3F3B
2554,UNK
2555,UBE2O
2556,RHBDF2
2557,MFSD11
2558,SEC14L1
2559,TNRC6C
2560,TMC8
2561,PGS1
2562,CYTH1
2563,TIMP2
2564,TBC1D16
2565,RNF213
2566,RPTOR
2567,SLC38A10
2568,NPLOC4
2569,CSNK1D
2570,CYBC1
2571,FOXK2
2572,TBCD
2573,THOC1
2574,SMCHD1
2575,LPIN2
2576,DLGAP1
2577,EPB41L3
2578,L3MBTL4
2579,PTPRM
2580,RAB12
2581,ANKRD12
2582,PPP4R1
2583,RAB31
2584,VAPA
2585,SPIRE1
2586,PTPN2
2587,CEP192
2588,RNMT
2589,ROCK1
2590,ABHD3
2591,MIB1
2592,CABLES1
2593,NPC1
2594,OSBPL1A
2595,SS18
2596,TRAPPC8
2597,RNF138
2598,GAREM1
2599,DTNA
2600,MAPRE2
2601,GALNT1
2602,RPRD1A
2603,ELP2
2604,KIAA1328
2605,PIK3C3
2606,SETBP1
2607,EPG5
2608,PSTPIP2
2609,PIAS2
2610,SMAD2
2611,CTIF
2612,DYM
2613,RPL17
2614,ME2
2615,SMAD4
2616,MBD2
2617,TCF4
2618,WDR7
2619,AC027097.2
2620,NEDD4L
2621,MALT1
2622,ZNF532
2623,PIGN
2624,RELCH
2625,ZCCHC2
2626,PHLPP1
2627,BCL2
2628,RTTN
2629,SOCS6
2630,ZNF407
2631,ZNF516
2632,ZNF236
2633,MBP
2634,ATP9B
2635,BSG
2636,ARID3A
2637,ABCA7
2638,GPX4
2639,CIRBP
2640,PWWP3A
2641,RPS15
2642,MOB3A
2643,OAZ1
2644,GNG7
2645,NFIC
2646,ZBTB7A
2647,KDM4B
2648,SAFB
2649,C3
2650,VAV1
2651,INSR
2652,RPS28
2653,HNRNPM
2654,PRAM1
2655,MYO1F
2656,ZNF562
2657,ZNF846
2658,KEAP1
2659,DNM2
2660,SMARCA4
2661,ZNF700
2662,CACNA1A
2663,IL27RA
2664,ADGRE2
2665,BRD4
2666,AKAP8L
2667,EPS15L1
2668,MYO9B
2669,COLGALT1
2670,JAK3
2671,MAST3
2672,ELL
2673,SUGP2
2674,GATAD2A
2675,ZNF431
2676,ZNF100
2677,ZNF91
2678,ZNF254
2679,URI1
2680,LSM14A
2681,KIAA0355
2682,GPI
2683,UBA2
2684,GRAMD1A
2685,USF2
2686,HAMP
2687,TYROBP
2688,SIPA1L3
2689,RYR1
2690,ZFP36
2691,FCGBP
2692,ZNF780B
2693,PLD3
2694,AXL
2695,TGFB1
2696,RPS19
2697,ARHGEF1
2698,POU2F2
2699,APOE
2700,APOC1
2701,APOC2
2702,CLASRP
2703,ARHGAP35
2704,CARD8
2705,RPL18
2706,FTL
2707,SNRNP70
2708,RPL13A
2709,RPS11
2710,FCGRT
2711,SIGLEC8
2712,ZNF83
2713,RPS9
2714,LAIR1
2715,LENG8
2716,LILRB1
2717,RPL28
2718,CSNK2A1
2719,PSMF1
2720,SIRPB2
2721,SIRPA
2722,PTPRA
2723,C20orf194
2724,ATRN
2725,MAVS
2726,PANK2
2727,RNF24
2728,RASSF2
2729,SLC23A2
2730,CDS2
2731,GPCPD1
2732,SHLD1
2733,PLCB1
2734,SNAP25
2735,SLX4IP
2736,SPTLC3
2737,TASP1
2738,MACROD2
2739,KIF16B
2740,RRBP1
2741,RIN2
2742,RALGAPA2
2743,XRN2
2744,CST3
2745,SYNDIG1
2746,CST7
2747,APMAP
2748,ABHD12
2749,HM13
2750,BCL2L1
2751,HCK
2752,TM9SF4
2753,ASXL1
2754,NOL4L
2755,CBFA2T2
2756,RALY
2757,ITCH
2758,NCOA6
2759,TRPC4AP
2760,MMP24OS
2761,UQCC1
2762,RBM39
2763,PHF20
2764,SOGA1
2765,SAMHD1
2766,RPN2
2767,CTNNBL1
2768,RALGAPB
2769,TOP1
2770,CHD6
2771,YWHAB
2772,STK4
2773,ZMYND8
2774,NCOA3
2775,ARFGEF2
2776,STAU1
2777,B4GALT5
2778,CEBPB
2779,PTPN1
2780,ADNP
2781,NFATC2
2782,VAPB
2783,STX16
2784,GNAS
2785,CTSZ
2786,MIR646HG
2787,DIDO1
2788,ZBTB46
2789,DNAJC5
2790,SAMSN1
2791,NRIP1
2792,USP25
2793,MIR99AHG
2794,NCAM2
2795,LINC01684
2796,APP
2797,BACH1
2798,TIAM1
2799,SOD1
2800,SCAF4
2801,SYNJ1
2802,PAXBP1
2803,IFNAR2
2804,IL10RB
2805,IFNAR1
2806,IFNGR2
2807,SON
2808,ITSN1
2809,DOP1B
2810,MORC3
2811,HLCS
2812,TTC3
2813,DYRK1A
2814,ETS2
2815,BRWD1
2816,HMGN1
2817,DSCAM
2818,MX1
2819,PDE9A
2820,PDXK
2821,AGPAT3
2822,TRAPPC10
2823,TRPM2
2824,UBE2G2
2825,PTTG1IP
2826,ITGB2
2827,MCM3AP
2828,DIP2A
2829,PRMT2
2830,IL17RA
2831,MICAL3
2832,TANGO2
2833,MED15
2834,PI4KA
2835,MAPK1
2836,CABIN1
2837,SPECC1L
2838,GRK3
2839,PITPNB
2840,TTC28
2841,EWSR1
2842,AP1B1
2843,MTMR3
2844,LIMK2
2845,PRR14L
2846,YWHAH
2847,LARGE1
2848,HMOX1
2849,RBFOX2
2850,MYH9
2851,CYTH4
2852,DDX17
2853,PDGFB
2854,RPL3
2855,TNRC6B
2856,MRTFA
2857,EP300
2858,SREBF2
2859,TCF20
2860,PACSIN2
2861,PARVB
2862,PARVG
2863,KIAA0930
2864,ATXN10
2865,MIRLET7BHG
2866,C22orf34
2867,PPP6R2
2868,TYMP
2869,CSF2RA
2870,DHRSX
2871,CD99
2872,PRKX
2873,PUDP
2874,ANOS1
2875,TBL1X
2876,ARHGAP6
2877,FRMPD4
2878,TMSB4X
2879,CA5B
2880,SH3KBP1
2881,RPS6KA3
2882,SMS
2883,SAT1
2884,ZFX
2885,PDK3
2886,POLA1
2887,IL1RAPL1
2888,GK
2889,DMD
2890,CYBB
2891,MED14
2892,USP9X
2893,DDX3X
2894,CASK
2895,GPR34
2896,KDM6A
2897,CLCN5
2898,KANTR
2899,HUWE1
2900,NBDY
2901,LINC01278
2902,MSN
2903,AL034397.3
2904,VSIG4
2905,OPHN1
2906,EDA
2907,TAF1
2908,OGT
2909,HDAC8
2910,XIST
2911,JPX
2912,ABCB7
2913,ATRX
2914,PGK1
2915,BRWD3
2916,SH3BGRL
2917,CHM
2918,ARMCX4
2919,ACSL4
2920,TMEM164
2921,ALG13
2922,XACT
2923,WDR44
2924,DOCK11
2925,IL13RA1
2926,SEPTIN6
2927,LAMP2
2928,THOC2
2929,XIAP
2930,STAG2
2931,AL008633.1
2932,ENOX2
2933,ARHGEF6
2934,RBMX
2935,ATP11C
2936,LINC00632
2937,IDS
2938,LINC00894
2939,ARHGAP4
2940,MECP2
2941,RPL10
2942,GAB3
2943,TMLHE
2944,LINC00278
2945,USP9Y
2946,UTY
2947,MT-ND1
2948,MT-ND2
2949,MT-CO1
2950,MT-CO2
2951,MT-ATP6
2952,MT-CO3
2953,MT-ND3
2954,MT-ND4
2955,MT-ND5
2956,MT-CYB
