candidate_id,donor_id,leave_one_donor_out_delta,high_influence_flag,interpretation
latent_plus_tier1_plus_tier2,H21.33.043,-0.004786532891146444,False,within tolerance
latent_plus_tier1_plus_tier2,H21.33.044,0.009373242097309109,False,within tolerance
latent_plus_tier1_plus_tier2,H21.33.045,-0.007687334704672366,False,within tolerance
latent_plus_tier1_plus_tier2,H21.33.046,0.008411905461567504,False,within tolerance
latent_plus_tier1_plus_tier2,H21.33.047,-0.0013483900759833634,False,within tolerance
latent_plus_tier1_safe_metadata,H19.33.004,0.0017035882822125092,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.001,0.001317374437285801,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.002,-0.005621880841669702,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.004,-0.005319626528248855,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.005,-0.001083868163780477,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.008,-0.0007648219440583581,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.011,0.001329968367011658,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.012,0.0028538338638421923,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.013,0.010519339090323099,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.014,-0.0054287739192063755,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.015,0.00018811873853263883,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.016,0.00044419530962530596,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.017,-0.004668940159078705,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.018,-0.004568188721271682,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.019,0.0007758354590733374,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.020,-0.008489098842593301,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.024,0.0014936894534480216,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.025,0.007912395637067415,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.026,-0.009005449961353995,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.027,-0.0018227120410316267,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.028,0.003168682106989007,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.029,-0.00031983642707755777,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.030,-0.0018562958536340601,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.031,0.0036766372725992036,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.032,0.008071918746928586,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.033,0.0032820274745218314,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.034,0.005628696380109377,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.035,-0.001554041540213047,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.036,0.0019344769938535733,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.037,-0.0021711440967808193,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.038,-0.0027000891452673703,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.039,0.004948624174912264,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.040,-0.0012853710393944673,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.041,-0.0003198364270776133,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.043,-0.001255985203367338,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.044,-0.00039540000543275555,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.045,-0.008237220248075883,False,within tolerance
latent_plus_tier1_safe_metadata,H20.33.046,0.003202265919591385,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.001,0.004465856868753892,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.002,-0.0004793595369386172,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.003,-0.005793997881256674,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.004,0.0009185666626332356,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.005,0.0012586027652317089,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.006,-0.0009747207728229013,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.007,-0.00029884654420109236,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.008,0.0003812256609959652,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.009,-0.011448672328173204,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.010,0.003227453779043099,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.011,-0.009870233135863937,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.012,0.011384122264832985,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.013,-0.006020688616322323,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.014,-0.0041987667826461905,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.015,-0.003006541435263632,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.016,-0.002842820348827324,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.017,0.010523537066898292,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.018,0.0026817168242552203,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.019,0.0045708062831359975,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.020,-0.007103766572747361,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.021,0.002627143128776488,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.022,-0.001717762626649355,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.023,0.0013425622967375705,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.025,0.00022590052771015445,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.026,-0.005323824504824104,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.027,0.00020071266825849587,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.028,0.005716853888190432,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.029,0.006338154421333508,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.030,0.0038865361013637467,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.031,-7.902073554943989e-07,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.032,0.003282027474521887,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.033,-0.003703405546761851,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.034,-0.002465002457051113,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.035,-0.0021921339796572292,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.036,0.000754845576196761,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.037,-0.0027756527236226236,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.038,0.0010529019130425255,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.039,0.0005659366303087943,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.040,0.0017329741182396385,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.041,0.0014055319453669113,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.042,-0.00607946028837647,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.043,-0.00142810224295431,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.044,0.010347222050736127,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.045,-0.007804828660820884,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.046,0.007773862410082932,False,within tolerance
latent_plus_tier1_safe_metadata,H21.33.047,-0.0010502843511781546,False,within tolerance
latent_plus_tier2_composition,H19.33.004,0.00015967127374016954,False,within tolerance
latent_plus_tier2_composition,H20.33.001,0.00015967127374016954,False,within tolerance
latent_plus_tier2_composition,H20.33.002,-0.006040740127964239,False,within tolerance
latent_plus_tier2_composition,H20.33.004,-0.0022373733507508042,False,within tolerance
latent_plus_tier2_composition,H20.33.005,-0.004844316804006266,False,within tolerance
latent_plus_tier2_composition,H20.33.008,0.0042610943877992025,False,within tolerance
latent_plus_tier2_composition,H20.33.011,0.00630550897996579,False,within tolerance
latent_plus_tier2_composition,H20.33.012,0.00579335583778029,False,within tolerance
latent_plus_tier2_composition,H20.33.013,0.006280321120514021,False,within tolerance
latent_plus_tier2_composition,H20.33.014,-0.005457221383998789,False,within tolerance
latent_plus_tier2_composition,H20.33.015,0.0032283921502777035,False,within tolerance
latent_plus_tier2_composition,H20.33.016,-0.002619389219102264,False,within tolerance
latent_plus_tier2_composition,H20.33.017,-0.0048401188274310725,False,within tolerance
latent_plus_tier2_composition,H20.33.018,-0.006615862918779025,False,within tolerance
latent_plus_tier2_composition,H20.33.019,0.0002898085475742107,False,within tolerance
latent_plus_tier2_composition,H20.33.020,-0.008412596893003443,False,within tolerance
latent_plus_tier2_composition,H20.33.024,0.00530219257847131,False,within tolerance
latent_plus_tier2_composition,H20.33.025,0.019617292700212674,False,within tolerance
latent_plus_tier2_composition,H20.33.026,-0.008467170588482231,False,within tolerance
latent_plus_tier2_composition,H20.33.027,0.007396982889541326,False,within tolerance
latent_plus_tier2_composition,H20.33.028,-0.0024514701560906516,False,within tolerance
latent_plus_tier2_composition,H20.33.029,-0.0011458994411752688,False,within tolerance
latent_plus_tier2_composition,H20.33.030,-0.0006001624863874455,False,within tolerance
latent_plus_tier2_composition,H20.33.031,0.0021914919361809004,False,within tolerance
