dataset,embedding_space,n_cells,external_donor_id,condition,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127,n_cells_before_filter,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,gene_overlap_fraction,control_centroid_shift_applied,control_centroid_shift_l2,missing_gene_imputation,alignment
GSE138852_Grubman_Leng,projector,21,AD1_AD2,AD,-0.37653756,0.07445967,-0.09153138,-0.07132468,-0.039508484,-0.2669463,-0.112317935,0.18396282,-0.019608468,0.3826004,0.36163333,-0.14046425,-0.27819127,0.17738655,-0.13172108,-0.28485942,-0.23066986,-0.28795135,-0.39776498,-0.355052,-0.29117498,0.124744356,0.09236916,0.12746453,-0.039329246,-0.035884228,-0.011728436,0.017488316,0.026364371,-0.13422509,0.42869043,-0.32974994,0.07797161,-0.11209983,0.29287308,-0.5276712,0.31164894,0.07707673,-0.25998718,0.51065814,0.0020573437,-0.089939415,0.13624647,0.18011457,0.12529969,0.05460471,-0.47295165,-0.07606818,0.12141321,0.36724266,-0.18617815,0.45975482,-0.32596648,0.27913347,-0.27754903,-0.3024202,-0.19430926,0.086294994,-0.24430485,0.09023307,-0.41895458,0.45418674,0.154009,-0.12220954,0.39110053,0.29733467,0.58837175,-0.083300225,-0.007684782,-0.06979722,-0.22659852,0.2542814,0.38389173,-0.20930138,0.52150446,0.0055241883,-0.6731582,0.13475502,-0.19277847,-0.30221495,0.017259955,-0.2940489,-0.2737052,-0.0535081,-0.092330754,0.023092449,-0.039776236,0.035365485,-0.121961,-0.33954197,0.20756486,0.09219714,0.008810826,-0.080083996,0.35348123,0.122292876,-0.3938171,0.061794996,0.45430923,-0.19774714,0.02854054,0.23177826,-0.39470768,0.35082382,-0.041030973,-0.101512626,0.06520492,0.1733516,-0.047415167,-0.10088201,-0.13607061,-0.28134075,-0.28180963,0.0059289113,0.0067721605,-0.13609296,0.2236144,0.10276375,0.00044167042,0.4022773,-0.12400663,0.11768369,0.12140721,0.4488412,0.4427371,0.16106479,-0.016318306,-0.3126334,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,87,AD3_AD4,AD,-0.5089345,-0.11877084,-0.02582322,-0.23455977,0.14113936,-0.33746132,-0.21675603,0.19455475,-0.1567486,0.16961467,0.40007046,-0.14133283,-0.30149534,0.34515983,-0.25383237,-0.42029786,-0.14833066,-0.48533174,-0.3493814,-0.36758184,-0.29494542,0.15701966,0.07771305,0.07476848,-0.056529894,0.18974847,-0.04463038,-0.25994644,0.028517455,-0.06505835,0.57311356,-0.47322458,-0.00023782253,-0.07182813,0.33179384,-0.69772506,0.49358907,0.13482188,-0.23835734,0.48364064,0.016279489,-0.2125247,0.30558518,-0.0023852587,0.087987125,0.17151812,-0.48632607,-0.22742984,0.06535045,0.53075826,-0.3197549,0.62242866,-0.36174875,0.30276728,-0.26764148,-0.1868771,-0.12000313,0.123717815,-0.22514518,0.13820453,-0.34701356,0.5988564,0.18181197,-0.23357081,0.4437113,0.46681237,0.63874537,0.06956719,-0.03002812,-0.017371178,-0.31263748,0.36041012,0.2328851,-0.22135559,0.7566592,0.071468696,-0.98746204,0.24227905,-0.21384141,-0.49483132,-0.06709477,-0.046468735,-0.30183256,-0.059486423,-0.13001318,-0.024966285,-0.16346228,0.09337922,-0.23484951,-0.2694902,0.54279345,0.09527346,-0.06299406,-0.10088268,0.28895354,0.1486912,-0.381994,-0.10570502,0.6261588,-0.14580244,0.023147848,0.27451748,-0.43784,0.46892115,-0.19747692,0.07363449,0.06483197,0.12343328,-0.0061278343,-0.10982114,0.049029298,-0.3871366,-0.32422572,0.05877738,-0.14693823,-0.21144995,0.4348397,-0.059406217,-0.07892275,0.5612991,-0.26525903,-0.23210333,0.15514389,0.49756217,0.45307055,0.19704024,-0.11231017,-0.38501203,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,64,AD5_AD6,AD,-0.3826676,0.083604455,-0.09979187,-0.093374014,-0.056658525,-0.2616934,-0.10615076,0.18102291,-0.024937585,0.3863484,0.35575065,-0.1305754,-0.2975034,0.18860894,-0.13230133,-0.29413128,-0.23278779,-0.29624245,-0.40563923,-0.36002848,-0.28392056,0.124718696,0.08601517,0.10560799,-0.021144405,-0.03971198,0.0023750737,0.0139101,0.02238987,-0.13336134,0.4375735,-0.32715297,0.105594665,-0.13567147,0.29985282,-0.548614,0.33153087,0.08172968,-0.27707157,0.5054139,0.0036802888,-0.08910109,0.14855751,0.16917732,0.103613734,0.06492478,-0.507714,-0.08779825,0.11308556,0.35661453,-0.18844248,0.4576554,-0.36028683,0.31078056,-0.3012797,-0.30568275,-0.1892042,0.084657535,-0.24381979,0.071675494,-0.4290135,0.4534753,0.15244263,-0.11581235,0.3975678,0.31019267,0.59679776,-0.09143995,0.005262956,-0.053780705,-0.23578261,0.27540615,0.39715868,-0.22953093,0.5197719,0.017877921,-0.68561125,0.10946977,-0.18260127,-0.31852362,0.04159233,-0.27109075,-0.2727691,-0.04395126,-0.08881521,0.032383703,-0.039481945,0.04099907,-0.1094152,-0.33720642,0.18434271,0.097943395,0.0042456016,-0.08930352,0.34954375,0.13863817,-0.39333603,0.037395835,0.4209494,-0.21339214,0.021979231,0.2218027,-0.40182847,0.34021756,-0.033311456,-0.09470077,0.07420874,0.16943957,-0.040475488,-0.08899427,-0.1455388,-0.2743574,-0.2809678,-0.006460756,0.019727021,-0.13525206,0.22832394,0.101653345,-0.009199679,0.39363235,-0.11343336,0.14302388,0.124389425,0.45394778,0.46029374,0.1489488,-0.02572298,-0.29845816,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,54,Ct1_Ct2,Control,-0.3833713,0.07749969,-0.095581725,-0.09181589,-0.049487386,-0.26261425,-0.11057933,0.18322933,-0.025228098,0.3801975,0.35850886,-0.13273065,-0.29105508,0.18883121,-0.13233599,-0.29488653,-0.22968107,-0.29534826,-0.40343675,-0.35797268,-0.28467855,0.12402275,0.08897299,0.110510826,-0.025317565,-0.03520802,-0.005643472,0.009492755,0.021508709,-0.13292967,0.4375865,-0.32892787,0.09847966,-0.1289869,0.29966593,-0.5454525,0.32826987,0.08203702,-0.27051356,0.5063151,0.004396498,-0.092222735,0.15014282,0.16879103,0.10660201,0.0642457,-0.49906474,-0.08692223,0.11319815,0.36247292,-0.18842688,0.46157074,-0.35107154,0.30355316,-0.29464948,-0.3008511,-0.18900922,0.08305319,-0.24465443,0.07674675,-0.42561424,0.45673978,0.1517562,-0.11808354,0.3938986,0.3100357,0.5942026,-0.08563508,-9.532273e-05,-0.058187008,-0.23087767,0.27289492,0.3924501,-0.22352064,0.5232933,0.015942141,-0.68679637,0.11649522,-0.18535477,-0.31981933,0.034867257,-0.2719397,-0.2715705,-0.046561997,-0.08914605,0.029586248,-0.042267375,0.04117263,-0.11565831,-0.33650833,0.19581878,0.09685806,0.004321955,-0.08857456,0.34838498,0.13403541,-0.3914073,0.04019624,0.4317714,-0.20667824,0.023256589,0.22381452,-0.40140587,0.34398273,-0.037444383,-0.094450966,0.07209587,0.17032559,-0.042953968,-0.09381294,-0.13774537,-0.27739814,-0.2834198,-0.0022746995,0.0133455545,-0.13670409,0.23196073,0.09875084,-0.0061249435,0.39765185,-0.118995816,0.12891558,0.12473227,0.45168963,0.45583332,0.1536899,-0.023833185,-0.30016732,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,142,Ct3_Ct4,Control,-0.54660535,-0.16263683,-0.013772145,-0.29377103,0.18488345,-0.35242298,-0.23722102,0.19527096,-0.1953507,0.10771319,0.40785334,-0.13505164,-0.31690657,0.39894277,-0.28575158,-0.46199852,-0.123912096,-0.53966856,-0.3457898,-0.3662196,-0.29298857,0.1621126,0.074364625,0.045688868,-0.049036816,0.24729013,-0.060410812,-0.33420515,0.019051027,-0.051714897,0.6148378,-0.51246154,0.003006518,-0.081404686,0.35249034,-0.75580573,0.5478026,0.1555995,-0.23663867,0.47886094,0.02260995,-0.24548991,0.35660666,-0.060220182,0.064813256,0.20573226,-0.51181006,-0.27359277,0.040023156,0.56620437,-0.35268945,0.6647047,-0.39127386,0.33357427,-0.27877864,-0.15503365,-0.10178248,0.13042848,-0.22310744,0.13876723,-0.3356985,0.6376031,0.18527573,-0.26095155,0.45605618,0.51775074,0.65259105,0.105345756,-0.03348565,0.009385616,-0.33324724,0.3981435,0.20121919,-0.24343783,0.8100194,0.10341868,-1.0764047,0.25263768,-0.21495238,-0.55685985,-0.070958346,0.033423305,-0.30917522,-0.05385046,-0.13344878,-0.0269164,-0.20227,0.108898856,-0.26219493,-0.25357667,0.61511564,0.098464265,-0.07995303,-0.11450139,0.2635561,0.16382131,-0.37512589,-0.16378611,0.64762837,-0.14117151,0.024228338,0.28565708,-0.45298773,0.49850792,-0.22437078,0.1201807,0.06945643,0.10985863,0.0044716597,-0.10963383,0.10346437,-0.4062948,-0.3398056,0.065991625,-0.17944351,-0.23238425,0.49530366,-0.10121452,-0.101588756,0.6007034,-0.29814282,-0.31351793,0.1625141,0.51022947,0.4643858,0.19387235,-0.147912,-0.3972689,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,81,Ct5_Ct6,Control,-0.43854862,-0.041742697,-0.046180904,-0.110756576,0.06357603,-0.30638155,-0.17697553,0.19211105,-0.07979516,0.28644285,0.3833833,-0.16119912,-0.25754425,0.23425934,-0.19400896,-0.33363944,-0.19581866,-0.37570107,-0.3618952,-0.36692452,-0.30030695,0.14500138,0.08526959,0.1373561,-0.077825025,0.074619085,-0.0261392,-0.11513664,0.045788284,-0.089222,0.48853457,-0.39645955,-0.018149137,-0.044470966,0.28761375,-0.57149667,0.37593704,0.08745986,-0.23361354,0.49622956,0.0033859015,-0.14609782,0.19913754,0.1151855,0.1452713,0.103961915,-0.41754097,-0.12901203,0.12294311,0.47437772,-0.24910231,0.5380285,-0.28742182,0.22689006,-0.23756231,-0.24474932,-0.16537817,0.11365569,-0.22872229,0.14893757,-0.3647077,0.5223236,0.17814949,-0.18370357,0.41534996,0.3616894,0.6148514,0.0032111704,-0.027050331,-0.07535887,-0.26364058,0.278384,0.296432,-0.17356434,0.6499048,0.0067408383,-0.8068018,0.22826582,-0.21954876,-0.36238873,-0.06980446,-0.21375382,-0.2829054,-0.07479167,-0.12217678,-0.023318663,-0.08557915,0.061532713,-0.18927807,-0.30454743,0.41463035,0.093611866,-0.016656712,-0.06302419,0.3416726,0.109108984,-0.39192855,0.022633612,0.6049016,-0.1537137,0.018613461,0.25876254,-0.4041287,0.41942012,-0.1457538,-0.023971453,0.05101332,0.15319793,-0.02741307,-0.11461948,-0.05226744,-0.3494514,-0.2970993,0.046867687,-0.083723724,-0.1725851,0.31672034,0.020939134,-0.03279823,0.47950143,-0.20333634,-0.086376294,0.14709745,0.4706747,0.43089402,0.2120523,-0.039121285,-0.37267518,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
