source,target,source_idx,target_idx,in_string,in_wgcna,string_score,wgcna_tom,support
XPO4,XPO6,2050,2384,True,True,823.0,0.3429285,both
ATE1,UBR2,1754,1130,True,True,813.0,0.34275702,both
BRD4,TAF1,2665,2907,True,True,737.0,0.34272403,both
CHM,RAB7A,2917,672,True,True,947.0,0.34262806,both
RPLP2,RPS18,1763,1113,True,True,999.0,0.34262538,both
RPL17,RPL3,2613,2854,True,True,999.0,0.34256986,both
DNMT3A,SUZ12,301,2483,True,True,798.0,0.3423913,both
CORO1A,ITGB2,2385,2826,True,True,784.0,0.34218675,both
ARRB2,BRAF,2446,1376,True,True,959.0,0.34206632,both
IKZF1,SPI1,1290,1809,True,True,864.0,0.34204012,both
PRKDC,RPTOR,1442,2566,True,True,876.0,0.34198648,both
RPL28,RPL35,2717,1607,True,True,999.0,0.34190828,both
EIF3A,RPS8,1748,82,True,True,983.0,0.3418613,both
HDAC8,YY1,2909,2231,True,True,754.0,0.34173748,both
BRAF,PIK3CA,1376,721,True,True,947.0,0.3417268,both
EEFSEC,RPS9,671,2713,True,True,959.0,0.3413705,both
RPL37A,RPS9,509,2713,True,True,999.0,0.34119672,both
RPL11,RPL6,38,2026,True,True,999.0,0.34114534,both
RPL7A,RPL9,1624,791,True,True,999.0,0.34113497,both
RPL19,RPLP1,2498,2315,True,True,999.0,0.34110522,both
RPL6,RPS14,2026,1027,True,True,999.0,0.34105164,both
NFKB1,STAT5B,846,2504,True,True,741.0,0.34097397,both
APC,BTRC,983,1730,True,True,998.0,0.3405729,both
SNRNP70,ZRANB2,2707,114,True,True,860.0,0.34054756,both
KMT2A,RPS27A,1874,345,True,True,827.0,0.34050688,both
HNRNPA2B1,WTAP,1269,1235,True,True,804.0,0.3405059,both
GSK3B,NOTCH2,650,165,True,True,840.0,0.34049946,both
APC,CTNNA1,983,1008,True,True,975.0,0.3404203,both
RPL35,RPL9,1607,791,True,True,999.0,0.34030783,both
RPL3,RPL7A,2854,1624,True,True,999.0,0.34030122,both
CSNK2A1,OGT,2718,2908,True,True,982.0,0.34012595,both
APAF1,XIAP,2001,2929,True,True,977.0,0.3399414,both
HNRNPA2B1,YTHDF3,1269,1457,True,True,869.0,0.33984804,both
RPLP1,RPS18,2315,1113,True,True,999.0,0.3397878,both
DHX36,DHX9,702,224,True,True,815.0,0.33976653,both
BRD4,KMT2A,2665,1874,True,True,870.0,0.33973172,both
PTMA,RPLP1,528,2315,True,True,787.0,0.339721,both
CNOT6L,RC3H1,819,211,True,True,724.0,0.3396163,both
MAPK8,NFATC3,1668,2407,True,True,995.0,0.33956537,both
MAPK14,SUPT20H,1120,2068,True,True,890.0,0.3395268,both
PPP2R2A,PPP4R2,1421,632,True,True,950.0,0.3392773,both
EXOC2,EXOC5,1059,2172,True,True,999.0,0.33916986,both
RBM39,RBM5,2762,604,True,True,955.0,0.3389863,both
EPC1,TRRAP,1658,1327,True,True,998.0,0.338971,both
CLTA,ITSN1,1544,2808,True,True,824.0,0.3389599,both
ISG15,RPS2,0,2350,True,True,795.0,0.33886504,both
KPNA1,KPNA3,658,2089,True,True,946.0,0.33861512,both
EPS15L1,UBC,2667,2043,True,True,773.0,0.33860236,both
RPL6,RPS15,2026,2641,True,True,999.0,0.33858076,both
KDM2B,YAF2,2035,1936,True,True,992.0,0.33852047,both
MAP3K1,PAK2,933,750,True,True,818.0,0.3384886,both
RPS8,RPS9,82,2713,True,True,999.0,0.3384184,both
KIAA2026,RIC1,1523,1522,True,True,711.0,0.33823633,both
EEFSEC,RPL9,671,791,True,True,944.0,0.33818862,both
RPL28,RPLP1,2717,2315,True,True,999.0,0.33813968,both
RPL21,RPL3,2057,2854,True,True,999.0,0.33787218,both
PMS1,RAD23B,478,1581,True,True,719.0,0.33782697,both
RPL26,RPL6,2453,2026,True,True,999.0,0.33777025,both
RPL9,RPLP2,791,1763,True,True,999.0,0.33759123,both
BDP1,SMARCC1,943,596,True,True,832.0,0.33727738,both
PIK3C2A,PTEN,1788,1706,True,True,934.0,0.33722696,both
UBAP1,UBC,1542,2043,True,True,816.0,0.33712107,both
KHDRBS1,SRSF7,56,321,True,True,700.0,0.33692443,both
ISG15,UBE2E1,0,559,True,True,839.0,0.33688203,both
RAC1,WASL,1252,1357,True,True,848.0,0.33666477,both
RPL19,TPT1,2498,2077,True,True,956.0,0.3366615,both
SCFD1,STX18,2141,766,True,True,998.0,0.3366554,both
ACTB,WASL,1248,1357,True,True,979.0,0.33663762,both
FXR1,TIAL1,724,1751,True,True,748.0,0.33656135,both
SIK3,YWHAZ,1872,1480,True,True,723.0,0.33652014,both
EEFSEC,RPL35,671,1607,True,True,946.0,0.3364787,both
RPL6,RPS25,2026,1876,True,True,999.0,0.33643457,both
MAP3K7,MAPK1,1165,2835,True,True,926.0,0.33641377,both
ELL,VPS36,2672,2097,True,True,947.0,0.33635905,both
RPL34,RPL6,852,2026,True,True,999.0,0.3362993,both
RPS14,RPS23,1027,963,True,True,999.0,0.33624738,both
RPL6,RPS27,2026,185,True,True,999.0,0.33605775,both
HDAC4,YWHAE,536,2435,True,True,851.0,0.33602807,both
ECHDC1,PCCA,1197,2117,True,True,945.0,0.33594963,both
CUL3,SEC31A,515,823,True,True,716.0,0.33590868,both
RPL11,RPS23,38,963,True,True,999.0,0.33580095,both
SCFD1,SEC24B,2141,853,True,True,784.0,0.3357451,both
FTO,RBMX,2399,2934,True,True,702.0,0.3357236,both
EEFSEC,RPS18,671,1113,True,True,978.0,0.33571038,both
EEFSEC,RPL6,671,2026,True,True,912.0,0.33532256,both
RPL6,RPS23,2026,963,True,True,999.0,0.33531436,both
RPL26,RPS23,2453,963,True,True,999.0,0.33522707,both
CUL3,RHOA,515,601,True,True,858.0,0.33504057,both
RPL18,RPL6,2705,2026,True,True,999.0,0.33499724,both
EIF3H,RPS9,1491,2713,True,True,933.0,0.33453757,both
BBS9,WDPCP,1279,355,True,True,825.0,0.33449352,both
RPL19,RPS2,2498,2350,True,True,999.0,0.33444488,both
AATF,RPS28,2494,2652,True,True,988.0,0.3343522,both
ARID1A,KDM3B,45,1007,True,True,762.0,0.3342307,both
RPS18,RPS2,1113,2350,True,True,999.0,0.33412352,both
VPS41,VPS45,1282,173,True,True,935.0,0.334068,both
KIAA1328,RPAP2,2604,130,True,True,999.0,0.33397168,both
UBE2D2,XIAP,1010,2929,True,True,881.0,0.33392343,both
EEFSEC,RPL28,671,2717,True,True,904.0,0.33390567,both
NPLOC4,SEL1L,2568,2211,True,True,859.0,0.3338683,both
PAPOLA,WDR33,2227,419,True,True,983.0,0.33383614,both
RPL9,RPLP1,791,2315,True,True,999.0,0.33382684,both
DCAF10,TRPC4AP,1547,2759,True,True,900.0,0.33380333,both
RPL34,RPS23,852,963,True,True,999.0,0.33376965,both
MAP3K1,NFKB1,933,846,True,True,796.0,0.33374247,both
FUS,TIAL1,2386,1751,True,True,779.0,0.33370045,both
AP1G1,CLINT1,2413,1033,True,True,897.0,0.33368456,both
HNRNPA2B1,HNRNPM,1269,2653,True,True,987.0,0.33367065,both
AFF4,CDC73,1001,233,True,True,960.0,0.3336504,both
