epoch,loss,alignment_loss,variance_loss,covariance_loss,mask_fraction,ema_decay,grad_norm,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
1,0.06727361233649068,0.060564475318494314,0.008639608654148949,0.09962429133609842,0.2,0.992,0.3540025872800249,50.118595500011,798.1069621153135,8.610301971435547,0.3586955666542053,0.1168496310710907,17740078,3943,40102,0,0,1852039
2,0.005375583849537868,9.60232731633293e-05,0.008914635213205038,0.06993266888938773,0.23333333333333334,0.9928333333333333,0.01178174072834916,50.520184099907055,791.7627521090841,19.24420738220215,0.4570264220237732,0.007445768918842077,17743825,3924,39829,0,0,1851994
3,0.005103948503768387,8.342631708699674e-05,0.008977510079670067,0.06450040218310234,0.26666666666666666,0.9936666666666667,0.01382008253242642,51.26624779996928,780.2404450599166,52.41603469848633,0.17342686653137207,0.0023276132997125387,17740927,3872,39304,0,0,1852026
4,0.004995625162610231,7.700805846875468e-05,0.00900902570531772,0.06233623780952856,0.3,0.9945,0.014107459555037867,51.89147180004511,770.8395736804911,59.287864685058594,0.13084764778614044,0.0019218262750655413,17742639,4063,41216,0,0,1851954
5,0.0049625253208136315,7.294580197562805e-05,0.009023685656940214,0.06169684632374837,0.33333333333333337,0.9953333333333334,0.014513813252278124,51.77762359997723,772.534489203896,60.26968765258789,0.12868629395961761,0.0018859009724110365,17740923,3902,39483,0,0,1852004
6,0.004976387610272192,6.938590028415472e-05,0.009030971937952713,0.06201614471622549,0.3666666666666667,0.9961666666666666,0.014365401232061675,52.74337799998466,758.3890436447138,61.40183639526367,0.12474192678928375,0.0018033756641671062,17744614,3945,39997,0,0,1852033
7,0.005026706687796611,6.756843469394282e-05,0.009032868682005153,0.06305128853684797,0.4,0.997,0.015311194726596243,56.06712459994014,713.4305581999242,61.51131820678711,0.1263396292924881,0.0018364863935858011,17744603,4099,41528,0,0,1852002
8,0.005102885894465466,6.603966124903279e-05,0.009028485958306744,0.06462297927790557,0.43333333333333335,0.9978333333333333,0.015649261937949795,56.42023719998542,708.9654702836012,61.93806076049805,0.124508336186409,0.0018134124111384153,17743091,3996,40463,0,0,1851964
9,0.005171957562644832,6.433911978627165e-05,0.009023333872897556,0.06605903187784525,0.4666666666666667,0.9986666666666667,0.014661284550405539,56.450716000050306,708.5826865325207,64.83489990234375,0.10868170857429504,0.0016651938203722239,17738690,4021,40695,0,0,1852008
10,0.005235623749800193,6.423781093317098e-05,0.009018587302595091,0.06735336768646209,0.5,0.9995,0.015274230152749407,56.33575700002257,710.0286235611244,65.41825866699219,0.10086444765329361,0.0016472302377223969,17744449,4026,40825,0,0,1852017
11,0.005300959801307311,6.317978088086405e-05,0.009012163625643277,0.06870694386478239,0.5,0.9995,0.014588193697170519,56.40752740006428,709.1252150852905,66.09593963623047,0.09791000932455063,0.0016011709813028574,17742183,4064,41204,0,0,1851970
12,0.0053901197879720995,6.2409681253159e-05,0.00900219404361785,0.07054542406155659,0.5,0.9995,0.01390213849909675,56.575973900035024,707.0139008243433,67.81300354003906,0.09220155328512192,0.001541982521302998,17738462,3951,40012,0,0,1852028
13,0.005490892960990485,6.178468941880491e-05,0.00899065105607525,0.07261955927307613,0.5,0.9995,0.013540321282637767,56.363056499976665,709.6847205228581,69.41038513183594,0.08382773399353027,0.001485475106164813,17735979,3997,40536,0,0,1851979
14,0.005605132427637855,6.172756036630453e-05,0.008978520499203151,0.07495401346216948,0.5,0.9995,0.013792873385508126,56.41153819998726,709.0747970423014,68.0341796875,0.08847266435623169,0.0015347541775554419,17743569,4115,41732,0,0,1851999
15,0.0057473928137971,6.0786073581098365e-05,0.00896079169985014,0.07788896585662906,0.5,0.9995,0.01280551731509094,56.41479840001557,709.0338197501909,70.1092529296875,0.07845760881900787,0.0014316452434286475,17739152,3917,39838,0,0,1851974
16,0.005908285102512414,6.0760936797998205e-05,0.008941548626524761,0.08118428662419319,0.5,0.9995,0.012778492738156559,56.43584559997544,708.769392480183,69.98143768310547,0.07980988174676895,0.00144721451215446,17740474,3956,40038,0,0,1851927
17,0.00610028559002823,6.159654440590368e-05,0.008918094261290548,0.08510140120126188,0.5,0.9995,0.013117079361202046,56.492121599963866,708.0633346230279,67.86262512207031,0.085199274122715,0.0015165630029514432,17740113,3933,39832,0,0,1851970
18,0.006320433589977959,6.111894552700055e-05,0.00889083789215206,0.0896229385472715,0.5,0.9995,0.012316237147242878,56.51966520003043,707.7182757264186,69.236083984375,0.08136951178312302,0.0014460745733231306,17735169,3985,40468,0,0,1851966
19,0.006580072749679843,6.0946034928099416e-05,0.008856589819628972,0.09495617235049653,0.5,0.9995,0.011436642711452498,56.489550499944016,708.0955618515612,67.94856262207031,0.09312880784273148,0.001456431346014142,17733458,4134,41904,0,0,1852059
20,0.006868681984956558,6.235102875925862e-05,0.00882070107510486,0.10084381175879091,0.5,0.9995,0.01213814721505244,56.40096420003101,709.207733721297,66.8082504272461,0.08904681354761124,0.0014931538607925177,17749340,4009,40715,0,0,1852013
21,0.007209889400310029,6.247937869720946e-05,0.008775947921977828,0.10784440580457925,0.5,0.9995,0.010986009481758737,56.517589499941096,707.7442678273052,61.431678771972656,0.13506217300891876,0.0016843704506754875,17736786,4120,41873,0,0,1852044
22,0.00758287368175654,6.429417826497135e-05,0.008728589803075637,0.11545722857831767,0.5,0.9995,0.011541127547109946,56.4936713000061,708.043911460144,55.76142883300781,0.16549518704414368,0.001915242406539619,17749396,3937,39778,0,0,1851952
23,0.008001530139793317,6.482395501182483e-05,0.008672684323959077,0.12404338408487674,0.5,0.9995,0.010581012336186137,56.45961140003055,708.4710469682467,48.66819381713867,0.21573320031166077,0.002250509802252054,17741126,4052,41160,0,0,1852000
24,0.00847821801859207,6.741913743674184e-05,0.008611092796198096,0.13377160412339736,0.5,0.9995,0.011194357017691905,56.429022099939175,708.8550981648699,44.09925079345703,0.24106808006763458,0.0025185910053551197,17745651,3963,40120,0,0,1852027
25,0.009019177313298939,6.879937534515088e-05,0.008541953077498145,0.14483974447932108,0.5,0.9995,0.010763309033105548,56.44325969996862,708.6762921316935,36.537803649902344,0.30203962326049805,0.0030746692791581154,17740269,4064,41127,0,0,1852082
26,0.009604991691859481,7.125363944056697e-05,0.008467446197383701,0.15680497327742104,0.5,0.9995,0.010987224152531868,56.37548829999287,709.5282223924446,33.089881896972656,0.32796934247016907,0.0033171135000884533,17732652,3882,39399,0,0,1851980
27,0.010282449703961135,7.407467205303545e-05,0.008384779652062887,0.17062837847124654,0.5,0.9995,0.010977933219018073,56.462095899973065,708.4398721376385,28.149333953857422,0.36806485056877136,0.0037118857726454735,17737025,4023,40813,0,0,1851968
28,0.011054248751376193,7.649389699625131e-05,0.00829547150625874,0.1863732072301566,0.5,0.9995,0.010947111430176244,56.444011999992654,708.6668467153825,20.107778549194336,0.4555467963218689,0.0048815300688147545,17736674,4100,41590,0,0,1851950
29,0.011944523298392852,7.89192157050672e-05,0.00819581523299598,0.20452881811525875,0.5,0.9995,0.011164132328614735,56.427388000069186,708.8756261401105,15.890259742736816,0.5131851434707642,0.005664334632456303,17737638,3950,39975,0,0,1851987
30,0.012962647883322673,8.505944626780744e-05,0.00808832333824886,0.22519847136526444,0.5,0.9995,0.012682897138436096,56.45173219998833,708.5699311811068,18.139148712158203,0.4746389091014862,0.005002494435757399,17742859,3925,39767,0,0,1851988
31,0.014178034807808293,8.926604883358501e-05,0.00796706869025914,0.2499070967348239,0.5,0.9995,0.013009838814945362,56.405476100044325,709.1510038680192,15.700920104980469,0.5069347620010376,0.005280590150505304,17751387,3949,39944,0,0,1852013
32,0.015617563154179448,9.247213125990603e-05,0.007829662555227644,0.27918316785710307,0.5,0.9995,0.013521034562121184,56.4829762999434,708.1779789292032,11.837571144104004,0.5710540413856506,0.006175943650305271,17744559,3960,40225,0,0,1852017
33,0.017279134057581233,0.00010030376263700736,0.007681176828119321,0.31285189292110954,0.5,0.9995,0.01630952017911421,56.47781199996825,708.2427343329533,13.009061813354492,0.5442566871643066,0.005641622003167868,17742656,4028,40776,0,0,1851999
34,0.019232669018042353,0.00010362676919077913,0.007522529599587091,0.3524907180866875,0.5,0.9995,0.01771434060277078,56.51519360009115,707.7742718718296,10.82282543182373,0.5831178426742554,0.005963124334812164,17746243,3935,39866,0,0,1852064
35,0.021529534087775234,0.00010933777013906656,0.007351608778805302,0.39899748363814797,0.5,0.9995,0.022285431891251296,56.459934899932705,708.4669876239562,10.454833984375,0.5862516164779663,0.00584848178550601,17735839,4053,41018,0,0,1851993
36,0.02414780101194359,0.00011209557993343462,0.0071821707782868185,0.4519854179396035,0.5,0.9995,0.02689106908207313,56.672059699893,705.8151796814882,10.303658485412598,0.5856951475143433,0.005582386627793312,17737774,4008,40614,0,0,1852055
37,0.027043234675932237,0.00011501258935410374,0.0070198661626908725,0.5104849708918184,0.5,0.9995,0.03514418904535686,56.658341900096275,705.986067692038,11.783663749694824,0.5478876233100891,0.004663258325308561,17738742,4017,40726,0,0,1852030
38,0.030251356258321874,0.0001104426460144238,0.006864086360322496,0.5753619189079577,0.5,0.9995,0.042558375728158904,56.61879239999689,706.4792148410816,12.254517555236816,0.5343030691146851,0.004155173432081938,17733926,4015,40735,0,0,1851990
39,0.033556487435064376,0.000113525329687344,0.006727422395655618,0.6419495407003946,0.5,0.9995,0.05581237254932094,56.65570620005019,706.0189111183397,15.599540710449219,0.46429961919784546,0.003111800644546747,17743240,3969,40137,0,0,1851997
40,0.03700042998019499,0.00010915381459001534,0.006610137864221304,0.7113849583525247,0.5,0.9995,0.061810139739237276,56.64101550006308,706.2020277506405,19.31499481201172,0.39434579014778137,0.0023105600848793983,17734747,4092,41510,0,0,1852049
41,0.04038512292570961,0.00010407732698483209,0.006504553393981517,0.7796026845328724,0.5,0.9995,0.07143262472634498,56.67795759998262,705.7417326557347,20.511531829833984,0.36844590306282043,0.0019661481492221355,17743159,3985,40383,0,0,1851989
42,0.043675388033968955,0.00010200087635661847,0.006412017200820553,0.8458196606498938,0.5,0.9995,0.08228461262279044,56.61831359995995,706.4851892732513,25.58112907409668,0.2933303713798523,0.0014760693302378058,17738792,3928,39851,0,0,1852018
43,0.04678224906706201,0.00010410436806968225,0.006338796791093894,0.9082076903730155,0.5,0.9995,0.08750208463674536,56.82111750007607,703.9636276063463,29.937103271484375,0.21278026700019836,0.0011731061385944486,17745930,4045,41094,0,0,1851969
44,0.04969537589020622,9.760765221933968e-05,0.006281603761493398,0.9668289335391012,0.5,0.9995,0.08951685203911779,56.58557110000402,706.8939876794344,27.637216567993164,0.24957458674907684,0.0012283697724342346,17742343,3956,40034,0,0,1851980
45,0.05242925290815746,9.64669754710822e-05,0.006233777115924861,1.0217205954435915,0.5,0.9995,0.09294216213420557,56.52547840005718,707.6454924786543,28.578786849975586,0.22442708909511566,0.0011109625920653343,17747835,4089,41478,0,0,1852012
46,0.05500007849246168,9.633215090718132e-05,0.006194224029172438,1.073298014581394,0.5,0.9995,0.09677688759593918,56.59030259994324,706.8348844637583,30.621719360351562,0.21075096726417542,0.0010037999600172043,17738092,3897,39443,0,0,1852003
47,0.05737928215402384,9.265380164685722e-05,0.006160945508081597,1.12108876625189,0.5,0.9995,0.09968292343016631,56.62501439999323,706.4015863633012,31.905139923095703,0.2241712212562561,0.0009210428688675165,17737970,4139,41970,0,0,1852030
48,0.05949187075225309,9.243061748175576e-05,0.00613557503442652,1.1634464892335594,0.5,0.9995,0.10279619483092722,56.65925660007633,705.9746703409114,33.73741149902344,0.23728390038013458,0.0008422912796959281,17744235,4016,40732,0,0,1851990
49,0.0615135315246285,9.147008767904946e-05,0.006113377108146398,1.2039876976333106,0.5,0.9995,0.10497010333802753,56.630218200036325,706.3366745066567,30.993560791015625,0.23515792191028595,0.0008913548663258553,17743845,3972,40082,0,0,1852003
50,0.06347674678880186,9.193892676990253e-05,0.006091840194758421,1.243328773556426,0.5,0.9995,0.1046248895529741,56.68105649994686,705.7031479298114,30.817514419555664,0.24035298824310303,0.0008744073566049337,17734087,4070,41254,0,0,1852018
