model,latent_dim,latent_factor,module,correlation,abs_correlation
fine_bridge_06,104,z_104,synapse_pruning,0.3094030681363802,0.3094030681363802
fine_bridge_06,105,z_105,lysosome_phagocytosis,-0.4297434950602457,0.4297434950602457
fine_bridge_06,105,z_105,vascular_barrier_myeloid,-0.3286735340428544,0.3286735340428544
fine_bridge_06,105,z_105,synapse_pruning,-0.31014842775601953,0.31014842775601953
fine_bridge_06,106,z_106,lysosome_phagocytosis,0.43007143264251924,0.43007143264251924
fine_bridge_06,106,z_106,vascular_barrier_myeloid,0.33074251859566856,0.33074251859566856
fine_bridge_06,106,z_106,synapse_pruning,0.31085262619365955,0.31085262619365955
fine_bridge_06,107,z_107,lysosome_phagocytosis,-0.4290778797425839,0.4290778797425839
fine_bridge_06,107,z_107,vascular_barrier_myeloid,-0.32798361282938776,0.32798361282938776
fine_bridge_06,107,z_107,synapse_pruning,-0.3083664572717333,0.3083664572717333
fine_bridge_06,108,z_108,lysosome_phagocytosis,0.4334748724541435,0.4334748724541435
fine_bridge_06,108,z_108,vascular_barrier_myeloid,0.3318858539331927,0.3318858539331927
fine_bridge_06,108,z_108,synapse_pruning,0.3135493203875747,0.3135493203875747
fine_bridge_06,109,z_109,lysosome_phagocytosis,-0.3551428572103936,0.3551428572103936
fine_bridge_06,109,z_109,vascular_barrier_myeloid,-0.2762574376723013,0.2762574376723013
fine_bridge_06,109,z_109,complement,-0.24564000050044263,0.24564000050044263
fine_bridge_06,110,z_110,lysosome_phagocytosis,-0.4345061848958029,0.4345061848958029
fine_bridge_06,110,z_110,vascular_barrier_myeloid,-0.33262356878531746,0.33262356878531746
fine_bridge_06,110,z_110,synapse_pruning,-0.3142355453489397,0.3142355453489397
fine_bridge_06,111,z_111,lysosome_phagocytosis,-0.4315827969938134,0.4315827969938134
fine_bridge_06,111,z_111,vascular_barrier_myeloid,-0.3302991664087078,0.3302991664087078
fine_bridge_06,111,z_111,synapse_pruning,-0.3119573966771339,0.3119573966771339
fine_bridge_06,112,z_112,lysosome_phagocytosis,0.43283286535295307,0.43283286535295307
fine_bridge_06,112,z_112,vascular_barrier_myeloid,0.33139688295989295,0.33139688295989295
fine_bridge_06,112,z_112,synapse_pruning,0.3136441150184956,0.3136441150184956
fine_bridge_06,113,z_113,lysosome_phagocytosis,-0.43595430140086355,0.43595430140086355
fine_bridge_06,113,z_113,vascular_barrier_myeloid,-0.3332710199054014,0.3332710199054014
fine_bridge_06,113,z_113,synapse_pruning,-0.31544808618987225,0.31544808618987225
fine_bridge_06,114,z_114,lysosome_phagocytosis,-0.4316161921726073,0.4316161921726073
fine_bridge_06,114,z_114,vascular_barrier_myeloid,-0.33024044550673926,0.33024044550673926
fine_bridge_06,114,z_114,synapse_pruning,-0.31204479957401093,0.31204479957401093
fine_bridge_06,115,z_115,lysosome_phagocytosis,0.43323911809891397,0.43323911809891397
fine_bridge_06,115,z_115,vascular_barrier_myeloid,0.33235995752664027,0.33235995752664027
fine_bridge_06,115,z_115,synapse_pruning,0.3130908534364624,0.3130908534364624
fine_bridge_06,116,z_116,lysosome_phagocytosis,-0.43335656467306993,0.43335656467306993
fine_bridge_06,116,z_116,vascular_barrier_myeloid,-0.33183742018165735,0.33183742018165735
fine_bridge_06,116,z_116,synapse_pruning,-0.3137122509986205,0.3137122509986205
fine_bridge_06,117,z_117,lysosome_phagocytosis,-0.4325167850009975,0.4325167850009975
fine_bridge_06,117,z_117,vascular_barrier_myeloid,-0.33096253261515635,0.33096253261515635
fine_bridge_06,117,z_117,synapse_pruning,-0.31205696269493644,0.31205696269493644
fine_bridge_06,118,z_118,lysosome_phagocytosis,-0.4342787209073628,0.4342787209073628
fine_bridge_06,118,z_118,vascular_barrier_myeloid,-0.33252538143971183,0.33252538143971183
fine_bridge_06,118,z_118,synapse_pruning,-0.3139406249970485,0.3139406249970485
fine_bridge_06,119,z_119,lysosome_phagocytosis,0.4364689535037668,0.4364689535037668
fine_bridge_06,119,z_119,vascular_barrier_myeloid,0.33440533975106684,0.33440533975106684
fine_bridge_06,119,z_119,synapse_pruning,0.31539383224676093,0.31539383224676093
fine_bridge_06,120,z_120,lysosome_phagocytosis,-0.43207277190049603,0.43207277190049603
fine_bridge_06,120,z_120,vascular_barrier_myeloid,-0.3307183402665459,0.3307183402665459
fine_bridge_06,120,z_120,synapse_pruning,-0.31245587695818466,0.31245587695818466
fine_bridge_06,121,z_121,lysosome_phagocytosis,0.43570026570754894,0.43570026570754894
fine_bridge_06,121,z_121,vascular_barrier_myeloid,0.3331427242904776,0.3331427242904776
fine_bridge_06,121,z_121,synapse_pruning,0.31536011786552937,0.31536011786552937
fine_bridge_06,122,z_122,lysosome_phagocytosis,0.43307429871336595,0.43307429871336595
fine_bridge_06,122,z_122,vascular_barrier_myeloid,0.3314030651368597,0.3314030651368597
fine_bridge_06,122,z_122,synapse_pruning,0.31336640867500104,0.31336640867500104
fine_bridge_06,123,z_123,lysosome_phagocytosis,0.4327027763318298,0.4327027763318298
fine_bridge_06,123,z_123,vascular_barrier_myeloid,0.3311235708647346,0.3311235708647346
fine_bridge_06,123,z_123,synapse_pruning,0.31297182140447327,0.31297182140447327
fine_bridge_06,124,z_124,lysosome_phagocytosis,-0.4331702588287022,0.4331702588287022
fine_bridge_06,124,z_124,vascular_barrier_myeloid,-0.33223912353646756,0.33223912353646756
fine_bridge_06,124,z_124,synapse_pruning,-0.3127199635605367,0.3127199635605367
fine_bridge_06,125,z_125,lysosome_phagocytosis,0.4308344069070178,0.4308344069070178
fine_bridge_06,125,z_125,vascular_barrier_myeloid,0.32964328579889984,0.32964328579889984
fine_bridge_06,125,z_125,synapse_pruning,0.31070935177691805,0.31070935177691805
fine_bridge_06,126,z_126,lysosome_phagocytosis,0.3861825246990115,0.3861825246990115
fine_bridge_06,126,z_126,vascular_barrier_myeloid,0.3017874760512684,0.3017874760512684
fine_bridge_06,126,z_126,synapse_pruning,0.2954299077034309,0.2954299077034309
fine_bridge_06,127,z_127,lysosome_phagocytosis,-0.316435606844823,0.316435606844823
fine_bridge_06,127,z_127,vascular_barrier_myeloid,-0.2551080790832068,0.2551080790832068
fine_bridge_06,127,z_127,oxidative_stress,-0.24314011317366624,0.24314011317366624
