model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H19.33.004,1.5269705,3.604207,1.5321187,3.6279716,0.0051481724,0.02376461
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.001,1.6766638,4.347685,1.675348,4.3406534,-0.0013157129,-0.0070314407
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.002,1.5561051,3.740322,1.5575607,3.7472272,0.0014555454,0.006905079
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.004,1.7041156,4.4965224,1.7103715,4.531016,0.006255865,0.034493446
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.005,1.5160698,3.5542908,1.5196644,3.570691,0.003594637,0.016400337
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.008,1.5380582,3.655541,1.5422878,3.6752744,0.004229665,0.019733429
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.011,1.5349915,3.641286,1.5311136,3.6233225,-0.0038778782,-0.01796341
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.012,1.2487769,2.4860766,1.2581592,2.5189378,0.009382248,0.032861233
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.013,1.45222,3.2725892,1.4541992,3.281054,0.0019792318,0.008464813
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.014,1.336261,2.804791,1.3434263,2.8321514,0.0071653128,0.02736044
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.015,1.6843661,4.389034,1.683511,4.3844275,-0.00085508823,-0.004606247
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.016,1.5484931,3.7043762,1.5554851,3.7373843,0.0069919825,0.0330081
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.017,1.581658,3.8630118,1.5844355,3.8765378,0.0027774572,0.013525963
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.018,1.4678966,3.3400965,1.4723911,3.3596473,0.004494548,0.0195508
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.019,1.6204417,4.0553226,1.6232047,4.06931,0.002763033,0.013987541
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.020,1.5400087,3.664631,1.5435877,3.6813555,0.0035790205,0.016724586
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.024,1.7929449,5.007117,1.7925907,5.0049896,-0.0003541708,-0.0021271706
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.025,1.1099985,2.0343537,1.1242015,2.0777583,0.014203072,0.04340458
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.026,1.6718762,4.322144,1.6732869,4.329657,0.0014107227,0.0075130463
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.027,1.4258819,3.1615262,1.436896,3.207615,0.011014104,0.046088696
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.028,1.4926684,3.4489512,1.495219,3.4603133,0.002550602,0.011362076
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,H20.33.029,1.5128965,3.5398617,1.515933,3.553668,0.003036499,0.013806343
