model,source_z_0,source_z_1,source_z_2,source_z_3,source_z_4,source_z_5,source_z_6,source_z_7,source_z_8,source_z_9,source_z_10,source_z_11,source_z_12,source_z_13,source_z_14,source_z_15,source_z_16,source_z_17,source_z_18,source_z_19,source_z_20,source_z_21,source_z_22,source_z_23,source_z_24,source_z_25,source_z_26,source_z_27,source_z_28,source_z_29,source_z_30,source_z_31,source_z_32,source_z_33,source_z_34,source_z_35,source_z_36,source_z_37,source_z_38,source_z_39,source_z_40,source_z_41,source_z_42,source_z_43,source_z_44,source_z_45,source_z_46,source_z_47,source_z_48,source_z_49,source_z_50,source_z_51,source_z_52,source_z_53,source_z_54,source_z_55,source_z_56,source_z_57,source_z_58,source_z_59,source_z_60,source_z_61,source_z_62,source_z_63,source_z_64,source_z_65,source_z_66,source_z_67,source_z_68,source_z_69,source_z_70,source_z_71,source_z_72,source_z_73,source_z_74,source_z_75,source_z_76,source_z_77,source_z_78,source_z_79,source_z_80,source_z_81,source_z_82,source_z_83,source_z_84,source_z_85,source_z_86,source_z_87,source_z_88,source_z_89,source_z_90,source_z_91,source_z_92,source_z_93,source_z_94,source_z_95,source_z_96,source_z_97,source_z_98,source_z_99,source_z_100,source_z_101,source_z_102,source_z_103,source_z_104,source_z_105,source_z_106,source_z_107,source_z_108,source_z_109,source_z_110,source_z_111,source_z_112,source_z_113,source_z_114,source_z_115,source_z_116,source_z_117,source_z_118,source_z_119,source_z_120,source_z_121,source_z_122,source_z_123,source_z_124,source_z_125,source_z_126,source_z_127
upgrade_fine_08,0.5649402,-0.88476616,0.019666718,0.02496696,0.28908604,1.5046089,0.9007179,0.21004723,0.79451126,0.37442654,0.116820425,0.43602747,-0.24847692,0.06283595,-0.18782514,-0.2388674,0.6520651,0.23473713,0.22557954,-0.8782182,-0.31962413,-0.12740056,0.48699328,-0.15793599,0.3778489,0.21259445,-0.30399093,-0.20159273,-0.06942051,-1.1128106,-0.38862583,0.92026633,1.2672734,-0.435968,-0.11902952,0.120569706,-0.29775777,0.25769293,-0.15881614,-0.13766319,-0.086416945,-0.54707927,0.2779778,-0.021289088,-0.8048627,-0.14532857,-0.41428962,1.1543816,0.78445077,0.26429608,-0.13077952,-0.1848668,-0.15479606,0.56541973,0.4480247,-0.35709307,-0.53651154,0.48875782,0.17109719,1.5946307,1.0744431,0.32064095,-0.4373092,0.57368535,0.5217866,-0.05238818,0.020393586,-0.11031883,0.13208753,-0.528565,-0.6764125,-0.32559752,-0.13805605,-0.05510043,0.77330154,-0.24264953,0.13935857,0.09886897,0.14535779,0.0046922904,-0.009769521,0.05766464,-0.56543475,0.11581298,0.5493846,0.59372294,0.3776891,-0.28406277,0.4518031,-0.3459641,-0.5366461,-0.6214058,0.5617984,0.6358909,0.0066731954,0.07321647,-0.66443264,-0.045650024,-0.17060156,-0.19526538,-0.34253266,0.9177711,-0.24343666,-0.18712634,0.58317214,-0.47947142,0.3256868,-0.4670714,-0.40881568,0.19952661,-0.13626845,0.2881267,-0.12886198,0.1127883,0.35124698,0.13836709,0.16713564,0.39590034,0.012406862,-0.19311228,-0.11900662,0.12777407,0.44747785,-0.6035433,0.58631927,-0.010416747,0.18446921,0.13431734
upgrade_fine_08,-0.26463705,-0.5638647,0.54481834,-0.50937843,0.7476229,0.63737935,0.065910965,0.046746593,0.18435097,0.19121636,0.2055028,0.34568807,-0.24143979,0.119586654,0.62060225,-0.44242725,0.0045548608,0.6043792,0.9149313,-0.003489181,-0.2376155,-0.6914086,0.2741935,-0.5615506,0.5523006,0.5209938,-0.37292883,-0.6971368,-0.5181423,-1.1396786,-0.056189053,0.43598396,0.8187713,-0.21201506,0.13270937,0.3940751,-0.9108141,0.029465359,-0.3578073,-0.07663761,0.37563324,-0.30455393,0.32022747,-0.66160715,-0.6626119,0.018969603,0.6398392,0.4486218,0.049998775,0.16500317,-0.41360378,0.1874842,0.32354617,0.97691,0.06836985,-0.06915365,-0.04561129,-0.3233751,-0.3962351,1.3429914,1.1700362,0.43134958,-0.35550657,0.9066762,0.5024338,0.3425944,0.24991567,0.37677506,0.22809824,-0.5523494,-0.72954327,-0.17747335,-0.59284556,-0.34342226,0.5094477,-0.48692268,-0.28290287,0.23192048,-0.023707269,-0.1941769,-0.4270338,0.20924683,0.1634957,0.6177248,0.22537322,0.09546614,-0.076716825,-1.1320605,0.120910116,0.18628418,-0.021297637,-0.7767249,0.45394516,0.95312667,-0.05070828,0.10754347,-0.84661907,0.42676392,0.06960145,-0.34485754,-0.606605,0.69937634,-0.10943393,-0.21631159,0.12105111,0.67336905,-0.65885186,0.08320924,-0.6945286,-0.35594034,-0.17811719,0.27436924,-0.9975735,0.23307315,0.3460037,-0.11362283,0.66577035,0.6861174,0.57613564,-0.07867414,-0.22009492,0.057925638,-0.13596247,-0.11526936,0.6161609,0.09306465,0.26829144,-0.007464692
upgrade_fine_08,0.3922911,0.14851028,-0.066677146,0.4671753,-0.42868558,-0.11429996,0.32544443,0.28014284,0.1200002,0.03692372,0.20658368,0.07682479,0.25384402,-0.2620676,-0.10461653,0.34696335,0.1860208,-0.3405267,0.23115146,-0.12199727,-0.541975,0.30662963,-0.019421214,0.20273036,0.034135368,0.018089373,0.21107787,0.38468143,0.15586141,0.121249355,0.10201809,-0.10548468,-0.2597443,0.22505483,-0.4090137,0.053338543,0.0646701,0.017577281,0.02144355,0.2901522,-0.037294906,0.004228814,0.18607584,-0.12555149,0.34778556,-0.25689274,0.036379173,-0.099396124,0.18315923,-0.2097194,-0.34074947,-0.097238645,-0.37212765,-0.18320246,-0.09272272,0.0032572895,0.13026494,0.29422432,-0.08449849,-0.7144155,-0.2329919,-0.011060725,-0.30669907,-0.079575285,-0.42977238,-0.19133802,0.34940425,-0.5895237,0.070139006,-0.39549735,0.305924,-0.04842163,0.19806677,0.22733091,-0.18056127,0.16269967,0.4345113,0.24209812,-0.13500243,0.072679676,0.10014526,-0.48490185,-0.0147051,0.040874194,0.011996637,-0.124194354,0.074556306,-0.2621915,0.13169119,0.13369678,-0.060551595,0.5067118,-0.04826635,-0.25576964,0.4111401,0.2582946,-0.02115572,0.0019519341,-0.24823143,-0.12977369,0.06655434,-0.1259462,-0.098639786,-0.31057015,0.01907683,-0.041353095,0.2503738,-0.049044143,0.04057363,-0.2790848,0.011041593,0.4147731,0.19919431,0.3115324,0.35919452,-0.10049526,-0.15148832,-0.04371988,0.36917016,-0.09904111,0.274383,-0.028375324,-0.23998974,0.4129784,0.22315304,-0.11929476,0.23092617,0.07105466
upgrade_fine_08,-0.33983067,0.6937131,-0.096777886,0.07287452,-0.3677962,-1.0200166,-0.73206556,-0.11356706,-0.47725272,-0.4846414,0.16123095,-0.27112758,0.2934383,0.11219398,-0.2787205,-0.008241397,-0.26495963,-0.46031868,-0.9421642,0.7187395,0.38627714,0.3300309,-0.43525484,0.09570946,-0.5644223,0.028679049,0.39462513,0.0275594,0.110765584,1.1076219,0.16507438,-0.4370019,-0.5330885,0.4027824,0.40165436,-0.46509847,0.89085066,-0.05927569,0.6352929,0.15691279,-0.2317268,0.075369544,-0.14762138,0.2912355,0.6723617,0.1450179,-0.14425048,-0.7122538,-0.48882085,0.225442,0.6359162,-0.032533642,-0.5031924,-0.79342616,0.017675685,0.49660307,0.1968401,-0.011733863,-0.1973745,-0.65353125,-0.723683,-0.23056608,0.2894998,-0.9161893,-0.24481758,-0.3823886,-0.34897158,0.41775507,-0.19712876,0.33555406,0.7578867,0.15453224,-0.12725699,0.46547726,-0.57505035,0.522939,-0.42034847,-0.3110987,0.27173868,0.49612072,0.26308885,-0.11724923,0.11988662,-0.46333748,-0.16113879,0.084152795,0.06401856,0.85816807,-0.2520727,-0.2769683,0.2655662,0.70929646,-0.44411856,-0.5577584,0.07866195,-0.018250594,1.1689582,-0.043628488,0.14918132,0.375062,0.7259031,-0.38809454,0.11881778,0.36259094,-0.6887578,0.03617975,0.42249063,0.2092288,0.32850736,-0.17357974,0.34637082,-0.30607328,0.5940648,-0.33726245,-0.857806,0.34935656,-0.2060939,-0.50474375,-0.45595887,-0.09480434,0.07595264,-0.30924925,0.25377277,0.24501207,-0.9703718,0.052062277,-0.6460702,0.02117419
upgrade_fine_08,0.66055495,-1.336327,0.34479415,0.23888311,0.13261788,2.2942278,1.5552231,-0.3137768,0.38463697,-0.2154668,0.03460787,0.30393308,-0.56085473,-0.11236601,0.34368366,-0.2888071,0.6084915,1.2450877,1.3058659,-0.29741693,-0.9887855,-0.7721343,0.2319551,-0.3054767,0.9142836,-0.06566046,-0.5061584,-0.13887545,-0.3870428,-2.384753,0.21074739,0.75088567,0.85196716,0.2553663,-0.2549898,0.8181542,-1.380462,-0.603021,-0.8614586,0.727348,0.24418223,-0.7216223,0.03545661,-0.82625335,-0.9638978,-0.39253673,0.2506286,1.3416148,0.7817623,0.47594392,-1.1322236,-0.1729982,0.26313293,1.0370889,0.09401709,-0.25123432,-0.4945323,-0.2522909,-0.14316681,1.0488312,0.9388176,0.30526152,-0.7116709,1.2618964,0.3895349,0.4617721,0.4469518,-0.58528715,0.057886213,-0.8413517,-1.4046185,-0.12649675,-0.41649026,-0.9251402,0.93147284,-0.75152886,0.77404445,0.07231224,-0.47795,-0.59798014,-0.8350694,-0.34722325,-0.5533741,0.6881979,0.48435274,0.13302255,0.53493446,-1.9753054,0.7821167,-0.021401016,-0.79430073,-0.2215521,1.0927875,0.7106353,0.6327834,-0.2413413,-1.6516979,0.2596419,-0.7752952,-0.7270694,-1.6574407,0.7061864,-1.0087273,-0.7066642,1.4362116,0.32864517,-0.81741047,-0.3780268,-0.7274478,-0.82041085,-0.35485226,1.2618172,-1.1763151,0.18456605,1.2044612,-0.82677007,0.4738193,1.5192654,1.7645662,-0.31642324,-0.05902801,0.3838599,0.24488595,-0.36733648,1.928028,-0.4146015,0.87727904,0.031947736
upgrade_fine_08,-0.5202962,1.0698678,-0.31360918,0.10029236,-0.019916372,-1.7238891,-1.1562603,0.2896056,-0.11181871,0.12260136,-0.2160647,-0.47211203,0.5171561,0.13728249,-0.20272022,0.21774815,-0.49839965,-0.8659686,-0.48016053,0.11092954,0.82710886,0.597699,-0.24471024,0.27172145,-0.52973557,-0.09388111,0.38726664,0.05013323,0.34702805,1.412561,-0.17120345,-0.6422149,-0.6100884,-0.38245106,0.15356646,-0.31855577,1.1780148,0.24421762,0.51555276,-0.55473197,-0.17431174,0.88743234,0.10559073,0.2969329,0.76768386,0.32544196,-0.04300092,-0.6656087,-0.6561346,-0.43163034,0.66545,0.37815684,0.12559699,-0.9682952,-0.20913078,-0.13466886,0.43429306,0.082279444,0.26722595,-1.1683495,-0.92836154,-0.47532424,0.6093281,-0.50466925,-0.2536884,-0.367033,-0.124414206,0.18028612,-0.019833408,0.62511104,0.58648205,0.056606367,0.44527197,0.6253773,-0.52565527,0.40868875,-0.6430215,0.14941366,0.0019561485,0.080907434,0.75912803,0.41605926,0.5389077,-0.26144332,-0.557428,-0.503253,-0.6107744,1.0755919,-0.42960143,0.15710488,0.6942333,0.1887962,-0.94916564,-0.5808931,-0.6860444,0.3253259,1.0749254,-0.37646532,0.64390033,0.6164863,0.94527537,-0.9066677,0.77194726,0.50656897,-1.0873054,0.044665296,0.10752692,0.44340023,0.54545987,0.56712997,0.060819518,-0.65819937,0.70744073,-0.10636321,-0.80598164,0.6240504,-0.34208134,-0.9141242,-1.3242037,0.33326054,0.005722393,-0.62419575,-0.38045055,0.2778528,-1.2928687,0.31358898,-0.557811,0.005439966
upgrade_fine_08,-0.09108254,-0.2805436,0.25604033,-0.29478943,0.24094272,-0.3634217,-0.1296047,0.30447888,-0.117382206,0.09753244,0.30605793,0.33685476,0.013484311,-0.120186396,0.19521147,-0.16782485,-0.0983002,-0.16492191,0.35398093,-0.020137275,0.09876043,-0.1453782,0.28483495,0.21494298,0.01202845,0.48910576,-0.058763552,-0.30074662,-0.16842455,-0.26016912,-0.10095151,-0.20166345,0.38863567,-0.07155739,-0.043577004,0.09688333,-0.6041148,0.3938631,0.028561184,-0.43513042,0.011822429,-0.07825346,0.45116225,-0.42987505,0.24529323,-0.008322648,0.27892604,-0.116334006,-0.05550722,-0.27991417,-0.008184549,0.10829175,0.09509767,0.28202868,-0.1450686,0.08358112,0.057242677,-0.21758199,-0.11790855,0.28450197,0.26449773,0.17005572,0.025579887,0.35028356,0.23102286,0.15097593,0.23711312,0.061877903,0.115873255,-0.1935001,-0.26059175,-0.0015642059,-0.2959148,-0.042267144,0.15367998,0.017388469,-0.13766971,0.21324489,0.14703263,-0.15005134,0.058567755,-0.0021417118,0.14071745,0.27175462,0.141901,-0.3189602,-0.23117357,-0.4717532,-0.28416154,0.31931242,0.28862652,-0.35146588,0.07359024,0.43075374,-0.12014683,-0.07142733,0.021804126,4.4994013e-05,-0.03944384,0.06412765,-0.18781385,0.055177856,0.2727666,0.11152588,-0.24353027,0.19380759,-0.45621297,0.03685707,-0.40191138,-0.19155264,0.09647563,0.14017093,-0.3625847,0.1531333,-0.006721537,0.24562922,0.21069795,0.24387544,0.06893746,0.027287513,-0.17737184,-0.25444677,-0.29629177,0.0401061,-0.040540557,0.2308206,0.04984457,0.118114516
upgrade_fine_08,0.09385726,0.34198174,-0.36806,0.118014894,-0.18833649,-0.049784087,0.14666322,-0.30637088,-0.13337354,0.583602,-0.36744833,-0.2284823,-0.16424727,0.048292577,-0.3604196,0.111577965,-0.18805201,-0.41746873,-0.3139327,-0.57125914,-0.09916578,0.43733835,0.27908432,-0.27684557,-0.3840504,-0.7150029,-0.28390428,0.5432769,0.25306344,0.20403898,0.035370287,-0.19457804,-0.13573593,-0.51570755,-0.061899316,-0.3545569,-0.045432553,0.09213334,-0.37545186,-0.38687557,0.07238799,0.55768126,-0.093815655,0.43668807,-0.01285594,-0.32804596,-0.47152063,-0.1123455,0.04938239,-0.31940478,-0.19004792,-0.2399325,0.066973396,-0.36825278,0.09802397,-0.33240265,0.33642834,0.15443085,0.026205184,-0.60323244,-0.12882347,0.10622952,-0.44534215,-0.32589743,-0.33911067,-0.20515968,0.2957707,-0.45597687,-0.19636957,0.084413886,0.5018234,0.051172897,0.54214925,0.10628405,-0.88351285,-0.1457957,0.16840982,0.25540078,-0.30729896,-0.08097912,0.18400794,0.1498126,0.17519474,-0.35447863,-0.63921165,-0.14907043,-0.047592822,0.24763341,0.16427024,0.39021406,-0.075570755,0.40959087,-0.1715477,-0.6045676,-0.16771264,-0.34009013,0.09245443,-0.076618925,0.034581006,-0.247587,0.16726016,-0.5105785,-0.29312295,0.044599995,0.3459266,-0.34296265,0.28270397,0.1649495,0.59897506,0.35736346,-0.24741237,-0.2677667,0.33093634,0.17615613,0.18110175,0.003923898,-0.2884078,-0.7476879,-0.93152636,0.34042105,0.090309925,0.54076874,0.047235813,-0.060671337,0.2719231,-0.049055144,0.44704533,0.104696244
upgrade_fine_08,-0.31893483,0.05550521,0.0023131531,0.12949711,-0.54388267,-0.9659097,-0.18324588,0.32590804,-0.7199069,-0.8933442,0.35729352,0.3837051,-0.13884018,-0.64257395,0.05612121,-0.41074333,-0.22233589,-0.39319468,-0.44331768,0.96740013,-0.45350358,0.18134099,-0.21624713,-0.23485008,0.12662469,0.273177,0.49554968,0.121257275,-0.30136698,0.70212734,0.054647684,-0.90359306,-0.97635996,0.94055593,0.051306285,-0.24411023,-0.1819881,-0.032705013,0.45564917,1.0511298,-0.47733387,-0.15167111,-0.5887375,-0.28388453,0.51595795,-0.4612262,0.6291943,-0.5186057,-0.26214933,0.40652642,-0.04935542,-0.106261805,-0.38309878,-0.4990288,-0.26011065,0.3857708,0.38170642,-0.10816711,-0.1823221,-1.0743085,-0.9588832,0.5956982,-0.13137776,-0.92113316,-0.5932283,0.51171166,0.082542315,0.047713324,-0.23177396,-0.23690744,0.6023254,0.45894176,-0.576288,-0.05014252,-0.65767753,0.32642815,0.40894768,-0.34077573,-0.6484864,0.07685263,0.12921214,-0.44387257,0.08944493,-0.1588105,-0.37430456,-0.37200922,-0.5946892,-0.18748853,-0.4327158,0.20909259,0.2976297,0.49544597,-0.51303303,-0.06076919,0.44714758,-0.22296193,0.6389564,0.08576611,-0.29812694,-0.2064272,-0.21882318,-0.12836714,0.26566434,-0.27106443,-0.012649755,0.55967426,-0.20868872,-0.10710617,0.5183496,-0.87893766,0.49001178,-0.07867858,0.063905396,-0.06847224,-0.19542715,-0.32703912,0.2883446,-0.1103021,0.22031865,-0.00249232,0.028022606,-0.45596787,-0.5204423,0.12920189,-0.29774404,0.117373094,-0.3632887,-0.73149604
upgrade_fine_08,0.10653826,0.45847666,0.15857558,0.12290178,-0.13544439,0.2543482,0.0037352524,-0.20039125,0.41368496,-0.19131407,0.12265405,-0.30082172,0.05888623,0.063705,-0.12113822,0.03870313,0.07469821,-0.1669954,-0.30979815,0.017334847,0.07273086,-0.0137379505,-0.085195035,0.2598519,0.36246312,-0.32572398,0.44847295,-0.14446785,0.1404941,0.18151644,-0.04833898,0.3344805,-0.0800006,0.06100709,-0.17390186,-0.36014464,0.65007126,-0.1281859,0.18784004,0.45270967,-0.07732424,-0.09857098,-0.39511395,0.2836544,-0.4724643,0.13331996,0.02593676,0.095557176,0.34032738,0.20016998,0.2709918,-0.019905534,-0.25031847,-0.5234616,0.20054589,-0.0062233014,0.24223444,0.29853156,-0.12309072,-0.2713577,-0.17084172,0.00226507,0.13957183,-0.2938424,-0.064928085,-0.023088958,-0.17737044,0.17608917,0.022026718,0.44891658,-0.16806984,0.21592751,-0.063454404,0.26881185,0.4536563,0.14926638,-0.240723,-0.012135803,0.0047291964,0.12132904,0.061811592,0.23305048,0.03981593,-0.17091386,0.11264724,-0.1590949,0.12857933,0.27813014,0.09746708,-0.20753758,-0.022571143,-0.08792787,-0.15428379,-0.2541642,-0.014970016,-0.07075793,-0.09351299,0.19598833,0.010543222,0.40823063,0.2882421,0.22473791,-0.013886385,-0.10238096,0.112134084,0.11519034,0.30802593,0.03419782,0.17400944,0.11382834,-0.10105817,-0.0652165,0.0910771,-0.24922201,-0.22249463,-0.29047623,-0.17167272,-0.080002695,0.019375527,-0.02967985,0.35658917,-0.2040918,0.3874341,-0.27634698,-0.078185044,0.18888341,-0.078252606,0.3079243
upgrade_fine_08,-0.21073756,0.7483277,-0.59486616,0.20225759,-0.28743482,-0.8296112,-0.5304005,-0.18128356,0.032404687,0.123560086,-0.45864093,-0.57348907,0.2203768,-0.09074788,-0.4454324,0.24989769,-0.1071437,-0.55082756,-0.80904543,-0.017875427,0.4797182,0.45133317,-0.26628205,0.5956213,-0.2420109,-0.21014686,0.10620537,0.19448538,0.7543388,0.9408855,-0.22937948,0.062120445,-0.40771544,-0.5058828,-0.011100103,-0.3280494,1.4612361,0.03018544,0.2716954,-0.45388228,-0.0819457,0.923471,0.16720514,0.8187103,0.823874,0.18012315,-0.32492176,-0.61769646,-0.2902189,-0.14669679,0.69650495,0.0057443543,-0.58845663,-0.9881698,-0.2647051,-0.51096386,-0.19609298,0.49020442,0.30127788,-1.4227594,-1.293799,-0.42494506,0.08350733,-0.4344476,-0.26977596,-0.33737135,-0.18587041,-0.16411097,-0.37276322,0.9058261,1.2275839,0.07833446,0.6800517,0.31978372,-0.37814793,0.45656827,0.13644513,-0.00967474,0.5308317,0.13315475,0.8869778,0.15442617,0.3723889,-0.6322696,-0.5682588,-0.18276133,0.38120615,1.2682257,0.019097233,-0.105460055,-0.35871142,0.58341503,-0.9642607,-1.3132029,-0.25221765,-0.25871405,0.92473865,-0.42107242,0.19150372,0.5982231,0.79296994,-1.0564117,0.039694097,0.57409734,-0.15398744,-0.21718982,0.676453,-0.10045677,0.66021204,0.6527469,-0.045766935,-0.8013959,0.716991,-0.2691732,-0.33172065,0.2408599,-0.45981386,-1.1733041,-1.1542045,0.14826216,-0.10357168,0.3324915,0.40322948,-0.054756276,-0.5031395,-0.37299976,-0.590624,0.45896184
upgrade_fine_08,-0.3053321,0.013208628,-0.06783969,0.034822922,0.49271303,-0.34970844,0.05819122,-0.10515428,0.05729914,-0.23079495,0.22804268,-0.40534514,-0.017771378,0.49122548,0.2638986,-0.35472992,-0.0042875535,0.1828559,0.56598306,0.18796057,0.1134434,-0.3393526,-0.24277833,0.06596498,-0.1965309,-0.0069323904,0.12278122,-0.28931463,-0.034463525,-0.5298773,-0.23436658,-0.009599765,-0.011716542,-0.21252136,0.103853546,0.3593939,-0.114889026,-0.16559939,-0.4016361,-0.5777809,0.0057250904,-0.3015036,0.13657717,-0.37657034,-0.14086094,-0.08715258,0.36042923,0.03171538,-0.07214416,0.1483726,0.149367,0.52817106,0.63924116,-0.2640002,-0.07042648,-0.20800908,0.19979025,-0.61325693,-0.0646501,0.15120639,0.0922801,-0.3977322,0.21196689,0.5419428,0.29180703,0.102442,-0.242167,0.059234057,0.4493167,0.06996975,-0.9983804,-0.025183743,-0.15844297,-0.09377716,0.82666296,-0.4781354,-0.6378044,0.25431395,0.08020951,-0.19932057,-0.08063657,0.24835151,0.3826342,0.5339894,0.28781557,-0.25386268,-0.13642655,-0.45853314,-0.052432247,-0.057459336,0.33152613,-0.61256117,0.10671541,0.3910801,-0.063593045,0.43818614,-0.32934555,0.07466688,0.07076417,0.2756251,-0.098329805,0.41205275,0.32104078,0.4757699,-0.55133176,0.41185707,-0.6014545,0.10480228,-0.41461432,-0.051234446,-0.008041183,0.3856804,-0.5124909,0.044669975,-0.11525888,0.18593629,-0.27247214,0.11039561,0.55794144,-0.19097511,-0.23550655,-0.60796696,-0.20735288,-0.14971887,-0.13471732,0.6230189,0.30238312,0.04310008
upgrade_fine_08,-0.19997562,0.6984931,-0.6031894,-0.22743337,0.13700339,-0.99905866,-0.23873283,-0.35359707,-0.47626355,0.19646361,-0.34071755,-0.3094361,0.39893636,0.15673745,-0.1632184,0.054752015,-0.37444797,-0.1534548,-0.32662517,0.17303315,0.07519643,0.305476,-0.084986135,0.43115193,-0.2795617,-0.61208445,0.038686402,0.26938012,0.065229654,0.20297699,-0.21796316,-0.3252533,-0.9807024,-0.07613058,0.18328746,-0.27634105,0.144332,0.039466128,0.045430057,-0.1765402,0.11734339,0.62642026,-0.18600151,0.15729383,0.37617746,-0.070674025,-0.14329414,-0.5437706,-0.5496933,-0.34610566,0.04008193,-0.43846235,-0.18383648,-0.53502613,-0.22826424,-0.42754176,0.8262164,-0.34283277,-0.34048235,-1.7435619,-0.94285,0.17903593,-0.1391806,-0.2525798,0.123182684,0.13514015,-0.058416978,0.009979331,-0.43499404,0.348542,0.46434683,0.07157242,0.5451029,-0.06254951,-0.6205937,-0.03633648,-0.0473971,0.07960651,-0.08147798,-0.26448023,0.19413345,-0.056481466,0.5321671,-0.10327266,-0.64284563,-0.7624958,-0.23189273,0.7222211,-0.101288915,0.40555847,0.1353864,0.48848775,-0.6241986,-0.7970681,-0.3639058,-0.05945521,0.58874893,-0.15038556,-0.17024139,-0.23184884,0.25053802,-0.9487083,-0.084888,0.21375972,0.08161329,0.040318362,0.08992794,0.6169275,0.36534518,-0.046952683,-0.4148664,-0.19889511,0.19852069,-0.13602337,-0.027095081,0.025979377,-0.6356537,-0.39005202,-0.46795386,0.12340101,0.080543965,0.043937955,-0.2055063,0.5713546,-0.21221119,-0.102350235,-0.08240907,0.124351405
upgrade_fine_08,-0.16166428,0.6781319,-0.79000366,0.40357104,-0.85075706,-1.6707941,-0.28344908,0.3039919,-0.46332747,-0.15154165,-0.17726521,-0.16118965,0.29765397,-0.22025615,-0.92965573,0.4161163,-0.030947028,-1.302778,-1.2897997,-0.119946696,0.18976277,1.0810543,-0.3874506,0.356859,-1.1395438,-0.4126478,0.18940581,0.9962902,0.5913299,1.5702558,-0.17758079,-0.6466251,-0.86716735,-0.12373796,-0.19367167,-0.4052385,1.0686343,0.11960998,0.38726348,-0.31743932,-0.48760584,0.6441961,0.031504497,0.7180275,1.0062099,0.07513145,-0.63948506,-1.1533284,-0.85381114,-0.5580027,0.54357463,0.025260577,-0.34032017,-0.86669314,-0.17078616,0.3648142,0.2817631,0.5295486,0.036100004,-1.40659,-1.5204271,-0.48249575,0.1450047,-1.185479,-1.1365921,-0.19266745,-0.06673412,-0.61508286,-0.18800227,0.6642699,1.1457493,-0.07185591,0.762272,0.7162964,-1.2763934,0.806101,0.17900617,-0.07593049,0.18227696,0.45934877,0.5864814,-0.44487613,0.15737492,-0.88955677,-0.41177663,0.24039266,0.22974296,1.4968554,-0.04960044,0.14288813,-0.06382227,1.2135907,-0.9735574,-1.3733401,-0.19219625,-0.07403161,1.3694865,-0.40244222,0.079339854,0.37642038,0.7780893,-1.0987748,0.41157487,0.20548475,-0.39947993,-0.49873236,0.9995581,-0.12737177,0.8315696,0.48681813,0.24398823,-0.68310887,1.1026394,0.023752779,-0.57540005,0.457917,-0.6766025,-1.468378,-1.0557076,0.50156295,0.24497879,0.41513056,-0.25442332,0.210202,-0.9912313,-0.1995029,-0.539386,-0.21140862
upgrade_fine_08,0.062559426,0.11496655,0.43055853,-0.060877588,-0.0078025525,-0.1399853,-0.31664166,0.364354,-0.10939201,-0.17745519,0.22604091,0.19122589,0.29567602,0.13763674,0.077015966,0.2956511,0.19322738,0.16324903,-0.4837138,0.62845594,0.17700496,-0.26591212,-0.18740834,0.20534475,-0.09559117,0.48790467,0.50157803,-0.24023071,0.011281439,0.30277917,0.26454413,-0.11363062,0.007941311,0.21709278,0.29132375,-0.07899427,0.37499085,-0.3334413,0.14011396,0.19666508,0.16335638,-0.0378724,0.13668147,0.13962165,0.22724919,0.40678614,-0.27053055,-0.23955663,-0.2893331,0.22301003,0.42405477,0.12990347,0.063214645,0.41824898,0.073435225,0.7116108,-0.112248994,-0.073053904,-0.31605837,0.7561588,0.31795204,-0.005969533,-0.07689941,-0.22378327,0.11643565,-0.44565335,-0.105907634,0.45123363,0.22059469,-0.035101395,0.12211029,0.110982105,-0.65354717,0.16851169,0.034182217,0.6380662,-0.26543677,-0.430789,0.21703446,0.41897595,0.079066366,-0.13546479,-0.15020484,-0.06816664,0.62771493,0.67347085,0.2805851,0.58945495,0.0847184,-0.57611156,-0.08091503,-0.30775937,0.23244843,0.5904492,0.36835897,0.40416554,0.36115298,0.19846565,0.12938501,0.0002712566,0.5829081,0.28383288,0.11932267,-0.0060803723,-0.3221841,0.047528543,0.22610469,0.0004569729,-0.30120423,0.14676826,-0.082387134,0.06934046,0.10245155,-0.2834087,-0.27866015,-0.05279728,0.39083683,0.2200914,0.5780789,-0.36805072,0.37055364,-0.44870925,0.03593856,0.29164878,-0.30985016,-0.07134294,-0.44393978,-0.10424425
