module_graph_source,n_modules,real_module_edges,strict_shuffled_module_edges,real_strict_edge_overlap,target_values_used_to_construct_graph,module_graph_constructed,module_graph_pass
predefined_microglia_module_gene_membership_jaccard_overlap,15,21,21,0,False,True,True
