candidate_name,artifact_path,config_path,checkpoint_path,training_script,input_h5ad,feature_count,feature_order_status,edge_csv,edge_status,latent_dim,hidden_dim,n_layers,seed,training_epochs,stage_a_b_comparable,pathology_head_comparable,donor_fold_comparable,evaluation_status,architecture_status,input_data_status,compatibility_status,recommendation,mismatch_details
stage_c_sweep_04_loose_anchor/graph_jepa_stage_c,results/models/stage_c_sweep_04_loose_anchor/graph_jepa_stage_c.pt,not_available,results/models/stage_c_sweep_04_loose_anchor/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_sweep_05_tight_anchor/graph_jepa_stage_c,results/models/stage_c_sweep_05_tight_anchor/graph_jepa_stage_c.pt,not_available,results/models/stage_c_sweep_05_tight_anchor/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_01_projector/graph_jepa_stage_c,results/models/stage_c_upgrade_01_projector/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_01_projector/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_02_projector_pathology/graph_jepa_stage_c,results/models/stage_c_upgrade_02_projector_pathology/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_02_projector_pathology/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_03_projector_pathology_elasticity/graph_jepa_stage_c,results/models/stage_c_upgrade_03_projector_pathology_elasticity/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_03_projector_pathology_elasticity/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_01_r004_cov00025_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_01_r004_cov00025_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_01_r004_cov00025_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_02_r004_cov0005_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_02_r004_cov0005_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_02_r004_cov0005_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_03_r0045_cov00025_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_03_r0045_cov00025_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_03_r0045_cov00025_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_04_r0045_cov0005_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_04_r0045_cov0005_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_04_r0045_cov0005_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_05_r005_cov00025_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_05_r005_cov00025_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_05_r005_cov00025_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_06_r005_cov0005_pc005/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_06_r005_cov0005_pc005/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_06_r005_cov0005_pc005/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_07_r0045_cov0005_pc0025/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_07_r0045_cov0005_pc0025/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_07_r0045_cov0005_pc0025/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c,results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c.pt,not_available,results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_string_edges_t700.csv,real_graph,unknown,unknown,not_applicable,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_escalate_A_w1_temp075_lr2e5/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_escalate_A_w1_temp075_lr2e5/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_escalate_A_w1_temp075_lr2e5/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_escalate_B_w1_temp2_lr2e5/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_escalate_B_w1_temp2_lr2e5/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_escalate_B_w1_temp2_lr2e5/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_escalate_C_w1_temp2_lr1e4/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_escalate_C_w1_temp2_lr1e4/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_escalate_C_w1_temp2_lr1e4/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_regression_smoke_e8/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_regression_smoke_e8/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_regression_smoke_e8/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,8,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_safety_smoke_e10/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_safety_smoke_e10/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_safety_smoke_e10/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_supcon_gentle_e15/fast_graph_jepa_stage_c_epoch_005,results/models/v2_2_fast_stage_c_supcon_gentle_e15/fast_graph_jepa_stage_c_epoch_005.pt,not_available,results/models/v2_2_fast_stage_c_supcon_gentle_e15/fast_graph_jepa_stage_c_epoch_005.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,15,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_supcon_smoke_e10/fast_graph_jepa_stage_c,results/models/v2_2_fast_stage_c_supcon_smoke_e10/fast_graph_jepa_stage_c.pt,not_available,results/models/v2_2_fast_stage_c_supcon_smoke_e10/fast_graph_jepa_stage_c.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_fast_stage_c_supcon_unfrozen_e10/fast_graph_jepa_stage_c_epoch_005,results/models/v2_2_fast_stage_c_supcon_unfrozen_e10/fast_graph_jepa_stage_c_epoch_005.pt,not_available,results/models/v2_2_fast_stage_c_supcon_unfrozen_e10/fast_graph_jepa_stage_c_epoch_005.pt,scripts/train_graph_jepa_stage_a_fast.py,unknown,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,unknown,unknown,not_applicable,7,10,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,unknown,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD unknown; uses real or shuffled graph edges, not expression-only"
v2_2_topology_dropout_full_e50/graph_jepa_epoch_010,results/models/v2_2_topology_dropout_full_e50/graph_jepa_epoch_010.pt,not_available,results/models/v2_2_topology_dropout_full_e50/graph_jepa_epoch_010.pt,scripts/train_graph_jepa_stage_a_fast.py,data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,128,128,2,7,50,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,mismatch,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD mismatch: data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad vs data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad; uses real or shuffled graph edges, not expression-only"
v2_2_topology_dropout_full_e50_fast/fast_graph_jepa,results/models/v2_2_topology_dropout_full_e50_fast/fast_graph_jepa.pt,not_available,results/models/v2_2_topology_dropout_full_e50_fast/fast_graph_jepa.pt,scripts/train_graph_jepa_stage_a_fast.py,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,128,128,2,7,50,potentially_yes_if_stage_b_rerun,potentially_yes,yes_same_h5ad_and_genes,can_run_with_current_scripts,v2_graph,exact_match,not_a_no_graph_model,not_applicable_uses_graph_edges,"uses real or shuffled graph edges, not expression-only"
v2_2_topology_dropout_gentle_test/graph_jepa,results/models/v2_2_topology_dropout_gentle_test/graph_jepa.pt,not_available,results/models/v2_2_topology_dropout_gentle_test/graph_jepa.pt,scripts/train_graph_jepa_stage_a_fast.py,data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,128,128,2,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,mismatch,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD mismatch: data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad vs data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad; uses real or shuffled graph edges, not expression-only"
v2_2_topology_dropout_test/graph_jepa,results/models/v2_2_topology_dropout_test/graph_jepa.pt,not_available,results/models/v2_2_topology_dropout_test/graph_jepa.pt,scripts/train_graph_jepa_stage_a_fast.py,data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad,2957,exact_match,results/tables/v2_graph_consensus_edge_index.csv,real_graph,128,128,2,7,5,potentially_yes_if_stage_b_rerun,potentially_yes,unknown_or_mismatched,can_run_with_current_scripts,v2_graph,mismatch,not_a_no_graph_model,not_applicable_uses_graph_edges,"input H5AD mismatch: data\processed\sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad vs data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad; uses real or shuffled graph edges, not expression-only"
