stage75b_resource_acquisition_run,small_download_requested,large_download_requested,small_resources_ready,large_resources_ready,ready_for_stage75b_scenicplus_run,ready_for_stage75c_state_response_model,ready_for_stage75d_perturbation_engine,large_cistarget_databases_deferred,stage75b_acquisition_only,raw_downloads_not_committed,no_scenicplus_run,no_celloracle_run,no_model_training,no_external_validation_claim,no_causal_knockout_claim,no_therapeutic_claim,safety_audit_pass,stage75b_run_pass
True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
