path,version_bucket,stage_hint,script_status,suffix,byte_size,n_imports_or_modules,imports_or_modules,n_local_path_mentions,local_path_mentions,n_output_path_mentions,output_path_mentions,physical_move_recommended_now,path_policy
scripts/decode_graph_latent_gene_weights.py,unclassified,,review_before_move,.py,7544,10,__future__|anndata|argparse|numpy|pandas|pathlib|sea_ad_jepa|sys|torch|torch_geometric,3,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,2,results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,false,path_stable_or_wrapper_required
scripts/discover_stage41abc_seaad_resources_v1.py,v3,stage41abc,review_before_move,.py,818,5,__future__|argparse|pathlib|run_stage41abc_seaad_safe_feature_download_analyze_benchmark_v1|sys,0,,0,,false,path_stable_or_wrapper_required
scripts/download_gse138852.ps1,unclassified,,review_before_move,.ps1,712,0,,1,data/external/grubman_gse138852,0,,false,path_stable_or_wrapper_required
scripts/download_k562_gwps.py,unclassified,,review_before_move,.py,1308,3,pathlib|sys|urllib,1,data/raw,0,,false,path_stable_or_wrapper_required
scripts/download_metadata.ps1,unclassified,,review_before_move,.ps1,819,0,,1,data/raw/metadata,0,,false,path_stable_or_wrapper_required
scripts/download_s3_file.ps1,unclassified,,review_before_move,.ps1,543,0,,0,,0,,false,path_stable_or_wrapper_required
scripts/download_stage41abc_safe_resources_v1.py,v3,stage41abc,review_before_move,.py,1046,6,__future__|argparse|pandas|pathlib|run_stage41abc_seaad_safe_feature_download_analyze_benchmark_v1|sys,0,,0,,false,path_stable_or_wrapper_required
scripts/embed_jepa_snrna.py,unclassified,,review_before_move,.py,3045,9,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|sea_ad_jepa|torch,2,results/tables/jepa_cell_embeddings.csv|results/tables/jepa_donor_embeddings.csv,2,results/tables/jepa_cell_embeddings.csv|results/tables/jepa_donor_embeddings.csv,false,path_stable_or_wrapper_required
scripts/evaluate_cell_level_mixing.py,unclassified,,review_before_move,.py,13780,10,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|torch,4,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/tables/cell_level_mixing_metrics.csv|results/tables/cell_level_mixing_sample_metadata.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_cell_embeddings.csv,3,results/tables/cell_level_mixing_metrics.csv|results/tables/cell_level_mixing_sample_metadata.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_cell_embeddings.csv,false,path_stable_or_wrapper_required
scripts/evaluate_fast_stage_c.py,v3,stagec,review_before_move,.py,8787,12,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|scripts|sea_ad_jepa|sklearn|sys|torch,5,data/processed/metadata/pathology_target_columns.csv|data/processed/metadata/sea_ad_mtg_donor_pathology_targets.csv|data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/tables/v2_2_fast_stage_c_evaluation.csv|results/tables/v2_graph_consensus_edge_index.csv,2,results/tables/v2_2_fast_stage_c_evaluation.csv|results/tables/v2_graph_consensus_edge_index.csv,false,path_stable_or_wrapper_required
scripts/evaluate_jepa63_umap_alignment.py,unclassified,,review_before_move,.py,8744,6,__future__|argparse|numpy|pandas|pathlib|sea_ad_jepa,5,results/figures/jepa63_umap_alignment.svg|results/tables/jepa63_umap_alignment_metrics.csv|results/tables/jepa63_umap_alignment_plot_data.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,5,results/figures/jepa63_umap_alignment.svg|results/tables/jepa63_umap_alignment_metrics.csv|results/tables/jepa63_umap_alignment_plot_data.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,false,path_stable_or_wrapper_required
scripts/evaluate_latent_spaces.py,unclassified,,review_before_move,.py,19227,10,__future__|argparse|numpy|pandas|pathlib|plotly|sea_ad_jepa|sklearn|torch|umap,6,data/processed/sea_ad_mtg_microglia_pvm_pseudobulk_expanded_modules.csv|results/figures/latent_space_pca_vs_jepa_umap_at8_neun.html|results/figures/latent_space_pca_vs_jepa_umap_at8_neun.svg|results/tables/latent_space_evaluation_metrics.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,5,results/figures/latent_space_pca_vs_jepa_umap_at8_neun.html|results/figures/latent_space_pca_vs_jepa_umap_at8_neun.svg|results/tables/latent_space_evaluation_metrics.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,false,path_stable_or_wrapper_required
scripts/evaluate_stage50_frozen_disease_state_probes_v1.py,v3,stage50,review_before_move,.py,140,2,__future__|run_stage50_graph_specific_jepa_topology_audit_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/evaluate_stage53_frozen_branch_probes_v1.py,v3,stage53,review_before_move,.py,112,1,run_stage53_heterogeneity_composition_auxiliary_jepa_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/extract_latent_factors.py,unclassified,,review_before_move,.py,4983,8,__future__|argparse|numpy|pandas|pathlib|sea_ad_jepa|sklearn|sys,2,results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv|results/tables/pathology_latent_weights.csv,2,results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv|results/tables/pathology_latent_weights.csv,false,path_stable_or_wrapper_required
scripts/extract_stage_a_frozen_anchors.py,unclassified,,review_before_move,.py,4946,10,__future__|anndata|argparse|numpy|pandas|pathlib|sea_ad_jepa|sys|torch|torch_geometric,3,results/models/graph_jepa_stage_a_string_t700_rawvar_e30/graph_jepa.pt|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,3,results/models/graph_jepa_stage_a_string_t700_rawvar_e30/graph_jepa.pt|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,false,path_stable_or_wrapper_required
scripts/finetune_jepa_pathology.py,unclassified,,review_before_move,.py,10821,9,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|sea_ad_jepa|torch,1,results/models/jepa_pathology_finetuned,2,results/models/jepa_pathology_finetuned|runs/jepa_pathology_finetune,false,path_stable_or_wrapper_required
scripts/generate_fake_perturbseq.py,unclassified,,review_before_move,.py,1513,5,anndata|numpy|pandas|pathlib|scipy,2,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|data/raw/fake_k562.h5ad,0,,false,path_stable_or_wrapper_required
scripts/generate_integrated_microglia_report.py,unclassified,,review_before_move,.py,1354,4,__future__|argparse|pandas|sea_ad_jepa,5,results/reports/microglia_pvm_integrated_report.md|results/tables/microglia_pvm_jepa_module_preserved_embedding_ridge.csv|results/tables/microglia_pvm_percent_AT8_gene_rankings.csv|results/tables/microglia_pvm_percent_AT8_gene_set_scores.csv|results/tables/microglia_pvm_pseudobulk_ridge_1000genes.csv,5,results/reports/microglia_pvm_integrated_report.md|results/tables/microglia_pvm_jepa_module_preserved_embedding_ridge.csv|results/tables/microglia_pvm_percent_AT8_gene_rankings.csv|results/tables/microglia_pvm_percent_AT8_gene_set_scores.csv|results/tables/microglia_pvm_pseudobulk_ridge_1000genes.csv,false,path_stable_or_wrapper_required
scripts/generate_microglia_hypothesis_report.py,unclassified,,review_before_move,.py,740,6,__future__|argparse|pandas|pathlib|sea_ad_jepa|sys,1,results/reports/microglia_pvm_hypothesis_report.md,1,results/reports/microglia_pvm_hypothesis_report.md,false,path_stable_or_wrapper_required
scripts/generate_public_figures.py,unclassified,,review_before_move,.py,11133,4,__future__|matplotlib|pandas|pathlib,5,results/figures|results/tables/cell_level_mixing_metrics.csv|results/tables/latent_space_evaluation_jepa_vs_pca_summary.csv|results/tables/multitarget_oof_jepa_vs_pseudobulk_summary.csv|results/tables/stage_c_finetuning_combined_leaderboard.csv,5,results/figures|results/tables/cell_level_mixing_metrics.csv|results/tables/latent_space_evaluation_jepa_vs_pca_summary.csv|results/tables/multitarget_oof_jepa_vs_pseudobulk_summary.csv|results/tables/stage_c_finetuning_combined_leaderboard.csv,false,path_stable_or_wrapper_required
scripts/generate_stage_c_finetuning_report.py,v3,stagec,review_before_move,.py,13144,4,__future__|matplotlib|pandas|pathlib,4,docs/stage_c_finetuning_analysis.md|results/figures/public_stage_c_finetuning_parameter_sensitivity.svg|results/tables/stage_c_finetuning_combined_leaderboard.csv|results/tables/stage_c_finetuning_parameter_summary.csv,3,results/figures/public_stage_c_finetuning_parameter_sensitivity.svg|results/tables/stage_c_finetuning_combined_leaderboard.csv|results/tables/stage_c_finetuning_parameter_summary.csv,false,path_stable_or_wrapper_required
scripts/generate_v1_biological_hypothesis_report.py,v1,,legacy_reference,.py,16381,4,__future__|argparse|pandas|pathlib,12,results/reports/v1_microglia_biological_hypotheses.md|results/tables/causal_fold_specific_module_knockout_intervention_comparison.csv|results/tables/causal_fold_specific_module_knockouts_at8_global_mean.csv|results/tables/causal_gene_knockouts_top_modules_at8_global_mean.csv|results/tables/confounder_adjusted_module_effects_at8.csv|results/tables/confounder_adjusted_top_gene_effects_at8.csv|results/tables/latent_jacobian_ema_var_e30_module_annotations.csv|results/tables/latent_jacobian_ema_var_e30_top_edges.csv|results/tables/pathology_latent_weights.csv|results/tables/v1_hypothesis_candidate_genes.csv|results/tables/v1_hypothesis_candidate_modules.csv|results/tables/v1_jepa_63_decode.csv,12,results/reports/v1_microglia_biological_hypotheses.md|results/tables/causal_fold_specific_module_knockout_intervention_comparison.csv|results/tables/causal_fold_specific_module_knockouts_at8_global_mean.csv|results/tables/causal_gene_knockouts_top_modules_at8_global_mean.csv|results/tables/confounder_adjusted_module_effects_at8.csv|results/tables/confounder_adjusted_top_gene_effects_at8.csv|results/tables/latent_jacobian_ema_var_e30_module_annotations.csv|results/tables/latent_jacobian_ema_var_e30_top_edges.csv|results/tables/pathology_latent_weights.csv|results/tables/v1_hypothesis_candidate_genes.csv|results/tables/v1_hypothesis_candidate_modules.csv|results/tables/v1_jepa_63_decode.csv,false,path_stable_or_wrapper_required
scripts/graph_counterfactual_knockout.py,unclassified,,review_before_move,.py,18911,12,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|torch|torch_geometric,3,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,2,results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/v2_graph_string_edges_t700.csv,false,path_stable_or_wrapper_required
scripts/identify_abeta_responsive_microglia.py,unclassified,,review_before_move,.py,16755,14,__future__|anndata|argparse|numpy|pandas|pathlib|scanpy|scipy|scripts|sea_ad_jepa|sklearn|sys|torch|warnings,8,data/processed/metadata/pathology_target_columns.csv|data/processed/metadata/sea_ad_mtg_donor_pathology_targets.csv|data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/models/v2_2_stage_b_adversarial/stage_b_adversarial.pt|results/tables/pathology_head_stage_b_frozen_donor_embeddings.csv|results/tables/v2_2_abeta_frozen_embedding_elasticnet_sweep.csv|results/tables/v2_2_abeta_responsive_microglia|results/tables/v2_graph_consensus_edge_index.csv,5,results/models/v2_2_stage_b_adversarial/stage_b_adversarial.pt|results/tables/pathology_head_stage_b_frozen_donor_embeddings.csv|results/tables/v2_2_abeta_frozen_embedding_elasticnet_sweep.csv|results/tables/v2_2_abeta_responsive_microglia|results/tables/v2_graph_consensus_edge_index.csv,false,path_stable_or_wrapper_required
scripts/inspect_h5ad.py,unclassified,,review_before_move,.py,1605,5,__future__|anndata|argparse|pandas|pathlib,1,results/inspection,1,results/inspection,false,path_stable_or_wrapper_required
scripts/inspect_stage39a_external_metadata_columns_v1.py,v3,stage39a,review_before_move,.py,8725,6,__future__|gzip|h5py|pandas|pathlib|typing,0,,0,,false,path_stable_or_wrapper_required
scripts/inventory_stage41_multimodal_feature_sources_v1.py,v3,stage41,review_before_move,.py,2841,4,__future__|pandas|pathlib|typing,0,,0,,false,path_stable_or_wrapper_required
scripts/inventory_stage42_internal_evidence_v1.py,v3,stage42,review_before_move,.py,154,2,__future__|run_stage42_safe_external_support_and_manuscript_synthesis_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/inventory_stage45_spatial_and_image_resources_v1.py,v3,stage45,review_before_move,.py,148,2,__future__|run_stage45_new_safe_feature_acquisition_and_benchmark_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/inventory_stage50_expression_and_graph_inputs_v1.py,v3,stage50,review_before_move,.py,140,2,__future__|run_stage50_graph_specific_jepa_topology_audit_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/inventory_stage53_heterogeneity_composition_inputs_v1.py,v3,stage53,review_before_move,.py,112,1,run_stage53_heterogeneity_composition_auxiliary_jepa_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/list_s3_prefix.py,unclassified,,review_before_move,.py,2936,5,__future__|argparse|re|urllib|xml,0,,0,,false,path_stable_or_wrapper_required
scripts/list_sea_ad_data.ps1,unclassified,,review_before_move,.ps1,848,0,,0,,0,,false,path_stable_or_wrapper_required
scripts/load_stage49_candidates_and_controls_v1.py,v3,stage49,review_before_move,.py,145,2,__future__|run_stage49_known_experimental_evidence_concordance_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/make_contiguous_pilot.py,unclassified,,review_before_move,.py,3604,9,__future__|anndata|argparse|h5py|make_pilot_subset_fast|numpy|pandas|pathlib|scipy,0,,0,,false,path_stable_or_wrapper_required
scripts/make_pilot_subset.py,unclassified,,review_before_move,.py,3418,6,__future__|anndata|argparse|numpy|pathlib|scanpy,0,,0,,false,path_stable_or_wrapper_required
scripts/make_pilot_subset_fast.py,unclassified,,review_before_move,.py,6947,8,__future__|anndata|argparse|h5py|numpy|pandas|pathlib|scipy,0,,0,,false,path_stable_or_wrapper_required
scripts/pathology_head_counterfactual_knockout.py,unclassified,,review_before_move,.py,17502,12,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|scripts|sea_ad_jepa|sklearn|sys|torch,6,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/models/pathology_heads_stage_b_lp/best_pathology_head.pt|results/models/v2_2_stage_b_adversarial/stage_b_adversarial.pt|results/tables/pathology_head_module_counterfactual_donor.csv|results/tables/pathology_head_module_counterfactual_summary.csv|results/tables/v2_graph_consensus_edge_index.csv,5,results/models/pathology_heads_stage_b_lp/best_pathology_head.pt|results/models/v2_2_stage_b_adversarial/stage_b_adversarial.pt|results/tables/pathology_head_module_counterfactual_donor.csv|results/tables/pathology_head_module_counterfactual_summary.csv|results/tables/v2_graph_consensus_edge_index.csv,false,path_stable_or_wrapper_required
scripts/plot_jepa_representation_overlays.py,unclassified,,review_before_move,.py,9653,6,__future__|argparse|numpy|pandas|pathlib|sea_ad_jepa,7,results/figures/jepa_representation_overlays.svg|results/reports/jepa_representation_overlays.md|results/tables/all_jepa_umap_variance_rankings.csv|results/tables/jepa63_umap_alignment_metrics.csv|results/tables/jepa_representation_overlay_plot_data.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,7,results/figures/jepa_representation_overlays.svg|results/reports/jepa_representation_overlays.md|results/tables/all_jepa_umap_variance_rankings.csv|results/tables/jepa63_umap_alignment_metrics.csv|results/tables/jepa_representation_overlay_plot_data.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,false,path_stable_or_wrapper_required
scripts/plot_metadata_targets.py,unclassified,,review_before_move,.py,3052,5,__future__|argparse|matplotlib|pandas|pathlib,3,data/processed/metadata/pathology_target_columns.csv|data/processed/metadata/sea_ad_mtg_donor_pathology_targets.csv|results/figures/metadata,1,results/figures/metadata,false,path_stable_or_wrapper_required
scripts/prepare_stage37c_f_external_data_manifest_v1.py,v3,stage37c,review_before_move,.py,2185,5,__future__|argparse|pandas|pathlib|yaml,4,configs/agent/stage37c_f_multidataset_external_support_v1.yaml|data/external/|data/external/{ds[|results/tables/stage37c_f_data_acquisition_manifest_v1.csv,1,results/tables/stage37c_f_data_acquisition_manifest_v1.csv,false,path_stable_or_wrapper_required
scripts/prepare_stage38a_geo_download_manifest_v1.py,v3,stage38a,review_before_move,.py,1807,5,__future__|argparse|pandas|pathlib|yaml,4,configs/agent/stage38a_external_data_acquisition_preprocessing_v1.yaml|data/external/|data/external/{ds[|results/tables/stage38a_download_manifest_v1.csv,1,results/tables/stage38a_download_manifest_v1.csv,false,path_stable_or_wrapper_required
scripts/prepare_stage44_figure_inputs_v1.py,v3,stage44,review_before_move,.py,148,2,__future__|run_stage44_manuscript_polish_figures_tables_pi_review_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/prepare_stage44_publication_tables_v1.py,v3,stage44,review_before_move,.py,148,2,__future__|run_stage44_manuscript_polish_figures_tables_pi_review_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/preprocess_stage38a_external_expression_inputs_v1.py,v3,stage38a,review_before_move,.py,579,5,__future__|argparse|pathlib|subprocess|sys,1,configs/agent/stage38a_external_data_acquisition_preprocessing_v1.yaml,0,,false,path_stable_or_wrapper_required
scripts/project_external_ad_microglia.py,unclassified,,review_before_move,.py,26724,13,__future__|anndata|argparse|graph_counterfactual_knockout|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|torch|torch_geometric,9,data/external/grubman_gse138852/GSE138852_counts.csv.gz|data/external/grubman_gse138852/GSE138852_covariates.csv.gz|data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|data/processed/v2_pretraining/sea_ad_low_pathology_microglia_pvm_relaxed_jepa_aligned.h5ad|results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c_epoch_005.pt|results/tables/gse138852_graph_jepa_zero_shot|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_donor_embeddings.csv|results/tables/v2_graph_string_edges_t700.csv,5,results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c_epoch_005.pt|results/tables/gse138852_graph_jepa_zero_shot|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_donor_embeddings.csv|results/tables/v2_graph_string_edges_t700.csv,false,path_stable_or_wrapper_required
scripts/project_grubman_zero_shot.py,unclassified,,review_before_move,.py,20445,12,__future__|argparse|gzip|h5py|numpy|pandas|pathlib|re|scipy|sea_ad_jepa|sys|torch,7,data/external/grubman_gse138852|data/external/grubman_gse138852/GSE138852_counts.csv.gz|data/external/grubman_gse138852/GSE138852_covariates.csv.gz|data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|results/models/microglia_pvm_jepa_ema_var_expanded_balanced_e40/gene_jepa_epoch_030.pt|results/tables/grubman_zero_shot_donor_embeddings.csv|results/tables/grubman_zero_shot_generalization.csv,3,results/models/microglia_pvm_jepa_ema_var_expanded_balanced_e40/gene_jepa_epoch_030.pt|results/tables/grubman_zero_shot_donor_embeddings.csv|results/tables/grubman_zero_shot_generalization.csv,false,path_stable_or_wrapper_required
scripts/project_gse174367_morabito.py,unclassified,,review_before_move,.py,22946,16,__future__|anndata|argparse|graph_counterfactual_knockout|matplotlib|numpy|pandas|pathlib|project_external_ad_microglia|re|scanpy|scipy|seaborn|sklearn|sys|torch,11,data/external/gse174367/GSE174367_snRNA-seq_cell_meta.csv.gz|data/external/gse174367/GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5|data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|data/processed/v2_pretraining/sea_ad_low_pathology_microglia_pvm_relaxed_jepa_aligned.h5ad|results/figures/v2_1_gse174367_at8_trajectory_by_tangle.png|results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c_epoch_005.pt|results/reports/external_validation_gse174367.md|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_donor_embeddings.csv|results/tables/v2_1_gse174367|results/tables/v2_graph_string_edges_t700.csv,7,results/figures/v2_1_gse174367_at8_trajectory_by_tangle.png|results/models/stage_c_upgrade_fine_08_r0045_cov0005_pc0075/graph_jepa_stage_c_epoch_005.pt|results/reports/external_validation_gse174367.md|results/tables/jepa_v2_translational_actionability_matrix.csv|results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_donor_embeddings.csv|results/tables/v2_1_gse174367|results/tables/v2_graph_string_edges_t700.csv,false,path_stable_or_wrapper_required
scripts/query_stage45_cellxgene_metadata_v1.py,v3,stage45,review_before_move,.py,148,2,__future__|run_stage45_new_safe_feature_acquisition_and_benchmark_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/query_stage49_druggability_evidence_v1.py,v3,stage49,review_before_move,.py,145,2,__future__|run_stage49_known_experimental_evidence_concordance_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/query_stage49_known_ad_evidence_v1.py,v3,stage49,review_before_move,.py,145,2,__future__|run_stage49_known_experimental_evidence_concordance_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/query_stage49_perturbation_evidence_v1.py,v3,stage49,review_before_move,.py,145,2,__future__|run_stage49_known_experimental_evidence_concordance_v1,0,,0,,false,path_stable_or_wrapper_required
scripts/rank_all_latent_umap_alignment.py,unclassified,,review_before_move,.py,8106,6,__future__|argparse|numpy|pandas|pathlib|sea_ad_jepa,5,results/reports/all_jepa_umap_variance_rankings.md|results/tables/all_jepa_umap_variance_rankings.csv|results/tables/latent_jacobian_ema_var_e30_module_annotations.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,5,results/reports/all_jepa_umap_variance_rankings.md|results/tables/all_jepa_umap_variance_rankings.csv|results/tables/latent_jacobian_ema_var_e30_module_annotations.csv|results/tables/latent_space_umap_coordinates.csv|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv,false,path_stable_or_wrapper_required
scripts/rank_pseudobulk_genes.py,unclassified,,review_before_move,.py,2805,7,__future__|argparse|numpy|pandas|pathlib|sea_ad_jepa|torch,2,results/tables/microglia_gene_set_scores.csv|results/tables/microglia_gene_target_rankings.csv,2,results/tables/microglia_gene_set_scores.csv|results/tables/microglia_gene_target_rankings.csv,false,path_stable_or_wrapper_required
scripts/repeated_donor_groupkfold_validation.py,unclassified,,review_before_move,.py,16769,11,__future__|anndata|argparse|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|torch,4,results/tables/donor_groupkfold_oof_predictions.csv|results/tables/donor_groupkfold_oof_summary.csv|results/tables/donor_groupkfold_validation.csv|results/tables/donor_groupkfold_validation_summary.csv,4,results/tables/donor_groupkfold_oof_predictions.csv|results/tables/donor_groupkfold_oof_summary.csv|results/tables/donor_groupkfold_validation.csv|results/tables/donor_groupkfold_validation_summary.csv,false,path_stable_or_wrapper_required
scripts/run_baseline_ridge.py,unclassified,,runner_or_entrypoint,.py,116,2,__future__|sea_ad_jepa,0,,0,,false,path_stable_or_wrapper_required
scripts/run_dashboard.py,unclassified,,runner_or_entrypoint,.py,15872,5,__future__|pandas|pathlib|plotly|streamlit,1,results/.,1,results/.,false,path_stable_or_wrapper_required
scripts/run_discovery_atlas_lightweight_checks.py,unclassified,,runner_or_entrypoint,.py,4245,5,__future__|argparse|pathlib|subprocess|sys,1,results/reports/discovery_atlas_lightweight_checks.md,1,results/reports/discovery_atlas_lightweight_checks.md,false,path_stable_or_wrapper_required
scripts/run_multitarget_causal_analysis.py,unclassified,,runner_or_entrypoint,.py,4412,5,__future__|argparse|pathlib|subprocess|sys,9,data/processed/sea_ad_mtg_microglia_pvm_all_hvg3k_expanded_modules.h5ad|data/processed/sea_ad_mtg_microglia_pvm_pseudobulk_expanded_modules.csv|results/models/fold_heads/|results/models/fold_heads/{target_slug}|results/models/microglia_pvm_jepa_ema_var_expanded_balanced_e40/gene_jepa_epoch_030.pt|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv|results/tables/multitarget_causal|scripts/causal_confounder_adjusted_effects.py|scripts/causal_fold_specific_knockout.py,4,results/models/fold_heads/{target_slug}|results/models/microglia_pvm_jepa_ema_var_expanded_balanced_e40/gene_jepa_epoch_030.pt|results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_donor_embeddings.csv|results/tables/multitarget_causal,false,path_stable_or_wrapper_required
scripts/run_pseudobulk_baseline.py,unclassified,,runner_or_entrypoint,.py,1680,5,__future__|argparse|pandas|pathlib|sea_ad_jepa,1,results/tables/microglia_pvm_pseudobulk_ridge.csv,1,results/tables/microglia_pvm_pseudobulk_ridge.csv,false,path_stable_or_wrapper_required
scripts/run_stage27_non_graph_v3.py,v3,stage27,runner_or_entrypoint,.py,25787,12,__future__|argparse|json|math|numpy|pandas|pathlib|sea_ad_jepa|sklearn|sys|torch|yaml,1,configs/train/stage27_non_graph_v3.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage27c_non_graph_rescue_v1.py,v3,stage27c,runner_or_entrypoint,.py,36188,14,__future__|argparse|importlib|math|numpy|pandas|pathlib|re|scipy|sea_ad_jepa|sklearn|sys|torch|yaml,1,configs/train/stage27c_non_graph_rescue_v1.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage30_graph_controls_v3.py,v3,stage30,runner_or_entrypoint,.py,25386,10,__future__|argparse|importlib|numpy|pandas|pathlib|sea_ad_jepa|sklearn|sys|yaml,1,configs/train/stage30_graph_controls_v3.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage31_residual_graph_controls_v3.py,v3,stage31,runner_or_entrypoint,.py,48196,12,__future__|argparse|importlib|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|types|yaml,1,configs/train/stage31_residual_graph_controls_v3.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage33a_external_pretrained_jepa_v1.py,v3,stage33a,runner_or_entrypoint,.py,7396,7,__future__|argparse|pandas|pathlib|sys|typing|yaml,1,configs/train/stage33a_external_pretrained_jepa_v1.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage33b_external_pretrained_jepa_v1.py,v3,stage33b,runner_or_entrypoint,.py,25240,15,__future__|anndata|argparse|importlib|json|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|types|typing|yaml,1,configs/train/stage33b_external_pretrained_jepa_v1.yaml,0,,false,path_stable_or_wrapper_required
scripts/run_stage33c_external_pretrained_diagnostic_rescue_v1.py,v3,stage33c,runner_or_entrypoint,.py,34764,16,__future__|anndata|argparse|dataclasses|importlib|json|numpy|pandas|pathlib|scipy|sea_ad_jepa|sklearn|sys|types|typing|yaml,1,configs/train/stage33c_external_pretrained_diagnostic_rescue_v1.yaml,0,,false,path_stable_or_wrapper_required
