condition,mean_pooled_oof_spearman,min_target_spearman,n_targets
rank_int_composition_only_ridge,0.4915379163713679,0.23203401842664775,5
rank_int_latent_composition_ridge,0.5048658499544396,0.13704566163814924,5
rank_int_latent_metadata_composition_interactions_ridge,0.5008970335122,0.15126050420168066,5
rank_int_latent_metadata_composition_ridge,0.498382099827883,0.17146906955553307,5
rank_int_latent_metadata_composition_shuffled_context_control,-0.03221221018527893,-0.0770274374810165,5
rank_int_latent_metadata_ridge,0.37668522830819073,0.013688366913030272,5
rank_int_metadata_composition_ridge,0.4906996051432621,0.23557760453579024,5
rank_int_metadata_only_ridge,0.24245418649387468,0.009800546724713984,5
stage39c_rank_int_latent_only_reproduction,0.3458094563126456,0.025473321858864025,5
