condition,mean_score,median_score,min_score,max_score
target_shuffled_grn_aux,0.3322895616077756,0.3332631365799332,0.324750430292599,0.33708615976511086
string_graph_aux,0.33180925382201076,0.3372603017110459,0.3204819277108434,0.3400020249063481
context_grn_aux,0.3236108129998988,0.33167965981573355,0.2941459957476967,0.33618710134656277
gene_label_permuted_grn_aux,0.3134020451554116,0.31535891465019744,0.29798926799635517,0.32786878606864434
no_graph_raw,0.3112540245013668,0.3117950794775742,0.2970497114508454,0.33271236205325505
