model_variant,latent_dim,seed,target_family,family_mean_oof_spearman
nested_target_gated_programming_vs_state_module,8,107,amyloid_tau,0.3825858054065
nested_target_gated_programming_vs_state_module,8,107,glial_reactivity,0.1664371772805508
nested_target_gated_programming_vs_state_module,8,107,neuron_preservation,0.5144882049205224
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,amyloid_tau,0.37811076237724006
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,glial_reactivity,0.17019337855624178
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,neuron_preservation,0.5135364989369242
