dataset_id,dataset_name,source,collection_name,priority_rank,approved_for_pretraining,allow_download,metadata_first,download_expression,acquisition_status,local_path,metadata_acquisition_attempted,metadata_acquisition_succeeded,metadata_source,metadata_local_path,metadata_error,cellxgene_census_available,remote_payload_keys,remote_n_obs,remote_n_vars,remote_schema_note,exact_next_action
b165f033-9dec-468a-9248-802fc6902a74,All non-neuronal cells,CELLxGENE,Human Brain Cell Atlas v1.0,0,True,True,True,False,metadata_first_failed,,True,False,cellxgene_public_api,,cellxgene_census_not_installed; https://api.cellxgene.cziscience.com/curation/v1/datasets/b165f033-9dec-468a-9248-802fc6902a74:HTTP_404 | https://api.cellxgene.cziscience.com/dp/v1/datasets/b165f033-9dec-468a-9248-802fc6902a74:HTTP_405; next_command=python -m pip install cellxgene-census or provide approved H5AD URL,False,,0,0,metadata_first_failed_no_expression_downloaded,run with --allow-download --metadata-first first; use --download-expression only after source/version/size are approved
5c97eeeb-7e52-44b3-b010-b832b1f5424c,HBCC_Cohort,CELLxGENE,Population-scale cross-disorder atlas of the human prefrontal cortex at single-cell resolution,1,True,True,True,False,metadata_first_failed,,True,False,cellxgene_public_api,,cellxgene_census_not_installed; https://api.cellxgene.cziscience.com/curation/v1/datasets/5c97eeeb-7e52-44b3-b010-b832b1f5424c:HTTP_404 | https://api.cellxgene.cziscience.com/dp/v1/datasets/5c97eeeb-7e52-44b3-b010-b832b1f5424c:HTTP_405; next_command=python -m pip install cellxgene-census or provide approved H5AD URL,False,,0,0,metadata_first_failed_no_expression_downloaded,run with --allow-download --metadata-first first; use --download-expression only after source/version/size are approved
4442d412-91cb-4261-acca-8adf5fa04c11,Aging_Cohort,CELLxGENE,Population-scale cross-disorder atlas of the human prefrontal cortex at single-cell resolution,2,True,True,True,False,metadata_first_failed,,True,False,cellxgene_public_api,,cellxgene_census_not_installed; https://api.cellxgene.cziscience.com/curation/v1/datasets/4442d412-91cb-4261-acca-8adf5fa04c11:HTTP_404 | https://api.cellxgene.cziscience.com/dp/v1/datasets/4442d412-91cb-4261-acca-8adf5fa04c11:HTTP_405; next_command=python -m pip install cellxgene-census or provide approved H5AD URL,False,,0,0,metadata_first_failed_no_expression_downloaded,run with --allow-download --metadata-first first; use --download-expression only after source/version/size are approved
GSE98969,Mouse DAM/microglia auxiliary candidate,GEO,,3,True,True,True,False,metadata_first_succeeded,,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98969&targ=self&form=text&view=brief,data\external_pretraining\stage32c\GSE98969_geo_metadata.txt,,False,geo_text_metadata,97,0,GEO metadata/sample/file manifest only; no raw expression downloaded; platforms=GPL19057; supplementary_files=ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98969/suppl/GSE98969_RAW.tar;ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98969/suppl/GSE98969_experimental_design_f.txt.gz; title=Single cell RNA-seq identifies a unique microglia type associated with Alzheimerâs disease [RNA],metadata acquired; review schema/source before any expression download
mouse_isocortex_hippocampus,Mouse isocortex and hippocampal formation taxonomy,CELLxGENE,A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation,4,True,True,True,False,metadata_first_failed,,True,False,cellxgene_public_api,,cellxgene_census_not_installed; https://api.cellxgene.cziscience.com/curation/v1/datasets/mouse_isocortex_hippocampus:HTTP_404 | https://api.cellxgene.cziscience.com/dp/v1/datasets/mouse_isocortex_hippocampus:HTTP_405; next_command=python -m pip install cellxgene-census or provide approved H5AD URL,False,,0,0,metadata_first_failed_no_expression_downloaded,run with --allow-download --metadata-first first; use --download-expression only after source/version/size are approved
mouse_brain_aging_atlas,BrainAgingSpatialAtlas_snRNAseq,CELLxGENE,Molecular and spatial signatures of mouse brain aging at single-cell resolution,5,True,True,True,False,metadata_first_failed,,True,False,cellxgene_public_api,,cellxgene_census_not_installed; https://api.cellxgene.cziscience.com/curation/v1/datasets/mouse_brain_aging_atlas:HTTP_404 | https://api.cellxgene.cziscience.com/dp/v1/datasets/mouse_brain_aging_atlas:HTTP_405; next_command=python -m pip install cellxgene-census or provide approved H5AD URL,False,,0,0,metadata_first_failed_no_expression_downloaded,run with --allow-download --metadata-first first; use --download-expression only after source/version/size are approved
